zone_id,zone_tf,spec_name,direction,upper,lower,created_timestamp,base_timestamp,impulse_start_timestamp,impulse_end_timestamp,impulse_candles,impulse_atr,zone_width_atr,base_body_ratio,touch_timestamp,entry_timestamp,entry_price,stop_price,risk_units,touch_delay_hours,confirmed,confirm_i,entry_i,bars_to_confirm,confirm_close,confirm_body_ratio,mfe_24h_r,mae_24h_r,close_24h_r,bracket_1r_outcome_r,first_event_24h,year,month,date,cost_r,net_1r_after_cost,cost_bucket,same_dir_intraday_overlap_24h,same_dir_intraday_distinct_specs_24h,same_dir_intraday_distinct_tfs_24h,same_dir_intraday_max_overlap_ratio_24h,same_dir_intraday_overlap_7d,same_dir_intraday_distinct_specs_7d,same_dir_intraday_distinct_tfs_7d,same_dir_intraday_max_overlap_ratio_7d,same_dir_h1_overlap_96h,same_dir_h1_distinct_specs_96h,same_dir_h1_max_overlap_ratio_96h,same_dir_h1_overlap_30d,same_dir_h1_distinct_specs_30d,same_dir_h1_max_overlap_ratio_30d,has_intraday_stack,has_intraday_stack_7d,has_cross_tf_intraday_stack,has_h1_stack,has_h1_stack_30d,stack_score,stack_score_capped,stack_score_7d_30d,stack_score_7d_30d_capped
2554,15min,m15_2c_1atr,demand,1717.02,1715.39,2020-05-28 23:00:00+00:00,2020-05-28 22:15:00+00:00,2020-05-28 22:30:00+00:00,2020-05-28 22:45:00+00:00,2,1.5437262357414268,0.6197718631178268,0.6441717791411231,2020-05-29 01:00:00+00:00,2020-05-29 01:05:00+00:00,1719.56,1715.1842857142858,4.375714285714139,2.0,True,49045,49046,0,1719.56,0.8544891640866796,0.575905974534785,1.426052889324242,4.588965066928038,-1.0,stop,2020,2020-05,2020-05-29,0.0685602350636653,-1.0685602350636654,0.05-0.10R,2,2,2,0.8834355828221835,2,2,2,0.8834355828221835,1,1,1.0,6,4,1.0,True,True,True,True,True,4,4,14,6
2555,15min,m15_2c_1atr,demand,1719.38,1717.95,2020-05-29 01:30:00+00:00,2020-05-28 23:45:00+00:00,2020-05-29 01:00:00+00:00,2020-05-29 01:15:00+00:00,2,1.5292164674634796,0.6646746347941938,0.2307692307691696,2020-05-29 01:35:00+00:00,2020-05-29 02:05:00+00:00,1719.4,1717.8101428571429,1.5898571428572268,0.0833333333333333,True,49057,49058,5,1719.41,0.3333333333339649,1.6856860454666065,1.2894240273160675,12.309282055889328,1.0,tp1,2020,2020-05,2020-05-29,0.1886961991194077,0.8113038008805922,0.10-0.20R,1,1,1,0.020979020979159966,1,1,1,0.020979020979159966,2,1,1.0,6,4,1.0,True,True,True,True,True,5,5,13,5
2556,15min,m15_2c_1atr,supply,1722.06,1719.67,2020-05-29 03:45:00+00:00,2020-05-29 02:45:00+00:00,2020-05-29 03:00:00+00:00,2020-05-29 03:30:00+00:00,3,1.0063137445362322,1.6250607090820524,0.7698744769874545,2020-05-29 03:45:00+00:00,2020-05-29 03:55:00+00:00,1719.42,1722.2814285714285,2.861428571428405,0.0,True,49079,49080,1,1719.42,0.3749999999998984,2.362456315526844,1.1637543684473712,-6.19271093359997,1.0,tp1,2020,2020-05,2020-05-29,0.1048427358961618,0.8951572641038381,0.10-0.20R,5,4,2,0.8242677824268335,7,4,2,0.8242677824268335,6,4,0.7698744769874545,8,4,1.0,True,True,True,True,True,17,7,23,7
2557,15min,m15_2c_1atr,demand,1719.11,1713.32,2020-05-29 04:45:00+00:00,2020-05-29 04:00:00+00:00,2020-05-29 04:15:00+00:00,2020-05-29 04:30:00+00:00,2,3.0163833075735,2.5057187017001987,0.8428324697754598,2020-05-29 05:30:00+00:00,2020-05-29 05:45:00+00:00,1720.23,1713.1245714285717,7.105428571428547,0.75,True,49101,49102,2,1720.19,0.8888888888887485,2.88793276770277,0.4728778800916999,2.5754955969279045,1.0,tp1,2020,2020-05,2020-05-29,0.0422212392939001,0.9577787607060998,0.03-0.05R,7,3,2,0.30915371329878666,8,3,2,0.30915371329878666,4,1,1.0,11,4,1.0,True,True,True,True,True,15,7,30,7
2559,15min,m15_2c_1atr,supply,1722.94,1721.3,2020-05-29 09:15:00+00:00,2020-05-29 08:30:00+00:00,2020-05-29 08:45:00+00:00,2020-05-29 09:00:00+00:00,2,2.3998068565909576,1.1086431675519608,0.4756097560975153,2020-05-29 09:55:00+00:00,2020-05-29 10:10:00+00:00,1720.18,1723.3,3.119999999999891,0.6666666666666666,True,49154,49155,2,1720.18,0.0980392156862985,0.7435897435898221,1.217948717948746,-7.237179487179717,-1.0,stop,2020,2020-05,2020-05-29,0.0961538461538495,-1.0961538461538496,0.05-0.10R,9,4,2,1.0,11,4,2,1.0,6,4,1.0,7,4,1.0,True,True,True,True,True,21,7,25,7
2562,15min,m15_2c_1atr,demand,1729.68,1726.3,2020-05-29 17:30:00+00:00,2020-05-29 16:45:00+00:00,2020-05-29 17:00:00+00:00,2020-05-29 17:15:00+00:00,2,1.0533653846153528,1.1375000000000453,0.2721893491124387,2020-05-29 22:00:00+00:00,2020-05-29 22:35:00+00:00,1731.34,1725.8521428571428,5.487857142857138,4.5,True,49303,49304,6,1731.35,0.3205128205128317,2.4162436548223356,0.7562150201743869,1.4304308212937915,1.0,tp1,2020,2020-05,2020-05-29,0.0546661460367044,0.9453338539632956,0.05-0.10R,4,3,2,1.0,22,4,2,1.0,6,4,1.0,16,4,1.0,True,True,True,True,True,16,7,54,7
2563,15min,m15_2c_1atr,demand,1734.83,1731.03,2020-05-29 18:45:00+00:00,2020-05-29 18:00:00+00:00,2020-05-29 18:15:00+00:00,2020-05-29 18:30:00+00:00,2,1.1133882824682335,1.1851191802182943,0.8789473684211014,2020-05-29 18:45:00+00:00,2020-05-29 18:55:00+00:00,1735.1,1730.6822857142856,4.417714285714283,0.0,True,49259,49260,1,1735.07,0.4482758620689276,0.5908032596042202,1.023153537705339,0.81490104772995,-1.0,stop,2020,2020-05,2020-05-29,0.0679084206441599,-1.06790842064416,0.05-0.10R,1,1,1,0.15526315789471715,11,4,2,1.0,0,0,0.0,5,2,1.0,True,True,True,False,True,1,1,21,7
2564,15min,m15_2c_1atr,supply,1734.98,1733.37,2020-05-29 22:15:00+00:00,2020-05-29 21:30:00+00:00,2020-05-29 21:45:00+00:00,2020-05-29 22:00:00+00:00,2,1.8369098712446552,0.6909871244635859,0.4161490683228524,2020-05-29 22:50:00+00:00,2020-05-29 23:00:00+00:00,1731.39,1735.3932857142856,4.003285714285539,0.5833333333333334,True,49308,49309,1,1731.39,0.6626506024095511,0.7593762266710298,2.338079434750104,-1.6086785854476953,-1.0,stop,2020,2020-05,2020-05-29,0.0749384434214785,-1.0749384434214786,0.05-0.10R,1,1,1,0.9316770186334666,11,4,2,1.0,4,4,0.7204968944099317,6,4,1.0,True,True,True,True,True,9,5,23,7
2565,15min,m15_2c_1atr,demand,1731.58,1728.65,2020-06-01 01:30:00+00:00,2020-05-29 23:45:00+00:00,2020-06-01 01:00:00+00:00,2020-06-01 01:15:00+00:00,2,1.0581395348837532,0.8517441860464666,0.9761092150170853,2020-06-01 14:05:00+00:00,2020-06-01 14:40:00+00:00,1732.69,1728.313,4.376999999999953,12.583333333333334,True,49484,49485,6,1732.71,0.7880794701987164,0.7379483664610585,1.2565684258624763,1.7272104180945915,-1.0,stop,2020,2020-06,2020-06-01,0.068540095956135,-1.068540095956135,0.05-0.10R,0,0,0,0.0,10,4,2,1.0,1,1,1.0,6,2,1.0,False,True,False,True,True,2,2,22,7
2566,15min,m15_2c_1atr,supply,1740.37,1739.1,2020-06-01 03:30:00+00:00,2020-06-01 02:45:00+00:00,2020-06-01 03:00:00+00:00,2020-06-01 03:15:00+00:00,2,1.3193717277486718,0.4654450261780088,0.4488188976377515,2020-06-01 05:20:00+00:00,2020-06-01 05:50:00+00:00,1738.93,1740.6117142857142,1.681714285714179,1.8333333333333333,True,49378,49379,5,1738.93,0.5724637681158704,1.064390078151592,1.1952089704383988,-0.2259599048589314,1.0,tp1,2020,2020-06,2020-06-01,0.1783893985728961,0.8216106014271038,0.10-0.20R,2,2,1,1.0,2,2,1,1.0,0,0,0.0,3,2,1.0,True,True,True,False,True,2,2,8,6
2568,15min,m15_2c_1atr,demand,1735.87,1732.04,2020-06-01 05:00:00+00:00,2020-06-01 04:15:00+00:00,2020-06-01 04:30:00+00:00,2020-06-01 04:45:00+00:00,2,1.566315789473717,1.6126315789473598,0.4255874673629015,2020-06-01 11:50:00+00:00,2020-06-01 12:20:00+00:00,1737.59,1731.7281428571428,5.861857142857161,6.833333333333333,True,49456,49457,5,1737.69,0.4603174603173228,0.1467111836814484,1.0372139497477484,-0.0631199278629207,-1.0,stop,2020,2020-06,2020-06-01,0.0511783198888697,-1.0511783198888698,0.05-0.10R,1,1,1,1.0,3,2,2,1.0,0,0,0.0,5,2,1.0,True,True,True,False,True,1,1,13,7
2570,15min,m15_2c_1atr,demand,1742.64,1741.22,2020-06-01 08:45:00+00:00,2020-06-01 08:00:00+00:00,2020-06-01 08:15:00+00:00,2020-06-01 08:30:00+00:00,2,1.1079545454545667,0.8068181818182198,0.1197183098592,2020-06-01 09:00:00+00:00,2020-06-01 09:10:00+00:00,1743.34,1741.0041428571428,2.335857142857094,0.25,True,49418,49419,1,1743.29,0.3816793893129268,0.1113081768699146,1.2971683689071158,-2.6285854076203297,-1.0,stop,2020,2020-06,2020-06-01,0.1284325117729829,-1.128432511772983,0.10-0.20R,0,0,0,0.0,0,0,0,0.0,0,0,0.0,4,2,1.0,False,False,False,False,True,0,0,8,4
2572,15min,m15_2c_1atr,supply,1743.86,1738.55,2020-06-01 11:45:00+00:00,2020-06-01 11:00:00+00:00,2020-06-01 11:15:00+00:00,2020-06-01 11:30:00+00:00,2,1.8859020310633297,2.220430107526873,0.4821092278719344,2020-06-01 11:45:00+00:00,2020-06-01 11:50:00+00:00,1737.65,1744.2324285714285,6.582428571428409,0.0,True,49450,49451,0,1737.65,0.4552845528454773,1.589079150118325,0.8477114395468553,-0.2947240488746908,1.0,tp1,2020,2020-06,2020-06-01,0.0455758838466057,0.9544241161533944,0.03-0.05R,5,3,2,0.4821092278719344,5,3,2,0.4821092278719344,0,0,0.0,8,4,1.0,True,True,True,False,True,5,3,21,7
2573,15min,m15_2c_1atr,supply,1737.98,1735.83,2020-06-01 13:15:00+00:00,2020-06-01 12:00:00+00:00,2020-06-01 12:15:00+00:00,2020-06-01 13:00:00+00:00,4,1.3000261574680154,0.787339785508791,0.3534883720930041,2020-06-01 13:25:00+00:00,2020-06-01 13:40:00+00:00,1735.2,1738.2204285714286,3.02042857142851,0.1666666666666666,True,49472,49473,2,1735.2,0.8130841121494791,2.6519415409355847,1.0528307241167711,-1.546138201768887,1.0,tp1,2020,2020-06,2020-06-01,0.0993236532185613,0.9006763467814387,0.05-0.10R,1,1,1,0.6232558139535297,2,2,2,0.6232558139535297,0,0,0.0,4,2,1.0,True,True,True,False,True,1,1,10,6
2574,15min,m15_2c_1atr,supply,1735.96,1733.36,2020-06-01 14:30:00+00:00,2020-06-01 13:15:00+00:00,2020-06-01 13:30:00+00:00,2020-06-01 14:15:00+00:00,4,1.754749568221027,0.8981001727116092,0.626923076923086,2020-06-01 14:40:00+00:00,2020-06-01 15:10:00+00:00,1733.15,1736.3022857142855,3.1522857142856537,0.1666666666666666,True,49490,49491,5,1733.17,0.6299999999999955,1.8906915616786484,1.6591135683857894,-2.7123175926765537,1.0,tp1,2020,2020-06,2020-06-01,0.0951690383395287,0.9048309616604712,0.05-0.10R,5,4,2,1.0,14,4,2,1.0,0,0,0.0,8,4,1.0,True,True,True,False,True,5,3,30,7
2575,15min,m15_2c_1atr,demand,1733.68,1730.05,2020-06-01 15:00:00+00:00,2020-06-01 14:15:00+00:00,2020-06-01 14:30:00+00:00,2020-06-01 14:45:00+00:00,2,1.5463362068965791,1.369073275862089,0.7768595041321905,2020-06-01 15:05:00+00:00,2020-06-01 15:25:00+00:00,1734.43,1729.6967142857145,4.733285714285785,0.0833333333333333,True,49493,49494,3,1734.26,0.5532786885245405,0.2852141369631251,1.0605740500407252,2.0852322457971875,-1.0,stop,2020,2020-06,2020-06-01,0.0633809193251431,-1.0633809193251431,0.05-0.10R,3,2,2,0.45179063360882943,10,4,2,0.7300275482093695,1,1,0.43250688705231105,6,2,1.0,True,True,True,True,True,5,5,22,7
2577,15min,m15_2c_1atr,supply,1735.78,1732.66,2020-06-01 16:15:00+00:00,2020-06-01 15:30:00+00:00,2020-06-01 15:45:00+00:00,2020-06-01 16:00:00+00:00,2,1.3847203274215187,0.9931787175988684,0.2179487179486731,2020-06-01 16:20:00+00:00,2020-06-01 16:25:00+00:00,1732.14,1736.1602857142857,4.020285714285592,0.0833333333333333,True,49505,49506,0,1732.17,0.2968750000000916,1.2312557742875905,1.5521284912231323,-2.7709473384976717,1.0,tp1,2020,2020-06,2020-06-01,0.0746215620780351,0.925378437921965,0.05-0.10R,3,2,1,0.7756410256410761,14,4,2,0.7756410256410761,0,0,0.0,7,4,1.0,True,True,True,False,True,3,3,28,7
2578,15min,m15_2c_1atr,demand,1733.76,1728.7,2020-06-01 16:45:00+00:00,2020-06-01 16:00:00+00:00,2020-06-01 16:15:00+00:00,2020-06-01 16:30:00+00:00,2,1.466696074106737,1.5624172915747387,0.4644268774703428,2020-06-01 16:45:00+00:00,2020-06-01 16:50:00+00:00,1734.55,1728.3155714285715,6.234428571428452,0.0,True,49510,49511,0,1734.58,0.3419913419913343,0.003207992484129,1.1805412341605437,0.8597419857473845,-1.0,stop,2020,2020-06,2020-06-01,0.0481198872619793,-1.0481198872619792,0.03-0.05R,5,2,2,0.7173913043478554,16,4,2,0.7173913043478554,1,1,0.5770750988142049,6,2,1.0,True,True,True,True,True,7,5,28,7
2579,15min,m15_2c_1atr,demand,1734.86,1732.68,2020-06-01 18:15:00+00:00,2020-06-01 17:30:00+00:00,2020-06-01 17:45:00+00:00,2020-06-01 18:00:00+00:00,2,1.072234316247807,0.6039976251731195,0.1926605504587634,2020-06-01 21:45:00+00:00,2020-06-01 22:00:00+00:00,1737.19,1732.4757142857145,4.714285714285779,3.5,True,49572,49573,2,1737.31,0.6428571428571622,1.692727272727253,1.270606060606045,-2.2993939393939384,1.0,tp1,2020,2020-06,2020-06-01,0.0636363636363627,0.9363636363636372,0.05-0.10R,8,4,2,1.0,10,4,2,1.0,2,2,1.0,6,2,1.0,True,True,True,True,True,12,7,22,7
2580,15min,m15_2c_1atr,demand,1738.61,1736.12,2020-06-01 22:15:00+00:00,2020-06-01 21:30:00+00:00,2020-06-01 21:45:00+00:00,2020-06-01 22:00:00+00:00,2,1.362924281984308,1.3002610966057735,0.5301204819276834,2020-06-01 22:30:00+00:00,2020-06-01 22:35:00+00:00,1739.06,1735.933,3.1269999999999527,0.25,True,49579,49580,0,1739.06,0.2525252525252502,1.333546530220702,1.1192836584586034,-3.8791173648864934,1.0,tp1,2020,2020-06,2020-06-01,0.0959385992964517,0.9040614007035482,0.05-0.10R,7,4,2,1.0,7,4,2,1.0,0,0,0.0,4,2,0.5823293172690012,True,True,True,False,True,7,3,15,7
2582,15min,m15_2c_1atr,supply,1742.81,1740.61,2020-06-02 03:15:00+00:00,2020-06-02 02:15:00+00:00,2020-06-02 02:30:00+00:00,2020-06-02 03:00:00+00:00,3,1.2286090390522055,1.3514699429574542,0.7318181818182246,2020-06-02 03:15:00+00:00,2020-06-02 03:30:00+00:00,1740.52,1743.017857142857,2.497857142857129,0.0,True,49626,49627,2,1740.52,0.4897959183673564,2.25393194166425,1.3491564197884451,5.468687446382678,1.0,tp1,2020,2020-06,2020-06-02,0.1201029453817564,0.8798970546182435,0.10-0.20R,5,4,2,1.0,5,4,2,1.0,1,1,0.7227272727272206,8,4,1.0,True,True,True,True,True,7,5,21,7
2583,15min,m15_2c_1atr,supply,1741.75,1739.77,2020-06-02 04:15:00+00:00,2020-06-02 03:30:00+00:00,2020-06-02 03:45:00+00:00,2020-06-02 04:00:00+00:00,2,1.745895230648948,1.083659108678649,0.0202020202020016,2020-06-02 04:45:00+00:00,2020-06-02 05:10:00+00:00,1738.58,1742.0545714285715,3.4745714285716076,0.5,True,49646,49647,4,1738.74,0.7865168539326475,1.0620014801413311,1.1915138557684075,2.84927226379391,1.0,tp1,2020,2020-06,2020-06-02,0.0863415837513317,0.9136584162486682,0.05-0.10R,7,4,2,1.0,10,4,2,1.0,1,1,0.2676767676767514,8,4,1.0,True,True,True,True,True,9,5,26,7
2585,15min,m15_2c_1atr,supply,1739.94,1739.53,2020-06-02 07:15:00+00:00,2020-06-02 06:30:00+00:00,2020-06-02 06:45:00+00:00,2020-06-02 07:00:00+00:00,2,1.0071492403932727,0.2564789991063923,0.3414634146343221,2020-06-02 08:45:00+00:00,2020-06-02 09:10:00+00:00,1738.08,1740.1425714285715,2.062571428571573,1.5,True,49694,49695,4,1738.08,0.7834394904459032,1.546613104307884,1.2266241861752714,7.670037401301551,1.0,tp1,2020,2020-06,2020-06-02,0.1454495082421286,0.8545504917578715,0.10-0.20R,8,4,2,1.0,11,4,2,1.0,0,0,0.0,3,2,1.0,True,True,True,False,True,8,3,17,7
2586,15min,m15_2c_1atr,demand,1736.94,1736.18,2020-06-02 08:45:00+00:00,2020-06-02 07:45:00+00:00,2020-06-02 08:00:00+00:00,2020-06-02 08:30:00+00:00,3,1.4554455445544827,0.6584158415841379,0.2236842105264142,2020-06-02 09:15:00+00:00,2020-06-02 09:55:00+00:00,1738.01,1735.968142857143,2.0418571428569976,0.5,True,49703,49704,7,1738.01,0.8299319727891188,0.0342825159168536,1.4055831525922244,-8.560833974673535,-1.0,stop,2020,2020-06,2020-06-02,0.1469250682152207,-1.1469250682152208,0.10-0.20R,7,2,1,1.0,8,3,2,1.0,0,0,0.0,2,2,1.0,True,True,True,False,True,7,3,12,7
2588,15min,m15_2c_1atr,demand,1740.44,1736.94,2020-06-02 16:30:00+00:00,2020-06-02 15:30:00+00:00,2020-06-02 15:45:00+00:00,2020-06-02 16:15:00+00:00,3,1.7843564973511683,1.526955437831104,0.0085714285714207,2020-06-02 17:30:00+00:00,2020-06-02 17:35:00+00:00,1744.14,1736.5177142857144,7.622285714285681,1.0,True,49795,49796,0,1744.16,0.2034261241970087,0.0052477696978736,1.499550191168768,-6.02575155558891,-1.0,stop,2020,2020-06,2020-06-02,0.0393582727340881,-1.0393582727340882,0.03-0.05R,14,4,2,1.0,20,4,2,1.0,2,1,0.5257142857143273,6,2,0.9371428571428494,True,True,True,True,True,18,7,32,7
2590,15min,m15_2c_1atr,supply,1734.43,1731.2,2020-06-02 19:15:00+00:00,2020-06-02 18:30:00+00:00,2020-06-02 18:45:00+00:00,2020-06-02 19:00:00+00:00,2,1.7284916201117442,0.8420856610800714,0.0804953560371484,2020-06-03 01:55:00+00:00,2020-06-03 02:10:00+00:00,1728.72,1734.6564285714287,5.936428571428678,6.666666666666667,True,49886,49887,2,1728.72,0.6747720364741799,6.6201419805076345,0.1246540729154126,4.831187582721618,1.0,tp1,2020,2020-06,2020-06-03,0.0505354349657071,0.9494645650342928,0.05-0.10R,1,1,1,1.0,6,3,2,1.0,0,0,0.0,7,4,1.0,True,True,True,False,True,1,1,20,7
2591,15min,m15_2c_1atr,demand,1726.09,1724.23,2020-06-02 22:00:00+00:00,2020-06-02 21:15:00+00:00,2020-06-02 21:30:00+00:00,2020-06-02 21:45:00+00:00,2,1.0793226381461818,0.5802139037432859,0.9247311827957634,2020-06-02 23:05:00+00:00,2020-06-02 23:40:00+00:00,1726.95,1724.0227142857143,2.9272857142857447,1.0833333333333333,True,49868,49869,6,1726.93,0.5396825396826772,1.656824947537895,2.1931579717924965,-9.759894587867722,1.0,tp1,2020,2020-06,2020-06-02,0.1024840173734799,0.89751598262652,0.10-0.20R,0,0,0,0.0,3,3,2,1.0,0,0,0.0,14,4,1.0,False,True,False,False,True,0,0,31,7
2592,15min,m15_2c_1atr,demand,1728.67,1725.93,2020-06-03 01:15:00+00:00,2020-06-02 23:00:00+00:00,2020-06-02 23:15:00+00:00,2020-06-03 01:00:00+00:00,4,1.4138993495378829,1.3132488873673736,0.7591240875912948,2020-06-03 01:15:00+00:00,2020-06-03 01:25:00+00:00,1729.03,1725.6761428571428,3.353857142857123,0.0,True,49877,49878,1,1729.08,0.4838709677418586,0.8259147250500484,2.5343953656770606,-9.031392426630362,-1.0,stop,2020,2020-06,2020-06-03,0.0894492482003668,-1.0894492482003668,0.05-0.10R,1,1,1,0.058394160583888306,7,4,2,0.8649635036496753,0,0,0.0,15,4,1.0,True,True,True,False,True,1,1,37,7
2593,15min,m15_2c_1atr,supply,1731.22,1728.79,2020-06-03 02:30:00+00:00,2020-06-03 01:45:00+00:00,2020-06-03 02:00:00+00:00,2020-06-03 02:15:00+00:00,2,1.3090185676393593,1.1279840848806886,0.7818930041152433,2020-06-03 02:30:00+00:00,2020-06-03 02:45:00+00:00,1728.34,1731.4912857142858,3.1512857142859048,0.0,True,49893,49894,2,1728.32,0.7126436781609586,12.350514529216303,0.355410490049429,9.072487420100066,1.0,tp1,2020,2020-06,2020-06-03,0.0951992384060869,0.904800761593913,0.05-0.10R,2,2,1,0.008230452674889418,2,2,1,0.008230452674889418,0,0,0.0,6,4,1.0,True,True,True,False,True,2,2,14,6
2594,15min,m15_2c_1atr,supply,1729.27,1727.8,2020-06-03 03:15:00+00:00,2020-06-03 02:30:00+00:00,2020-06-03 02:45:00+00:00,2020-06-03 03:00:00+00:00,2,1.90473583356148,0.5633725704900225,0.3333333333333333,2020-06-03 04:10:00+00:00,2020-06-03 04:30:00+00:00,1726.44,1729.5818571428572,3.141857142857134,0.9166666666666666,True,49914,49915,3,1726.39,0.7614213197970316,11.782839994543746,0.9612149320238228,6.995862319829062,1.0,tp1,2020,2020-06,2020-06-03,0.0954849270222346,0.9045150729777652,0.05-0.10R,3,3,2,0.34013605442176237,3,3,2,0.34013605442176237,0,0,0.0,2,1,1.0,True,True,True,False,True,3,3,7,7
2595,15min,m15_2c_1atr,supply,1726.54,1725.02,2020-06-03 08:45:00+00:00,2020-06-03 07:45:00+00:00,2020-06-03 08:00:00+00:00,2020-06-03 08:30:00+00:00,3,1.4114441416892471,0.9663941871026231,0.6842105263157737,2020-06-03 09:00:00+00:00,2020-06-03 09:10:00+00:00,1724.27,1726.7631428571428,2.493142857142857,0.25,True,49970,49971,1,1724.24,0.8766233766233382,13.9783405913362,0.7781343112537464,9.389754755901937,1.0,tp1,2020,2020-06,2020-06-03,0.1203300481320192,0.8796699518679807,0.10-0.20R,0,0,0,0.0,0,0,0,0.0,0,0,0.0,6,4,1.0,False,False,False,False,True,0,0,12,4
2596,15min,m15_2c_1atr,supply,1724.81,1723.22,2020-06-03 09:30:00+00:00,2020-06-03 08:45:00+00:00,2020-06-03 09:00:00+00:00,2020-06-03 09:15:00+00:00,2,1.081597222222218,0.9661458333332948,0.2515723270440953,2020-06-03 09:35:00+00:00,2020-06-03 09:50:00+00:00,1721.99,1725.0377142857142,3.0477142857141644,0.0833333333333333,True,49978,49979,2,1721.99,0.8654970760234991,2.9235023905504387,1.3846442298678807,6.273553951439306,1.0,tp1,2020,2020-06,2020-06-03,0.0984344239242562,0.9015655760757436,0.05-0.10R,1,1,1,0.056603773584857096,5,4,2,0.5723270440252382,0,0,0.0,7,4,1.0,True,True,True,False,True,1,1,19,7
2597,15min,m15_2c_1atr,supply,1723.32,1720.73,2020-06-03 11:00:00+00:00,2020-06-03 10:15:00+00:00,2020-06-03 10:30:00+00:00,2020-06-03 10:45:00+00:00,2,1.0111902339776866,1.229569345540841,0.1621621621621953,2020-06-03 11:00:00+00:00,2020-06-03 11:05:00+00:00,1718.98,1723.684857142857,4.7048571428570085,0.0,True,49993,49994,0,1719.01,0.5627240143369021,1.2540231979110286,1.536709783202817,2.6376996417077505,1.0,tp1,2020,2020-06,2020-06-03,0.0637638914192038,0.9362361085807962,0.05-0.10R,1,1,1,0.03861003861000471,11,4,2,1.0,0,0,0.0,7,4,1.0,True,True,True,False,True,1,1,25,7
2598,15min,m15_2c_1atr,demand,1719.01,1713.08,2020-06-03 12:30:00+00:00,2020-06-03 11:30:00+00:00,2020-06-03 11:45:00+00:00,2020-06-03 12:15:00+00:00,3,1.0697674418604652,2.1216457960644175,0.4367622259696274,2020-06-03 12:30:00+00:00,2020-06-03 13:05:00+00:00,1719.22,1712.7857142857142,6.4342857142858065,0.0,True,50017,50018,6,1719.17,0.5099999999999909,1.086367673179382,1.199822380106559,-1.2744227353463475,1.0,tp1,2020,2020-06,2020-06-03,0.0466252220248661,0.953374777975134,0.03-0.05R,0,0,0,0.0,12,3,2,0.9595278246205723,0,0,0.0,10,4,1.0,False,True,False,False,True,0,0,32,7
2602,15min,m15_2c_1atr,supply,1711.44,1704.95,2020-06-03 17:15:00+00:00,2020-06-03 16:30:00+00:00,2020-06-03 16:45:00+00:00,2020-06-03 17:00:00+00:00,2,2.4773036151127936,1.2348464256591456,0.6055469953775128,2020-06-04 05:30:00+00:00,2020-06-04 06:05:00+00:00,1703.93,1711.6358571428573,7.705857142857212,12.25,True,50209,50210,6,1703.9,0.8775510204082485,0.7656513598190665,1.511837007100319,-0.7929033573719233,-1.0,stop,2020,2020-06,2020-06-04,0.0389314250755451,-1.0389314250755453,0.03-0.05R,2,2,2,1.0,2,2,2,1.0,0,0,0.0,12,3,1.0,True,True,True,False,True,2,2,26,6
2603,15min,m15_2c_1atr,supply,1700.67,1699.16,2020-06-03 21:30:00+00:00,2020-06-03 20:15:00+00:00,2020-06-03 20:30:00+00:00,2020-06-03 21:15:00+00:00,4,1.4313934863854492,0.5643352909770383,0.6092715231788598,2020-06-03 22:40:00+00:00,2020-06-03 22:55:00+00:00,1696.82,1700.987142857143,4.167142857143062,1.1666666666666667,True,50135,50136,2,1696.82,0.937499999999952,0.0263969832018944,1.0126842646554246,-4.146726088446824,-1.0,stop,2020,2020-06,2020-06-03,0.0719917723688685,-1.0719917723688686,0.05-0.10R,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,3,1.0,False,False,False,False,True,0,0,10,4
2604,15min,m15_2c_1atr,demand,1700.83,1697.46,2020-06-04 04:45:00+00:00,2020-06-04 04:00:00+00:00,2020-06-04 04:15:00+00:00,2020-06-04 04:30:00+00:00,2,1.300000000000052,1.7736842105263098,0.06231454005936,2020-06-04 09:00:00+00:00,2020-06-04 09:25:00+00:00,1701.04,1697.211142857143,3.828857142857032,4.25,True,50249,50250,4,1701.08,0.4999999999999368,5.437653906425035,0.7861353630326299,2.08678456831586,1.0,tp1,2020,2020-06,2020-06-04,0.0783523617640497,0.9216476382359504,0.05-0.10R,0,0,0,0.0,0,0,0,0.0,0,0,0.0,15,4,1.0,False,False,False,False,True,0,0,30,4
2605,15min,m15_2c_1atr,demand,1702.45,1701.15,2020-06-04 05:30:00+00:00,2020-06-04 04:45:00+00:00,2020-06-04 05:00:00+00:00,2020-06-04 05:15:00+00:00,2,1.460282108389006,0.6755753526354726,0.4230769230769029,2020-06-04 07:30:00+00:00,2020-06-04 07:50:00+00:00,1703.47,1700.9678571428572,2.502142857142871,2.0,True,50230,50231,3,1703.53,0.9593495934959724,0.5355409648872037,1.0311161861261426,3.3251498715386365,-1.0,stop,2020,2020-06,2020-06-04,0.1198972309449036,-1.1198972309449036,0.10-0.20R,1,1,1,1.0,1,1,1,1.0,0,0,0.0,10,4,1.0,True,True,True,False,True,1,1,21,5
