rule,n_flags,trades,net_r,r_per_year,wr_pct,pf,max_dd_r,mar,positive_years,total_years,positive_months,total_months
base_body_low + fast_confirm_1 + fast_confirm_3,3,1626,-111.25305156676686,-15.811352951269102,51.16851168511685,0.8708405678404362,-122.80031532449767,-0.12875661523741108,3,8,31,85
base_body_low + fast_confirm_1 + h1_stack_96,3,840,-59.95789689785266,-8.521253634996375,50.83333333333333,0.8655777582787288,-69.0096341418257,-0.12347918868087103,3,8,30,85
base_body_low + fast_confirm_1 + h1_stack_30d,3,1261,-82.07672149689157,-11.664794757486243,51.30848532910388,0.8766450274982224,-91.59345214886909,-0.12735402459257858,3,8,31,85
base_body_low + fast_confirm_1 + intraday_stack_24h,3,1261,-89.18301634429062,-12.67474580535103,50.99127676447264,0.8667864881031282,-93.07564996786299,-0.1361768175642861,2,8,35,85
base_body_low + fast_confirm_1 + intraday_stack_7d,3,1467,-98.85792441412264,-14.049749763524627,51.2610770279482,0.8726141124220204,-108.85442240752373,-0.12906916827803172,3,8,34,85
base_body_low + fast_confirm_1 + stack_score3,3,1072,-74.13101027011481,-10.535545331190441,51.026119402985074,0.8697547940128404,-78.00132420096462,-0.1350688009353071,2,8,28,85
base_body_low + fast_confirm_1 + stack_7d30d_score3,3,1425,-81.55545165517981,-11.590711563056196,51.78947368421053,0.8906990479494785,-88.32866880974149,-0.13122253192813763,3,8,33,85
base_body_low + fast_confirm_1 + orb_continuation,3,472,35.42151760893392,5.2806976761890265,57.6271186440678,1.1668675291608317,-16.662569422559177,0.31691977043105835,6,8,43,81
base_body_low + fast_confirm_1 + orb_reversal,3,208,-61.900426479705246,-9.281252369340041,39.42307692307692,0.544369553448657,-63.506103878304025,-0.1461474063520822,0,8,23,78
base_body_low + fast_confirm_1 + orb_inside,3,182,-43.97018558653475,-6.587411930058169,42.30769230769231,0.6133863189525636,-45.256714494312675,-0.14555656555417862,0,8,24,74
base_body_low + fast_confirm_1 + ny_main_or_overlap,3,670,1.5174972597897192,0.21566765530669063,53.58208955223881,1.0045984893841204,-30.335436514041383,0.007109429765642713,4,8,39,85
base_body_low + fast_confirm_1 + avoid_after_hours,3,1287,-41.447409987127855,-5.890531711205622,52.680652680652685,0.9370428671505401,-62.75841504549719,-0.09386042822998694,4,8,40,85
base_body_low + fast_confirm_1 + recent_fvg_20,3,1442,-101.18635354694482,-14.380667561487002,51.04022191400832,0.8679509031078217,-113.43205206663322,-0.1267778136733292,2,8,29,85
base_body_low + fast_confirm_1 + zone_fvg_overlap_100,3,1376,-90.1149291443898,-12.8071898326803,51.30813953488372,0.8759342627714003,-96.11839633243022,-0.13324389837285677,2,8,30,85
base_body_low + fast_confirm_1 + opposite_fvg_20,3,1252,-105.94260207834031,-15.05662856385751,50.319488817891376,0.8431783164204975,-115.38506865000657,-0.13049026828183677,2,8,32,85
base_body_low + fast_confirm_1 + ob_overlap_30d,3,656,-52.26752209997426,-7.45148807455722,50.45731707317073,0.8512345418762987,-63.53910841668042,-0.11727404208588234,2,8,30,84
base_body_low + fast_confirm_1 + ob_fvg_bos_overlap_30d,3,455,-39.900024272635825,-5.719577655251269,49.89010989010989,0.8379016880313477,-46.58960754642087,-0.12276509626213113,3,8,31,82
base_body_low + fast_confirm_1 + risk_ge_10,3,218,3.292627070488974,0.4710662113184872,51.8348623853211,1.0313709078415707,-10.290647260107901,0.04577614987782099,5,8,27,48
base_body_low + fast_confirm_1 + risk_ge_15,3,103,8.042093687152848,1.1688717545692708,55.33980582524271,1.1762274586102475,-8.350348531439124,0.13997879850984182,6,8,13,21
base_body_low + fast_confirm_1 + dir_demand,3,830,-72.99080408269879,-10.373498517978884,50.24096385542168,0.8369142678739888,-84.40608202391275,-0.12289989381381321,2,8,33,85
base_body_low + fast_confirm_1 + dir_supply,3,796,-38.26224748406808,-5.465500936079728,52.13567839195979,0.9075347220076135,-56.89457289808309,-0.0960636605159202,2,8,35,85
base_body_low + fast_confirm_2 + fast_confirm_3,3,2387,-200.10835406547147,-28.428462202416746,50.39798910766653,0.844661339894866,-214.56663734673413,-0.13249246273304405,1,8,28,85
base_body_low + fast_confirm_2 + h1_stack_96,3,1263,-125.37663205555266,-17.811674390622564,49.48535233570863,0.8187098960434286,-127.67386017298683,-0.13950917099623458,1,8,28,85
base_body_low + fast_confirm_2 + h1_stack_30d,3,1858,-166.45644565010033,-23.647692249591266,50.107642626480086,0.8349200999155121,-176.21381421890197,-0.13419885582985494,1,8,27,85
base_body_low + fast_confirm_2 + intraday_stack_24h,3,1904,-178.29051247047593,-25.328903025998184,49.84243697478992,0.8281430480160707,-185.20932042737476,-0.13675825259523203,0,8,26,85
base_body_low + fast_confirm_2 + intraday_stack_7d,3,2185,-193.1508961504315,-27.440048548792337,50.20594965675057,0.8369012054496165,-206.6909557444944,-0.13275882560973282,1,8,27,85
base_body_low + fast_confirm_2 + stack_score3,3,1596,-151.54400581103232,-21.52915135063382,49.74937343358396,0.8262197615985812,-154.3473757840326,-0.1394850494948359,1,8,32,85
base_body_low + fast_confirm_2 + stack_7d30d_score3,3,2101,-172.11178974204591,-24.451120654718892,50.547358400761546,0.8478929717501625,-180.79340542474537,-0.13524343212228826,1,8,27,85
base_body_low + fast_confirm_2 + orb_continuation,3,638,43.601239864740194,6.4974919871874155,57.36677115987461,1.150206654905249,-18.094645530365334,0.35908368452334255,5,8,42,81
base_body_low + fast_confirm_2 + orb_reversal,3,345,-99.98532471046076,-14.991641974751966,39.710144927536234,0.55455003226774,-103.35043841175931,-0.14505639458464265,1,8,22,81
base_body_low + fast_confirm_2 + orb_inside,3,272,-54.86191947425371,-8.21916164395864,44.48529411764706,0.667219502064346,-59.408588822780054,-0.13834972024797576,1,8,25,78
base_body_low + fast_confirm_2 + ny_main_or_overlap,3,982,-7.4934188630978635,-1.0645551302008924,53.15682281059063,0.9847058310919033,-29.31881240447748,-0.03630962658086099,4,8,43,85
base_body_low + fast_confirm_2 + avoid_after_hours,3,1899,-88.43966130747002,-12.564210926703003,51.97472353870458,0.9104837032016234,-109.9599452609407,-0.11426170590470443,1,8,37,85
base_body_low + fast_confirm_2 + recent_fvg_20,3,2130,-178.37514939441178,-25.340926999731195,50.375586854460096,0.844952270167794,-186.47270916594223,-0.13589617007805835,1,8,24,85
base_body_low + fast_confirm_2 + zone_fvg_overlap_100,3,2044,-159.93563030372638,-22.721310372787265,50.68493150684932,0.8541459563358069,-169.45235046865838,-0.13408672296339588,1,8,29,85
base_body_low + fast_confirm_2 + opposite_fvg_20,3,1868,-148.1922431513014,-21.052982034621873,50.53533190578159,0.8524353974777326,-166.44260830391528,-0.12648793628720512,2,8,32,85
base_body_low + fast_confirm_2 + ob_overlap_30d,3,967,-96.89959810069305,-13.814433335783818,49.431230610134435,0.8174051699827539,-113.46882373327902,-0.12174651046225848,1,8,30,85
base_body_low + fast_confirm_2 + ob_fvg_bos_overlap_30d,3,653,-61.75776014154636,-8.845890937921494,49.617151607963244,0.8268207399615422,-73.94759117274306,-0.11962378757216466,2,8,34,84
base_body_low + fast_confirm_2 + risk_ge_10,3,311,10.521017273468399,1.504620814069825,52.73311897106109,1.071209412698849,-10.395999740441537,0.14473074756020732,4,8,30,52
base_body_low + fast_confirm_2 + risk_ge_15,3,154,6.347986437403791,0.9222760724987011,53.246753246753244,1.088160684116116,-9.890204849204494,0.09325146309511306,5,8,12,25
base_body_low + fast_confirm_2 + dir_demand,3,1210,-81.00191007349241,-11.512041888849456,51.2396694214876,0.8736586632236933,-97.52060785652264,-0.11804727371866433,2,8,38,85
base_body_low + fast_confirm_2 + dir_supply,3,1177,-119.10644399197905,-16.97371387751477,49.532710280373834,0.8159300331566822,-131.05575444615164,-0.12951521243188868,1,8,26,85
base_body_low + fast_confirm_3 + h1_stack_96,3,1633,-171.06906036873923,-24.302984947367563,49.11206368646663,0.8095508759925156,-175.58301885640364,-0.13841307152397908,0,8,31,85
base_body_low + fast_confirm_3 + h1_stack_30d,3,2390,-249.06880142040103,-35.38404500925767,49.33054393305439,0.8106772952188394,-254.42581075736257,-0.13907411714215684,0,8,25,85
base_body_low + fast_confirm_3 + intraday_stack_24h,3,2465,-276.1105708056561,-39.225743285400966,48.88438133874239,0.7981048975606753,-279.4443582246262,-0.14037049641871843,0,8,22,85
base_body_low + fast_confirm_3 + intraday_stack_7d,3,2803,-291.60769904280363,-41.42734814289538,49.37566892615055,0.8109423669661022,-298.52779641524495,-0.13877216339771237,0,8,23,85
base_body_low + fast_confirm_3 + stack_score3,3,2058,-228.50570015019142,-32.4627409489916,48.882410106899904,0.7998203098681171,-233.98843790729077,-0.1387365172370344,0,8,32,85
base_body_low + fast_confirm_3 + stack_7d30d_score3,3,2682,-271.7855122143893,-38.61130234784352,49.515287099179716,0.8153502455878004,-277.14252155135034,-0.13931930088429043,0,8,24,85
base_body_low + fast_confirm_3 + orb_continuation,3,775,27.417966671002695,4.0841812098628605,55.612903225806456,1.074937302463962,-20.504158107758283,0.19918794950754423,5,8,42,81
base_body_low + fast_confirm_3 + orb_reversal,3,467,-133.27303686663504,-19.87667485322109,39.82869379014989,0.5592799714183733,-133.2730368666352,-0.1491425071457736,0,8,24,81
base_body_low + fast_confirm_3 + orb_inside,3,357,-66.71086801911932,-9.994316876121136,45.09803921568628,0.6878895133019082,-71.44901937441533,-0.13988039253202025,1,8,26,80
base_body_low + fast_confirm_3 + ny_main_or_overlap,3,1231,-41.85868512112992,-5.946668510498912,51.74654752233956,0.9336411306217685,-55.304006437468956,-0.10752690254408027,2,8,38,85
base_body_low + fast_confirm_3 + avoid_after_hours,3,2406,-152.31378413575703,-21.63851017331204,51.12219451371571,0.8803027860541565,-170.28715782915896,-0.1270707107286442,1,8,37,85
base_body_low + fast_confirm_3 + recent_fvg_20,3,2714,-278.9755425161212,-39.63275647764032,49.410464259395724,0.8131864997374252,-282.4347549671472,-0.14032535224728415,0,8,26,85
base_body_low + fast_confirm_3 + zone_fvg_overlap_100,3,2616,-261.9851647990336,-37.21901261876586,49.54128440366973,0.8173063178863496,-264.469359310652,-0.1407309062788159,0,8,23,85
base_body_low + fast_confirm_3 + opposite_fvg_20,3,2417,-238.85967966699968,-33.9336826131356,49.52420355812991,0.819649660378481,-244.69161756493367,-0.13867938326138468,1,8,26,85
base_body_low + fast_confirm_3 + ob_overlap_30d,3,1210,-108.96015722923232,-15.533839745502384,49.917355371900825,0.8339022376350899,-120.50532095720145,-0.12890584102107297,1,8,27,85
base_body_low + fast_confirm_3 + ob_fvg_bos_overlap_30d,3,827,-78.26760181526629,-11.210682965892554,49.57678355501814,0.8261868406205757,-89.3863560451379,-0.12541827927554666,2,8,29,84
base_body_low + fast_confirm_3 + risk_ge_10,3,386,-7.638595522112469,-1.091975348121949,49.740932642487046,0.9603586758672148,-16.880107003811958,-0.06469007263255815,4,8,30,57
base_body_low + fast_confirm_3 + risk_ge_15,3,192,-1.2327786219544308,-0.17910596327321235,50.520833333333336,0.9868420263385962,-11.579283986041716,-0.015467792610416689,4,8,13,29
base_body_low + fast_confirm_3 + dir_demand,3,1537,-136.65629088346034,-19.421677138203847,50.03253090435914,0.8357351247599513,-152.19855630826717,-0.1276074991070654,2,8,31,85
base_body_low + fast_confirm_3 + dir_supply,3,1506,-164.96805406509623,-23.50939592168412,49.136786188579016,0.802436223373568,-176.32589735223857,-0.1333292288580867,1,8,27,85
base_body_low + h1_stack_96 + h1_stack_30d,3,2542,-249.455200682593,-35.43893895344888,49.488591660110146,0.8204886530198843,-254.4342200603695,-0.13928526966632201,0,8,30,85
base_body_low + h1_stack_96 + intraday_stack_24h,3,2278,-225.30992984536357,-32.008732740575276,49.38542581211589,0.8191830071193268,-229.34417314298668,-0.1395663657023418,1,8,30,85
base_body_low + h1_stack_96 + intraday_stack_7d,3,2513,-247.86162365385934,-35.21254688431432,49.462793473935534,0.819633713406086,-252.84064303163586,-0.13926774770901237,0,8,27,85
base_body_low + h1_stack_96 + stack_score3,3,2445,-245.8822676242163,-34.93134898862116,49.36605316973415,0.8164381972506871,-250.86128700199302,-0.13924567399809137,0,8,32,85
base_body_low + h1_stack_96 + stack_7d30d_score3,3,2532,-248.4923192278762,-35.302146868137605,49.48657187993681,0.8204846872642785,-253.47133860565276,-0.1392747087790474,0,8,29,85
base_body_low + h1_stack_96 + orb_continuation,3,560,7.066202948165859,1.052581821703744,54.107142857142854,1.0260429409053395,-21.478978092442212,0.0490052095203782,5,8,46,81
base_body_low + h1_stack_96 + orb_reversal,3,483,-121.08458839283294,-18.014723385125148,41.40786749482402,0.601025779757817,-121.95848498804125,-0.14771193153876583,0,8,21,81
base_body_low + h1_stack_96 + orb_inside,3,363,-20.617796013340545,-3.0749897892497486,51.515151515151516,0.8921300730760358,-38.897262791111004,-0.0790541433664186,4,8,35,81
base_body_low + h1_stack_96 + ny_main_or_overlap,3,1132,-48.36564031646204,-6.871081340174158,51.23674911660777,0.9171798979917893,-62.394805500124086,-0.11012265019658557,1,8,33,85
base_body_low + h1_stack_96 + avoid_after_hours,3,2056,-141.8929286152932,-20.158067746688385,50.72957198443579,0.8700064884078463,-158.11582059219504,-0.1274892523163709,2,8,33,85
base_body_low + h1_stack_96 + recent_fvg_20,3,2236,-214.4073535985534,-30.459854493143382,49.55277280858677,0.8242690208358812,-217.477200978778,-0.14005998953479143,0,8,29,85
base_body_low + h1_stack_96 + zone_fvg_overlap_100,3,2240,-214.0926582013052,-30.415147183207594,49.598214285714285,0.8244743948700904,-216.41570055549016,-0.14054039103973875,0,8,30,85
base_body_low + h1_stack_96 + opposite_fvg_20,3,2177,-193.72470053056284,-27.521566265572957,49.885163068442814,0.8357987645083199,-202.96139123753227,-0.1356000079510865,1,8,34,85
base_body_low + h1_stack_96 + ob_overlap_30d,3,1295,-139.11778522826103,-19.825505678744573,48.88030888030888,0.8054065308169506,-151.33727689367862,-0.13100213037844535,0,8,26,85
base_body_low + h1_stack_96 + ob_fvg_bos_overlap_30d,3,900,-113.8462522820663,-16.22409038081339,48.0,0.7750639287230688,-125.68410090974503,-0.1290862588296993,0,8,28,85
base_body_low + h1_stack_96 + risk_ge_10,3,346,-1.217225797313028,-0.1740085019446511,50.57803468208093,0.9928336328367474,-19.27711995515468,-0.009026685643366627,4,8,29,53
base_body_low + h1_stack_96 + risk_ge_15,3,169,-4.00352051368286,-0.5816570674712269,49.112426035502956,0.9522669605942481,-13.513772110729658,-0.043041799336648805,4,8,12,28
base_body_low + h1_stack_96 + dir_demand,3,1326,-161.9976028349627,-23.023200169443626,48.114630467571644,0.7817602332825989,-174.94061395697713,-0.1316058040993596,1,8,29,85
base_body_low + h1_stack_96 + dir_supply,3,1216,-87.45759784763027,-12.458614513980871,50.98684210526315,0.8648975630541511,-98.24997307471747,-0.12680527153433724,2,8,26,85
base_body_low + h1_stack_30d + intraday_stack_24h,3,3116,-312.86186724000953,-44.446828864027026,49.48652118100129,0.8170360337840205,-321.02238881282756,-0.1384539845597554,0,8,23,85
base_body_low + h1_stack_30d + intraday_stack_7d,3,3504,-353.2670736981271,-50.18700842794279,49.54337899543379,0.8162995706851721,-369.8056527019245,-0.13571184772666298,0,8,19,85
base_body_low + h1_stack_30d + stack_score3,3,2873,-268.0937053146718,-38.08682452982648,49.7737556561086,0.828706651301221,-274.0415039618826,-0.1389819570364207,1,8,31,85
base_body_low + h1_stack_30d + stack_7d30d_score3,3,3628,-357.1239025426514,-50.73493014535334,49.66923925027563,0.8202627344145463,-371.62890969616683,-0.13652040737851306,0,8,18,85
base_body_low + h1_stack_30d + orb_continuation,3,820,24.547612514752295,3.6566131610983996,55.365853658536594,1.062691126266038,-27.625961216848832,0.13236148173799156,5,8,44,81
base_body_low + h1_stack_30d + orb_reversal,3,666,-162.63245923021975,-24.196132681807644,41.891891891891895,0.6100640185808708,-163.50635582542782,-0.14798282647581804,0,8,22,82
base_body_low + h1_stack_30d + orb_inside,3,482,-46.15082000588332,-6.883049002510773,49.5850622406639,0.8255681235651946,-64.04893869036668,-0.10746546536525237,2,8,28,81
base_body_low + h1_stack_30d + ny_main_or_overlap,3,1536,-52.41252982409935,-7.446004091113298,51.7578125,0.9334796118567333,-73.68759109150285,-0.10104827666122362,2,8,34,85
base_body_low + h1_stack_30d + avoid_after_hours,3,2921,-180.44072481359422,-25.634373682678056,51.249572064361516,0.8829453794263118,-201.19723064828793,-0.12740917755219705,2,8,33,85
base_body_low + h1_stack_30d + recent_fvg_20,3,3236,-315.46974299282937,-44.81731763054489,49.69097651421508,0.8218595145467139,-325.59950750321934,-0.13764553261832488,0,8,21,85
base_body_low + h1_stack_30d + zone_fvg_overlap_100,3,3157,-285.58094366164835,-40.57115506511749,50.047513462147606,0.8333107579531499,-295.1943535942684,-0.13743879099015813,0,8,25,85
base_body_low + h1_stack_30d + opposite_fvg_20,3,3061,-269.5593531097809,-38.29504228834985,50.11434171839269,0.8375255856591607,-289.76853550929826,-0.1321573518016452,1,8,26,85
base_body_low + h1_stack_30d + ob_overlap_30d,3,1855,-166.6198283866769,-23.744788263064276,50.02695417789758,0.8344356503507863,-187.11312805321066,-0.12690070712896107,1,8,29,85
base_body_low + h1_stack_30d + ob_fvg_bos_overlap_30d,3,1279,-126.38704714703024,-18.011263741885603,49.569976544175134,0.8194435270914759,-140.70628918843707,-0.12800610296647444,2,8,30,85
base_body_low + h1_stack_30d + risk_ge_10,3,471,-2.598137791378247,-0.3714167625443854,50.530785562632694,0.9888508579075058,-26.807062654262467,-0.013855183140899927,5,8,29,56
base_body_low + h1_stack_30d + risk_ge_15,3,231,-2.8085198426549898,-0.40803972654325177,49.78354978354979,0.9754225217676847,-15.948491650806075,-0.0255848474876073,5,8,14,29
base_body_low + h1_stack_30d + dir_demand,3,1901,-187.9741713450694,-26.715006258282724,49.50026301946344,0.8194334380906508,-201.1597603314592,-0.1328049218902593,1,8,29,85
base_body_low + h1_stack_30d + dir_supply,3,1753,-163.5725973351441,-23.301439616482597,50.08556759840273,0.8288514557664546,-180.728900110403,-0.12893034596153852,1,8,26,85
base_body_low + intraday_stack_24h + intraday_stack_7d,3,3817,-368.6865245900838,-52.37757802665426,49.69871626932146,0.8232190312089268,-377.1977677389177,-0.1388597242784005,0,8,21,85
base_body_low + intraday_stack_24h + stack_score3,3,3043,-285.703903405028,-40.58862338338641,49.72067039106145,0.8278001331581895,-290.70692597208586,-0.1396204209709259,1,8,25,85
base_body_low + intraday_stack_24h + stack_7d30d_score3,3,3547,-356.3351467317997,-50.62287527957597,49.50662531716944,0.8168552419931169,-364.2094208819083,-0.13899386555404342,0,8,20,85
base_body_low + intraday_stack_24h + orb_continuation,3,883,11.068707514580261,1.648795032504258,54.586636466591166,1.0258631358872379,-29.69336308661738,0.05552739269360027,5,8,47,81
base_body_low + intraday_stack_24h + orb_reversal,3,668,-168.98910995081238,-25.141862488608645,41.467065868263475,0.5987389709513828,-169.86300654602047,-0.1480125837864352,0,8,21,82
base_body_low + intraday_stack_24h + orb_inside,3,510,-48.76722727631724,-7.267331604518512,49.6078431372549,0.8258618358486117,-69.32244275821732,-0.10483374958187058,3,8,31,81
base_body_low + intraday_stack_24h + ny_main_or_overlap,3,1587,-49.04394004746143,-6.967444224945658,51.92186515437933,0.9395366175693823,-71.85948949900867,-0.09695927807894845,3,8,38,85
base_body_low + intraday_stack_24h + avoid_after_hours,3,3060,-191.02661278497885,-27.13826150124991,51.143790849673195,0.8818350009066517,-205.15713257699284,-0.13228037046708707,2,8,29,85
base_body_low + intraday_stack_24h + recent_fvg_20,3,3389,-336.3074044538471,-47.77762717882833,49.54263794629684,0.8189608062535717,-339.14185684553104,-0.14087800197599795,0,8,21,85
base_body_low + intraday_stack_24h + zone_fvg_overlap_100,3,3366,-324.632679002309,-46.11905328883444,49.70291146761735,0.8233393945616262,-328.0935230880883,-0.14056678978222972,0,8,21,85
base_body_low + intraday_stack_24h + opposite_fvg_20,3,3217,-286.6168075346877,-40.71831542281007,50.01554243083618,0.8357799253760729,-299.94826356689975,-0.13575112900671404,0,8,28,85
base_body_low + intraday_stack_24h + ob_overlap_30d,3,1581,-144.06962810444296,-20.531186759714316,49.905123339658445,0.832160052432699,-162.75273508868514,-0.12614956515800932,1,8,30,85
base_body_low + intraday_stack_24h + ob_fvg_bos_overlap_30d,3,1067,-114.5409284841597,-16.32308783801769,49.109653233364575,0.805343550268463,-126.08312783824026,-0.12946290370397198,1,8,29,85
base_body_low + intraday_stack_24h + risk_ge_10,3,520,-10.07680143672931,-1.4405290507887987,50.0,0.9613287708668163,-32.246387868407524,-0.044672570976550086,3,8,31,58
base_body_low + intraday_stack_24h + risk_ge_15,3,261,-19.461878258947085,-2.8275461551632546,47.12643678160919,0.8582630524653195,-31.30979103406854,-0.09030868816999033,5,8,13,29
base_body_low + intraday_stack_24h + dir_demand,3,1979,-160.73940710719364,-22.844384609300576,50.3789792824659,0.8487502798067333,-172.75718520012782,-0.13223406356636838,1,8,29,85
base_body_low + intraday_stack_24h + dir_supply,3,1838,-207.94711748289018,-29.622731926921073,48.96626768226333,0.7966911042258068,-220.07527464373837,-0.1346027261575607,1,8,22,85
base_body_low + intraday_stack_7d + stack_score3,3,3203,-304.5537714917137,-43.26653638169911,49.7034030596316,0.8257758959084902,-310.50157013892505,-0.1393440180104105,0,8,24,85
base_body_low + intraday_stack_7d + stack_7d30d_score3,3,3976,-396.0670382960771,-56.26740013132717,49.62273641851107,0.8182470280880637,-411.27666489717143,-0.13681155517392485,0,8,19,85
base_body_low + intraday_stack_7d + orb_continuation,3,982,18.75861044159074,2.7942832234057984,54.989816700610994,1.039717361568911,-31.548346581644545,0.08857146336257025,5,8,43,81
base_body_low + intraday_stack_7d + orb_reversal,3,746,-175.7792397713046,-26.152084450700205,42.35924932975871,0.621197354559358,-176.65313636651257,-0.14804200473656437,0,8,22,82
base_body_low + intraday_stack_7d + orb_inside,3,544,-55.985028018704554,-8.342934101930576,49.26470588235294,0.8138132947943097,-74.07141889537398,-0.11263364771930434,2,8,30,81
base_body_low + intraday_stack_7d + ny_main_or_overlap,3,1741,-50.83358446398461,-7.2216906750176495,52.03905801263642,0.9427408000937233,-75.486295528759,-0.09566889757182888,3,8,37,85
base_body_low + intraday_stack_7d + avoid_after_hours,3,3389,-210.14780804438942,-29.854720687753105,51.22455001475361,0.8825470245298443,-228.83699496165045,-0.13046282439059426,1,8,31,85
base_body_low + intraday_stack_7d + recent_fvg_20,3,3796,-371.9668335355283,-52.84359624615002,49.68387776606954,0.8209824875268364,-378.60890599066863,-0.13957304070246151,0,8,20,85
base_body_low + intraday_stack_7d + zone_fvg_overlap_100,3,3718,-356.37696301360756,-50.62881592404518,49.811726734803656,0.8242860857188,-361.36979959258315,-0.14010250989741063,0,8,23,85
base_body_low + intraday_stack_7d + opposite_fvg_20,3,3575,-317.0465495957753,-45.04132720336714,50.0979020979021,0.8364402764499015,-336.7805357691225,-0.13374088588731536,1,8,27,85
base_body_low + intraday_stack_7d + ob_overlap_30d,3,1789,-168.64225988075867,-24.03300250544171,49.80435997764114,0.8269437911076232,-193.11613462149882,-0.12444844420972694,1,8,27,85
base_body_low + intraday_stack_7d + ob_fvg_bos_overlap_30d,3,1224,-126.5613973208236,-18.036110172232082,49.34640522875817,0.8118095692686739,-143.92611897510432,-0.12531505956435807,1,8,28,85
base_body_low + intraday_stack_7d + risk_ge_10,3,559,-7.065120760469249,-1.0099942691825414,50.268336314847936,0.9746055295997776,-35.66213236911591,-0.02832119680137848,5,8,32,59
base_body_low + intraday_stack_7d + risk_ge_15,3,282,-12.005009684338837,-1.744164593160207,48.58156028368794,0.9164481427939593,-29.4453183231707,-0.059234020635046535,5,8,14,31
base_body_low + intraday_stack_7d + dir_demand,3,2210,-184.97595448459245,-26.288897811477582,50.31674208144796,0.8446170738771573,-199.2940537511886,-0.13191009624551225,1,8,32,85
base_body_low + intraday_stack_7d + dir_supply,3,2068,-222.63222235669195,-31.714672081038117,49.32301740812379,0.8053940674400898,-239.35673636820601,-0.13249960106512718,1,8,21,85
base_body_low + stack_score3 + stack_7d30d_score3,3,3210,-306.27624118388064,-43.51123963143228,49.68847352024922,0.8252428314233808,-312.22403983109217,-0.13935903095409025,0,8,24,85
base_body_low + stack_score3 + orb_continuation,3,712,24.662812713704014,3.673773386492819,55.33707865168539,1.0730935874229275,-21.127634001800768,0.17388475141985577,4,8,43,81
base_body_low + stack_score3 + orb_reversal,3,578,-151.92635427959942,-22.603299755854863,40.830449826989614,0.5861523786836756,-152.8002508748075,-0.1479271115488824,0,8,21,82
base_body_low + stack_score3 + orb_inside,3,460,-44.07147968938634,-6.572930974499126,49.56521739130435,0.8255291184622112,-66.93092326425933,-0.09820469603485998,2,8,33,81
base_body_low + stack_score3 + ny_main_or_overlap,3,1394,-46.458278093810165,-6.600111269453194,51.72166427546628,0.9349350947917775,-67.9587013084049,-0.0971194437560112,2,8,37,85
base_body_low + stack_score3 + avoid_after_hours,3,2613,-164.75827097086,-23.406440479232444,51.09070034443168,0.8806962533713139,-183.8329019094873,-0.12732454438845192,1,8,33,85
base_body_low + stack_score3 + recent_fvg_20,3,2844,-271.4996136000867,-38.57068606278945,49.648382559774966,0.8252637373097959,-275.5382402497455,-0.13998306016554837,0,8,25,85
base_body_low + stack_score3 + zone_fvg_overlap_100,3,2854,-263.8581327487997,-37.48509645526997,49.82480728801682,0.83002761190821,-267.14995437241936,-0.14031481511321545,0,8,27,85
base_body_low + stack_score3 + opposite_fvg_20,3,2751,-245.2933884222441,-34.8476896620866,49.94547437295529,0.8357364789029637,-253.27670466101202,-0.1375874252183085,1,8,31,85
base_body_low + stack_score3 + ob_overlap_30d,3,1472,-139.6925711610998,-19.907417720090404,49.59239130434783,0.8259138073560874,-151.53751639234594,-0.13136956572884623,0,8,29,85
base_body_low + stack_score3 + ob_fvg_bos_overlap_30d,3,1002,-112.51007530150953,-16.03367343108715,48.80239520958084,0.797321018125966,-118.23380021457643,-0.13560989667919376,0,8,29,85
base_body_low + stack_score3 + risk_ge_10,3,432,6.401403269231595,0.9151125417169629,51.620370370370374,1.030701247670002,-19.01321676672811,0.04813033759328669,6,8,31,53
base_body_low + stack_score3 + risk_ge_15,3,216,-10.41387654849016,-1.5129945940079677,48.148148148148145,0.9055216375149482,-17.14997646738514,-0.08822138018004255,5,8,11,29
base_body_low + stack_score3 + dir_demand,3,1671,-162.4107352712541,-23.081914808492435,49.43147815679234,0.8221277927353262,-175.37328944434174,-0.1316159084523413,2,8,29,85
base_body_low + stack_score3 + dir_supply,3,1539,-143.86550591262653,-20.49410141754557,49.96751137102014,0.8286308520304454,-150.28731793824957,-0.13636613986262125,2,8,30,85
base_body_low + stack_7d30d_score3 + orb_continuation,3,937,23.83527923461606,3.550503972448416,55.28281750266809,1.0531695224367943,-27.712260808567233,0.12812032901158246,5,8,46,81
base_body_low + stack_7d30d_score3 + orb_reversal,3,724,-177.94300237279273,-26.474004731838107,41.85082872928177,0.6081580175951983,-178.81689896800077,-0.14805091065009254,0,8,19,82
base_body_low + stack_7d30d_score3 + orb_inside,3,530,-60.550898254397296,-9.030712775589471,48.679245283018865,0.7955759346585947,-77.82893296570005,-0.11603284834406495,2,8,31,81
base_body_low + stack_7d30d_score3 + ny_main_or_overlap,3,1699,-56.21136473696283,-7.9856868806595385,51.854031783402,0.9353949410472077,-78.50885007857566,-0.10171702773212263,3,8,37,85
base_body_low + stack_7d30d_score3 + avoid_after_hours,3,3260,-205.48090664706103,-29.191715734282006,51.196319018404914,0.8807287625983868,-221.41826262114552,-0.13183969284516547,2,8,28,85
base_body_low + stack_7d30d_score3 + recent_fvg_20,3,3633,-362.4279175663804,-51.48844686546886,49.600880814753644,0.8181015272215558,-366.3534398566058,-0.14054309653983849,0,8,18,85
