tf,family,side,sl,tp,n,net,wr,pf,dd,mar,pos_years,trades_per_year,flag
H4,fvg_retest,L,2.0,2.0,455,32.75235637855986,0.37362637362637363,1.1115719782298876,-31.46886853525807,0.15702068150210585,5/8,68.64467162329616,False
H4,fvg_retest,L,2.0,3.0,455,45.10735281999914,0.2967032967032967,1.1370504633742304,-40.36562852469512,0.1685897073301482,5/8,68.64467162329616,False
H4,fvg_retest,S,1.0,1.5,440,-101.76818644456624,0.3409090909090909,0.675531011908257,-118.18531853311748,-0.12963375413938794,2/8,66.24029676444323,False
H4,fvg_retest,S,1.0,2.0,440,-68.76818644456624,0.3090909090909091,0.7907713808600181,-98.35488691990315,-0.10525948015887722,3/8,66.24029676444323,False
H4,fvg_retest,S,1.0,3.0,440,-76.39856289712327,0.22954545454545455,0.7918419723282142,-109.69170133867969,-0.1048530359701946,3/8,66.24029676444323,False
H4,fvg_retest,S,2.0,1.5,440,-74.47897802075627,0.3522727272727273,0.7480506195993325,-92.51650947728699,-0.12119482130273995,3/8,66.24029676444323,False
H4,fvg_retest,S,2.0,2.0,440,-68.54569029361855,0.30227272727272725,0.7844921961277047,-92.29143236885845,-0.11181198589254245,3/8,66.24029676444323,False
H4,fvg_retest,S,2.0,3.0,440,-77.94808829373594,0.23636363636363636,0.7761604584063488,-108.98316823137154,-0.10767518642370834,2/8,66.24029676444323,False
H4,fvg_fade,L,1.0,1.5,759,-15.40214451167357,0.4268774703557312,0.9674484862599814,-40.39278313095929,-0.05739675570213832,2/8,114.24881516587678,False
H4,fvg_fade,L,1.0,2.0,759,26.097855488326424,0.37417654808959155,1.0505624059623948,-34.465174064154056,0.11398147551817116,3/8,114.24881516587678,False
H4,fvg_fade,L,1.0,3.0,759,107.38145585775985,0.308300395256917,1.1882316135534832,-35.65655979058165,0.4533146737586153,5/8,114.24881516587678,False
H4,fvg_fade,L,2.0,1.5,759,46.816119797704836,0.4453227931488801,1.1068382897047382,-27.392158048499518,0.257264046226358,5/8,114.24881516587678,False
H4,fvg_fade,L,2.0,2.0,759,91.59946478855231,0.3939393939393939,1.1917293914569365,-34.284216411537685,0.40216904258525804,5/8,114.24881516587678,False
H4,fvg_fade,L,2.0,3.0,759,132.41778286078505,0.3214756258234519,1.247954789419908,-37.95244410310035,0.5251900525166633,5/8,114.24881516587678,False
H4,fvg_fade,S,1.0,1.5,833,-79.41683746369506,0.39735894357743096,0.854634105516099,-100.46328270943484,-0.11895860129389554,3/8,125.35325825722722,False
H4,fvg_fade,S,1.0,2.0,833,-57.1070222771186,0.34093637454981995,0.9043957837795981,-85.86531871817904,-0.10008347004444235,3/8,125.35325825722722,False
H4,fvg_fade,S,1.0,3.0,833,1.9272545768053,0.27490996398559425,1.002933987779959,-84.5849163121794,0.0034287576313603166,5/8,125.35325825722722,False
H4,fvg_fade,S,2.0,1.5,833,-73.44894121178754,0.38535414165666265,0.8626057853417957,-111.27809057340284,-0.09932681283444955,5/8,125.35325825722722,False
H4,fvg_fade,S,2.0,2.0,833,-75.14204760679216,0.32533013205282113,0.8718586405403954,-130.86302896693024,-0.08640854305675605,3/8,125.35325825722722,False
H4,fvg_fade,S,2.0,3.0,833,-80.51212839824805,0.25570228091236497,0.8752243675738292,-153.8678149640955,-0.07874158393519462,3/8,125.35325825722722,False
H4,ob,L,1.0,1.5,22,-16.911692896540593,0.13636363636363635,0.19626814692863995,-17.090175420146018,-0.15233302234117183,1/8,3.386695701039618,False
H4,ob,L,1.0,2.0,22,-21.411692896540593,0.045454545454545456,0.08315740320670134,-20.31019023793882,-0.16228953284301892,1/8,3.386695701039618,False
H4,ob,L,1.0,3.0,22,-20.411692896540593,0.045454545454545456,0.12597711864085226,-19.310190237938826,-0.16272188586784803,1/8,3.386695701039618,False
H4,ob,L,2.0,1.5,22,-18.205846448270297,0.09090909090909091,0.13779771248409237,-17.15509511896941,-0.16336959812960083,1/8,3.386695701039618,False
H4,ob,L,2.0,2.0,22,-17.205846448270297,0.09090909090909091,0.18515625139991543,-16.15509511896941,-0.16395324585043106,1/8,3.386695701039618,False
H4,ob,L,2.0,3.0,22,-19.205846448270293,0.045454545454545456,0.13270348527361656,-18.15509511896941,-0.16285024615792593,0/8,3.386695701039618,False
H4,bb_meanrev,L,1.0,1.5,244,-19.609729463171586,0.4098360655737705,0.8760245940041591,-23.82749643615507,-0.12387203972407251,3/8,36.72568681318681,False
H4,bb_meanrev,L,1.0,2.0,244,-5.609729463171589,0.36065573770491804,0.9673086319367203,-20.96231707788088,-0.04027937577063002,5/8,36.72568681318681,False
H4,bb_meanrev,L,1.0,3.0,244,46.390270536828424,0.3237704918032787,1.2554815034139566,-13.27057128370005,0.5261594635536927,6/8,36.72568681318681,False
H4,bb_meanrev,L,2.0,1.5,244,13.195135268414205,0.4426229508196721,1.0922971182890422,-14.353302430800296,0.1383700541750162,5/8,36.72568681318681,False
H4,bb_meanrev,L,2.0,2.0,244,21.80404121718865,0.38114754098360654,1.1371356315414551,-19.993548843008114,0.1641448291958092,5/8,36.72568681318681,False
H4,bb_meanrev,L,2.0,3.0,244,42.630500908186036,0.3114754098360656,1.2411823425816693,-20.40654077808596,0.31443519010123433,5/8,36.72568681318681,False
H4,bb_meanrev,S,1.0,1.5,218,-18.83520076575821,0.41284403669724773,0.8680088589267706,-25.625437689985148,-0.11059358790030488,2/8,32.8010298661174,False
H4,bb_meanrev,S,1.0,2.0,218,-4.335200765758211,0.3669724770642202,0.971865746534921,-19.694386813047206,-0.03312056503343183,3/8,32.8010298661174,False
H4,bb_meanrev,S,1.0,3.0,218,14.6647992342418,0.2981651376146789,1.0857952884170925,-27.421967519859912,0.08046527421749321,3/8,32.8010298661174,False
H4,bb_meanrev,S,2.0,1.5,218,-9.728952446890741,0.40825688073394495,0.9287411177021861,-20.869836255979237,-0.07014198062677747,4/8,32.8010298661174,False
H4,bb_meanrev,S,2.0,2.0,218,6.771047553109261,0.3669724770642202,1.0463605161922873,-17.613255605212377,0.05784252090620428,5/8,32.8010298661174,False
H4,bb_meanrev,S,2.0,3.0,218,25.081222971913995,0.3073394495412844,1.156977137613967,-18.570880217268083,0.20321099686232785,5/8,32.8010298661174,False
H4,rsi,L,1.0,1.5,149,-8.45251348004505,0.40939597315436244,0.9100480254494077,-17.806656681052342,-0.0717772259047189,4/8,22.530428482715795,False
H4,rsi,L,1.0,2.0,149,6.547486519954946,0.37583892617449666,1.0658885790182504,-11.651188399669955,0.08497429515751187,3/8,22.530428482715795,False
H4,rsi,L,1.0,3.0,149,25.28851928909687,0.31543624161073824,1.2342047679005586,-22.691547983660513,0.1685165114326592,5/8,22.530428482715795,False
H4,rsi,L,2.0,1.5,149,27.710353018737095,0.4899328859060403,1.3600906741178835,-11.151302209670492,0.37575057653133326,6/8,22.530428482715795,False
H4,rsi,L,2.0,2.0,149,28.281861793709318,0.4161073825503356,1.3211569692536334,-15.2796806176416,0.27988324588755803,5/8,22.530428482715795,False
H4,rsi,L,2.0,3.0,149,38.40895405694562,0.348993288590604,1.3900711910644072,-15.229202173624603,0.3813629614055983,5/8,22.530428482715795,False
H4,rsi,S,1.0,1.5,200,-39.49312160188846,0.355,0.7173754296149066,-45.88139367859426,-0.13096137412962458,3/8,30.429047486809218,False
H4,rsi,S,1.0,2.0,200,-15.993121601888463,0.335,0.8889584656137035,-35.99804052182262,-0.06759471482776398,5/8,30.429047486809218,False
H4,rsi,S,1.0,3.0,200,11.00687839811154,0.285,1.0710865321964187,-32.28499924289185,0.0518706571646291,4/8,30.429047486809218,False
H4,rsi,S,2.0,1.5,200,-11.637404395985293,0.395,0.9076476615311043,-25.527196436681066,-0.06936036471278852,5/8,30.429047486809218,False
H4,rsi,S,2.0,2.0,200,-8.92229201955,0.335,0.9355956640246128,-32.529832202174624,-0.041730440825316684,6/8,30.429047486809218,False
H4,rsi,S,2.0,3.0,200,7.408506652482458,0.28,1.049407373076476,-36.48417872555683,0.03089473418471339,6/8,30.429047486809218,False
H4,vwap_mss,L,1.0,1.5,320,-116.92515453455215,0.290625,0.5286266301165744,-117.2401925241645,-0.15121151137590697,0/8,48.51805728518057,False
H4,vwap_mss,L,1.0,2.0,320,-94.42515453455215,0.265625,0.6324024605892367,-101.65210314861872,-0.14083959268196908,1/8,48.51805728518057,False
H4,vwap_mss,L,1.0,3.0,320,-37.42515453455215,0.24375,0.8585194061598729,-68.50358628532726,-0.08283306256638369,2/8,48.51805728518057,False
H4,vwap_mss,L,2.0,1.5,320,-24.21257726727608,0.3875,0.8816945609050405,-45.32605157430933,-0.08099282656393769,3/8,48.51805728518057,False
H4,vwap_mss,L,2.0,2.0,320,-11.433827453134082,0.340625,0.9480880271266979,-42.18782611332191,-0.041092059788609685,4/8,48.51805728518057,False
H4,vwap_mss,L,2.0,3.0,320,10.875368575515422,0.28125,1.0454680427839107,-48.69276520501802,0.03386358793002046,4/8,48.51805728518057,False
H4,vwap_mss,S,1.0,1.5,274,-140.98615409702998,0.22992700729927007,0.3861076277862723,-145.13847079198084,-0.14740358805927717,0/8,41.57810552555048,False
H4,vwap_mss,S,1.0,2.0,274,-130.48615409702998,0.20437956204379562,0.4501693526715483,-136.13847079198084,-0.14544463209315267,0/8,41.57810552555048,False
H4,vwap_mss,S,1.0,3.0,274,-110.48615409702998,0.17153284671532848,0.5531546656688275,-119.13847079198091,-0.14072458268994936,1/8,41.57810552555048,False
H4,vwap_mss,S,2.0,1.5,274,-73.65417731703764,0.3102189781021898,0.625245895528767,-82.7078523258904,-0.1351340440317204,1/8,41.57810552555048,False
H4,vwap_mss,S,2.0,2.0,274,-86.66693317784618,0.24452554744525548,0.5972824782406608,-99.22060818669893,-0.1325457107558971,1/8,41.57810552555048,False
H4,vwap_mss,S,2.0,3.0,274,-97.30038538242863,0.18248175182481752,0.582321435777026,-114.75810340625048,-0.12866052897758812,2/8,41.57810552555048,False
H4,vwap_mom,L,1.0,1.5,750,86.09191604091373,0.48133333333333334,1.2034467359455652,-27.005615174143212,0.48098732576744335,4/8,113.15834767641996,False
H4,vwap_mom,L,1.0,2.0,750,122.59191604091373,0.41733333333333333,1.2579191550668805,-23.86048627792176,0.7751894908927215,6/8,113.15834767641996,False
H4,vwap_mom,L,1.0,3.0,750,287.9318512891999,0.368,1.5589164836633862,-19.611767660844095,2.2151253335074577,6/8,113.15834767641996,True
H4,vwap_mom,L,2.0,1.5,750,163.2441315524168,0.504,1.4220702919393235,-19.035198882367936,1.293914241610886,6/8,113.15834767641996,True
H4,vwap_mom,L,2.0,2.0,750,202.83357548826868,0.44,1.4646826960937993,-20.77828387373296,1.472839777980461,7/8,113.15834767641996,True
H4,vwap_mom,L,2.0,3.0,750,261.4654283797012,0.3586666666666667,1.524517680540084,-31.808438228239538,1.240215804274099,6/8,113.15834767641996,True
H4,vwap_mom,S,1.0,1.5,679,-6.888012327201218,0.43004418262150224,0.9835586813972146,-28.602149415276095,-0.036187623564395935,3/8,102.0315756993966,False
H4,vwap_mom,S,1.0,2.0,679,1.1119876727987847,0.36229749631811486,1.002371548764111,-36.10214941527609,0.004628409036779627,3/8,102.0315756993966,False
H4,vwap_mom,S,1.0,3.0,679,12.292662969266747,0.2768777614138439,1.0230950148728166,-43.246579618919725,0.04271289708201852,4/8,102.0315756993966,False
H4,vwap_mom,S,2.0,1.5,679,-10.551199176682974,0.41237113402061853,0.9744619866676264,-48.5740168991897,-0.03264093729225491,5/8,102.0315756993966,False
H4,vwap_mom,S,2.0,2.0,679,-6.767644189350348,0.35346097201767307,0.9851166331719025,-65.84168567000208,-0.015445479512542909,5/8,102.0315756993966,False
H4,vwap_mom,S,2.0,3.0,679,-2.6654165034176147,0.27982326951399117,0.9947349764647105,-76.69000812377546,-0.005222652354005935,4/8,102.0315756993966,False
