direc,reg,sess,lb,hold,ext,sl,vol,n,tpd,pf30,wr30,netR30,pf65,wr65,pf_is,pf_oos,pf_delay,posY,ROBUST,GOOD
long,bear_strong,london_ny,5,12,2.618,0.02,1.5,474,0.09,1.395,33.5,133.0,1.148,32.1,1.47,1.25,1.831,9/13,0,0
long,bear_strong,london_ny,5,12,2.618,0.1,0,2511,0.49,1.119,36.2,185.0,0.93,34.7,1.079,1.2,1.183,9/14,0,0
long,bear_strong,london_ny,5,12,2.618,0.1,1.5,473,0.09,1.368,35.5,115.0,1.147,34.0,1.397,1.31,1.714,9/13,0,1
long,bear_strong,london_ny,5,12,3.618,0.02,0,2515,0.49,1.207,34.4,348.0,0.989,32.9,1.175,1.27,1.284,12/14,0,0
long,bear_strong,london_ny,5,12,3.618,0.02,1.5,474,0.09,1.5,33.3,169.0,1.24,31.9,1.592,1.324,1.939,9/13,0,1
long,bear_strong,london_ny,5,12,3.618,0.1,0,2511,0.49,1.165,36.2,255.0,0.971,34.6,1.122,1.249,1.225,10/14,0,0
long,bear_strong,london_ny,5,12,3.618,0.1,1.5,473,0.09,1.463,35.3,145.0,1.231,33.8,1.504,1.38,1.808,9/13,0,1
long,bear_strong,london_ny,5,24,1.618,0.02,0,2963,0.58,1.034,28.5,78.0,0.871,28.0,1.025,1.052,1.086,8/14,0,0
long,bear_strong,london_ny,5,24,1.618,0.02,1.5,600,0.12,1.208,30.2,96.0,1.016,30.0,1.239,1.143,1.503,9/13,0,0
long,bear_strong,london_ny,5,24,1.618,0.1,0,2955,0.58,0.993,30.5,-14.0,0.851,29.9,0.964,1.053,1.036,6/14,0,0
long,bear_strong,london_ny,5,24,1.618,0.1,1.5,599,0.12,1.173,32.1,74.0,1.004,31.9,1.149,1.222,1.415,9/13,0,0
long,bear_strong,london_ny,5,24,2.618,0.02,0,2963,0.58,1.155,27.8,359.0,0.979,27.3,1.149,1.166,1.214,11/14,0,0
long,bear_strong,london_ny,5,24,2.618,0.02,1.5,600,0.12,1.383,29.3,179.0,1.172,29.2,1.471,1.209,1.708,10/13,0,0
long,bear_strong,london_ny,5,24,2.618,0.1,0,2955,0.58,1.107,29.8,232.0,0.953,29.2,1.08,1.161,1.154,10/14,0,0
long,bear_strong,london_ny,5,24,2.618,0.1,1.5,599,0.12,1.349,31.2,152.0,1.163,31.1,1.378,1.29,1.616,10/13,0,0
long,bear_strong,london_ny,5,24,3.618,0.02,0,2963,0.58,1.186,27.5,432.0,1.007,27.0,1.169,1.221,1.242,14/14,0,0
long,bear_strong,london_ny,5,24,3.618,0.02,1.5,600,0.12,1.429,28.7,202.0,1.213,28.5,1.539,1.211,1.741,10/13,0,0
long,bear_strong,london_ny,5,24,3.618,0.1,0,2955,0.58,1.136,29.5,295.0,0.98,28.9,1.101,1.206,1.183,11/14,0,0
long,bear_strong,london_ny,5,24,3.618,0.1,1.5,599,0.12,1.39,30.6,171.0,1.2,30.4,1.448,1.271,1.661,10/13,0,0
long,bear_strong,london_ny,8,4,1.618,0.02,0,1229,0.24,1.029,41.7,16.0,0.791,38.1,1.034,1.017,1.107,6/14,0,0
long,bear_strong,london_ny,8,4,1.618,0.02,1.5,171,0.03,1.333,42.1,33.0,1.067,37.4,1.17,1.743,1.619,9/13,0,0
long,bear_strong,london_ny,8,4,1.618,0.1,0,1227,0.24,0.99,43.0,-5.0,0.772,39.2,0.982,1.008,1.07,7/14,0,0
long,bear_strong,london_ny,8,4,1.618,0.1,1.5,171,0.03,1.232,43.3,21.0,0.999,38.6,1.038,1.753,1.519,8/13,0,0
long,bear_strong,london_ny,8,4,2.618,0.02,0,1229,0.24,1.07,41.7,40.0,0.827,38.0,1.077,1.055,1.161,9/14,0,0
long,bear_strong,london_ny,8,4,2.618,0.02,1.5,171,0.03,1.42,42.1,41.0,1.142,37.4,1.24,1.869,1.732,10/13,0,1
long,bear_strong,london_ny,8,4,2.618,0.1,0,1227,0.24,1.03,43.0,15.0,0.807,39.1,1.024,1.043,1.122,7/14,0,0
long,bear_strong,london_ny,8,4,2.618,0.1,1.5,171,0.03,1.321,43.3,28.0,1.077,38.6,1.113,1.879,1.632,7/13,0,0
long,bear_strong,london_ny,8,4,3.618,0.02,0,1229,0.24,1.089,41.7,50.0,0.843,38.0,1.104,1.056,1.175,8/14,0,0
long,bear_strong,london_ny,8,4,3.618,0.02,1.5,171,0.03,1.477,42.1,47.0,1.19,37.4,1.294,1.934,1.765,10/13,0,1
long,bear_strong,london_ny,8,4,3.618,0.1,0,1227,0.24,1.047,43.0,24.0,0.822,39.1,1.049,1.045,1.134,7/14,0,0
long,bear_strong,london_ny,8,4,3.618,0.1,1.5,171,0.03,1.375,43.3,33.0,1.124,38.6,1.163,1.945,1.664,8/13,0,1
long,bear_strong,london_ny,8,8,1.618,0.02,0,1540,0.3,1.074,39.7,63.0,0.869,37.7,0.988,1.262,1.11,8/14,0,0
long,bear_strong,london_ny,8,8,1.618,0.02,1.5,252,0.05,1.207,34.9,35.0,0.998,34.1,1.03,1.599,1.401,8/13,0,0
long,bear_strong,london_ny,8,8,1.618,0.1,0,1536,0.3,1.036,41.3,28.0,0.85,39.3,0.936,1.253,1.074,7/14,0,0
long,bear_strong,london_ny,8,8,1.618,0.1,1.5,252,0.05,1.185,37.7,28.0,0.995,36.9,0.957,1.704,1.376,7/13,0,0
long,bear_strong,london_ny,8,8,2.618,0.02,0,1540,0.3,1.108,39.5,92.0,0.898,37.5,1.022,1.293,1.152,8/14,0,0
long,bear_strong,london_ny,8,8,2.618,0.02,1.5,252,0.05,1.263,34.9,44.0,1.047,34.1,1.119,1.583,1.485,7/13,0,0
long,bear_strong,london_ny,8,8,2.618,0.1,0,1536,0.3,1.072,41.1,56.0,0.882,39.0,0.969,1.296,1.115,6/14,0,0
long,bear_strong,london_ny,8,8,2.618,0.1,1.5,252,0.05,1.255,37.7,39.0,1.058,36.9,1.048,1.729,1.473,7/13,0,0
long,bear_strong,london_ny,8,8,3.618,0.02,0,1540,0.3,1.121,39.4,104.0,0.91,37.4,1.033,1.314,1.165,8/14,0,0
long,bear_strong,london_ny,8,8,3.618,0.02,1.5,252,0.05,1.306,34.5,52.0,1.085,33.7,1.143,1.669,1.525,7/13,0,0
long,bear_strong,london_ny,8,8,3.618,0.1,0,1536,0.3,1.086,41.1,67.0,0.895,38.9,0.979,1.321,1.129,7/14,0,0
long,bear_strong,london_ny,8,8,3.618,0.1,1.5,252,0.05,1.304,37.3,47.0,1.102,36.5,1.068,1.846,1.522,7/13,0,0
long,bear_strong,london_ny,8,12,1.618,0.02,0,1764,0.35,1.068,36.1,74.0,0.884,34.6,0.998,1.22,1.118,9/14,0,0
long,bear_strong,london_ny,8,12,1.618,0.02,1.5,323,0.06,1.124,31.9,28.0,0.943,31.0,1.094,1.187,1.337,10/14,0,0
long,bear_strong,london_ny,8,12,1.618,0.1,0,1758,0.34,1.042,37.8,41.0,0.875,36.3,0.958,1.225,1.087,8/14,0,0
long,bear_strong,london_ny,8,12,1.618,0.1,1.5,323,0.06,1.11,34.7,23.0,0.945,33.7,1.01,1.323,1.312,9/14,0,0
long,bear_strong,london_ny,8,12,2.618,0.02,0,1764,0.35,1.108,35.9,117.0,0.92,34.4,1.025,1.289,1.166,8/14,0,0
long,bear_strong,london_ny,8,12,2.618,0.02,1.5,323,0.06,1.199,31.9,45.0,1.009,30.7,1.16,1.281,1.445,10/14,0,0
long,bear_strong,london_ny,8,12,2.618,0.1,0,1758,0.34,1.082,37.6,81.0,0.912,36.1,0.987,1.292,1.135,7/14,0,0
long,bear_strong,london_ny,8,12,2.618,0.1,1.5,323,0.06,1.197,34.7,41.0,1.023,33.4,1.087,1.431,1.431,10/14,0,0
long,bear_strong,london_ny,8,12,3.618,0.02,0,1764,0.35,1.128,35.7,139.0,0.938,34.2,1.037,1.324,1.181,8/14,0,0
long,bear_strong,london_ny,8,12,3.618,0.02,1.5,323,0.06,1.278,31.6,63.0,1.079,30.3,1.207,1.424,1.511,10/14,0,0
long,bear_strong,london_ny,8,12,3.618,0.1,0,1758,0.34,1.101,37.4,100.0,0.929,35.9,0.997,1.328,1.149,8/14,0,0
long,bear_strong,london_ny,8,12,3.618,0.1,1.5,323,0.06,1.273,34.4,57.0,1.092,33.1,1.128,1.587,1.497,9/14,0,0
long,bear_strong,london_ny,8,24,1.618,0.02,0,2118,0.41,1.07,31.2,105.0,0.919,30.5,1.05,1.11,1.093,10/14,0,0
long,bear_strong,london_ny,8,24,1.618,0.02,1.5,413,0.08,1.114,29.8,35.0,0.961,29.5,1.033,1.285,1.242,10/14,0,0
long,bear_strong,london_ny,8,24,1.618,0.1,0,2107,0.41,1.041,33.6,57.0,0.907,32.8,1.01,1.108,1.061,8/14,0,0
long,bear_strong,london_ny,8,24,1.618,0.1,1.5,412,0.08,1.102,32.5,29.0,0.963,32.3,0.964,1.4,1.221,10/14,0,0
long,bear_strong,london_ny,8,24,2.618,0.02,0,2118,0.41,1.118,30.5,180.0,0.964,29.8,1.079,1.2,1.147,10/14,0,0
long,bear_strong,london_ny,8,24,2.618,0.02,1.5,413,0.08,1.187,29.1,58.0,1.028,28.8,1.109,1.352,1.323,10/14,0,0
long,bear_strong,london_ny,8,24,2.618,0.1,0,2107,0.41,1.091,32.8,129.0,0.954,32.1,1.035,1.21,1.116,9/14,0,0
long,bear_strong,london_ny,8,24,2.618,0.1,1.5,412,0.08,1.195,31.8,56.0,1.049,31.6,1.049,1.511,1.329,10/14,0,0
long,bear_strong,london_ny,8,24,3.618,0.02,0,2118,0.41,1.125,30.3,191.0,0.971,29.6,1.063,1.255,1.149,10/14,0,0
long,bear_strong,london_ny,8,24,3.618,0.02,1.5,413,0.08,1.249,28.6,78.0,1.084,28.3,1.144,1.469,1.372,9/14,0,0
long,bear_strong,london_ny,8,24,3.618,0.1,0,2107,0.41,1.102,32.7,144.0,0.964,31.9,1.023,1.269,1.122,9/14,0,0
long,bear_strong,london_ny,8,24,3.618,0.1,1.5,412,0.08,1.261,31.3,75.0,1.109,31.1,1.081,1.646,1.384,9/14,0,0
short,any,all,3,4,1.618,0.02,0,16394,3.21,1.009,37.5,92.0,0.738,34.5,1.009,1.01,1.049,12/21,0,0
short,any,all,3,4,1.618,0.02,1.5,2623,0.51,1.117,36.6,210.0,0.831,34.5,1.12,1.114,1.309,14/21,0,0
short,any,all,3,4,1.618,0.1,0,16386,3.21,0.972,39.1,-258.0,0.723,36.0,0.973,0.971,1.001,8/21,0,0
short,any,all,3,4,1.618,0.1,1.5,2625,0.51,1.073,38.4,120.0,0.813,36.2,1.074,1.072,1.256,12/21,0,0
short,any,all,3,4,2.618,0.02,0,16394,3.21,1.057,37.3,582.0,0.779,34.3,1.064,1.051,1.1,14/21,0,0
short,any,all,3,4,2.618,0.02,1.5,2623,0.51,1.201,36.4,362.0,0.9,34.3,1.218,1.185,1.431,14/21,0,0
short,any,all,3,4,2.618,0.1,0,16386,3.21,1.016,38.9,148.0,0.762,35.8,1.026,1.008,1.049,11/21,0,0
short,any,all,3,4,2.618,0.1,1.5,2625,0.51,1.15,38.2,247.0,0.878,36.1,1.167,1.135,1.367,14/21,0,0
short,any,all,3,4,3.618,0.02,0,16394,3.21,1.084,37.3,848.0,0.8,34.3,1.104,1.066,1.127,15/21,0,0
short,any,all,3,4,3.618,0.02,1.5,2623,0.51,1.246,36.4,444.0,0.938,34.3,1.281,1.214,1.487,16/21,0,0
short,any,all,3,4,3.618,0.1,0,16386,3.21,1.041,38.9,374.0,0.782,35.8,1.062,1.022,1.075,15/21,0,0
short,any,all,3,4,3.618,0.1,1.5,2625,0.51,1.195,38.2,321.0,0.916,36.1,1.228,1.164,1.422,16/21,0,0
short,any,all,3,8,1.618,0.02,0,19021,3.72,1.032,33.2,436.0,0.797,31.6,1.018,1.045,1.064,12/21,0,0
short,any,all,3,8,1.618,0.02,1.5,3294,0.64,1.146,32.5,365.0,0.89,31.3,1.122,1.17,1.297,16/21,0,0
short,any,all,3,8,1.618,0.1,0,19006,3.72,1.004,35.2,49.0,0.791,33.5,1.002,1.006,1.029,12/21,0,0
short,any,all,3,8,1.618,0.1,1.5,3294,0.64,1.131,35.1,302.0,0.896,33.8,1.135,1.128,1.281,15/21,0,0
short,any,all,3,8,2.618,0.02,0,19021,3.72,1.09,32.5,1242.0,0.848,31.0,1.094,1.087,1.125,13/21,0,0
short,any,all,3,8,2.618,0.02,1.5,3294,0.64,1.253,31.7,642.0,0.983,30.5,1.291,1.215,1.426,16/21,0,0
short,any,all,3,8,2.618,0.1,0,19006,3.72,1.06,34.5,756.0,0.841,32.8,1.081,1.041,1.088,13/21,0,0
short,any,all,3,8,2.618,0.1,1.5,3294,0.64,1.243,34.3,567.0,0.994,33.0,1.314,1.173,1.409,17/21,0,0
short,any,all,3,8,3.618,0.02,0,19021,3.72,1.124,32.3,1712.0,0.877,30.8,1.153,1.098,1.161,15/21,0,0
short,any,all,3,8,3.618,0.02,1.5,3294,0.64,1.285,31.5,726.0,1.01,30.2,1.351,1.22,1.454,17/21,0,0
short,any,all,3,8,3.618,0.1,0,19006,3.72,1.092,34.3,1163.0,0.869,32.6,1.137,1.051,1.121,14/21,0,0
short,any,all,3,8,3.618,0.1,1.5,3294,0.64,1.271,34.1,634.0,1.019,32.8,1.362,1.181,1.425,18/21,0,0
short,any,all,3,12,1.618,0.02,0,20225,3.96,1.039,30.5,600.0,0.82,29.6,1.045,1.033,1.066,12/21,0,0
short,any,all,3,12,1.618,0.02,1.5,3612,0.71,1.137,30.8,392.0,0.897,29.8,1.11,1.165,1.282,13/21,0,0
short,any,all,3,12,1.618,0.1,0,20207,3.95,1.009,32.7,136.0,0.813,31.7,1.031,0.99,1.03,12/21,0,0
short,any,all,3,12,1.618,0.1,1.5,3610,0.71,1.117,33.2,311.0,0.899,32.3,1.122,1.113,1.256,14/21,0,0
short,any,all,3,12,2.618,0.02,0,20225,3.96,1.093,29.4,1473.0,0.87,28.5,1.115,1.074,1.126,14/21,0,0
short,any,all,3,12,2.618,0.02,1.5,3612,0.71,1.265,29.7,770.0,1.008,28.8,1.306,1.226,1.419,15/21,0,0
short,any,all,3,12,2.618,0.1,0,20207,3.95,1.063,31.5,919.0,0.863,30.5,1.105,1.025,1.087,13/21,0,0
short,any,all,3,12,2.618,0.1,1.5,3610,0.71,1.244,32.2,659.0,1.011,31.2,1.32,1.171,1.387,16/21,0,0
short,any,all,3,12,3.618,0.02,0,20225,3.96,1.127,29.1,2019.0,0.9,28.1,1.169,1.089,1.16,15/21,0,0
short,any,all,3,12,3.618,0.02,1.5,3612,0.71,1.292,29.2,855.0,1.032,28.3,1.361,1.224,1.439,14/21,0,0
short,any,all,3,12,3.618,0.1,0,20207,3.95,1.096,31.2,1409.0,0.892,30.1,1.157,1.04,1.119,15/21,0,0
short,any,all,3,12,3.618,0.1,1.5,3610,0.71,1.266,31.6,723.0,1.031,30.7,1.36,1.175,1.395,15/21,0,0
short,any,all,3,24,1.618,0.02,0,21714,4.25,1.058,26.1,1058.0,0.858,25.9,1.07,1.046,1.081,12/21,0,0
short,any,all,3,24,1.618,0.02,1.5,4016,0.79,1.162,27.4,545.0,0.937,27.2,1.187,1.138,1.278,14/21,0,0
short,any,all,3,24,1.618,0.1,0,21693,4.24,1.032,28.4,547.0,0.854,28.1,1.061,1.005,1.048,12/21,0,0
short,any,all,3,24,1.618,0.1,1.5,4013,0.79,1.137,29.7,431.0,0.935,29.5,1.181,1.093,1.248,17/21,0,0
short,any,all,3,24,2.618,0.02,0,21714,4.25,1.125,24.2,2347.0,0.921,24.0,1.168,1.086,1.15,13/21,0,0
short,any,all,3,24,2.618,0.02,1.5,4016,0.79,1.273,25.6,941.0,1.036,25.3,1.364,1.184,1.393,15/21,0,0
short,any,all,3,24,2.618,0.1,0,21693,4.24,1.096,26.4,1694.0,0.915,26.0,1.158,1.04,1.113,13/21,0,0
short,any,all,3,24,2.618,0.1,1.5,4013,0.79,1.246,27.7,797.0,1.035,27.4,1.359,1.138,1.355,18/21,0,0
short,any,all,3,24,3.618,0.02,0,21714,4.25,1.175,23.5,3324.0,0.965,23.2,1.24,1.116,1.199,14/21,0,0
short,any,all,3,24,3.618,0.02,1.5,4016,0.79,1.304,24.7,1060.0,1.065,24.4,1.434,1.177,1.404,15/21,0,0
short,any,all,3,24,3.618,0.1,0,21693,4.24,1.142,25.6,2533.0,0.957,25.3,1.224,1.068,1.158,13/21,0,0
short,any,all,3,24,3.618,0.1,1.5,4013,0.79,1.261,26.8,859.0,1.051,26.5,1.395,1.133,1.35,15/21,0,0
short,any,all,5,4,1.618,0.02,0,11240,2.2,0.991,39.3,-53.0,0.742,36.2,0.993,0.99,1.027,9/21,0,0
short,any,all,5,4,1.618,0.02,1.5,1911,0.37,1.077,38.1,91.0,0.818,36.3,0.951,1.217,1.179,12/21,0,0
short,any,all,5,4,1.618,0.1,0,11225,2.2,0.96,40.8,-220.0,0.731,37.4,0.956,0.963,0.981,8/21,0,0
short,any,all,5,4,1.618,0.1,1.5,1910,0.37,1.04,39.9,43.0,0.804,37.8,0.917,1.178,1.123,12/21,0,0
short,any,all,5,4,2.618,0.02,0,11240,2.2,1.015,39.2,91.0,0.763,36.0,1.012,1.018,1.052,10/21,0,0
short,any,all,5,4,2.618,0.02,1.5,1911,0.37,1.112,38.0,133.0,0.849,36.1,0.967,1.275,1.219,12/21,0,0
short,any,all,5,4,2.618,0.1,0,11225,2.2,0.984,40.7,-89.0,0.752,37.3,0.976,0.992,1.007,9/21,0,0
short,any,all,5,4,2.618,0.1,1.5,1910,0.37,1.076,39.7,82.0,0.836,37.6,0.936,1.234,1.163,13/21,0,0
short,any,all,5,4,3.618,0.02,0,11240,2.2,1.027,39.2,164.0,0.773,36.0,1.025,1.028,1.068,10/21,0,0
short,any,all,5,4,3.618,0.02,1.5,1911,0.37,1.133,38.0,158.0,0.866,36.1,0.988,1.295,1.252,12/21,0,0
short,any,all,5,4,3.618,0.1,0,11225,2.2,0.998,40.7,-14.0,0.764,37.3,0.991,1.004,1.024,10/21,0,0
short,any,all,5,4,3.618,0.1,1.5,1910,0.37,1.1,39.7,107.0,0.855,37.6,0.96,1.256,1.198,13/21,0,0
short,any,all,5,8,1.618,0.02,0,13138,2.57,1.049,35.2,415.0,0.832,33.5,1.057,1.042,1.071,11/21,0,0
short,any,all,5,8,1.618,0.02,1.5,2398,0.47,1.156,33.9,261.0,0.923,32.7,1.076,1.242,1.228,14/21,0,0
short,any,all,5,8,1.618,0.1,0,13116,2.57,1.014,37.0,111.0,0.819,35.2,1.029,1.001,1.026,10/21,0,0
short,any,all,5,8,1.618,0.1,1.5,2396,0.47,1.104,36.1,160.0,0.897,34.8,1.048,1.163,1.161,12/21,0,0
short,any,all,5,8,2.618,0.02,0,13138,2.57,1.094,34.8,800.0,0.872,33.1,1.118,1.072,1.118,11/21,0,0
short,any,all,5,8,2.618,0.02,1.5,2398,0.47,1.207,33.3,352.0,0.969,32.1,1.154,1.265,1.285,16/21,0,0
short,any,all,5,8,2.618,0.1,0,13116,2.57,1.06,36.6,463.0,0.86,34.7,1.094,1.027,1.071,10/21,0,0
short,any,all,5,8,2.618,0.1,1.5,2396,0.47,1.154,35.5,240.0,0.942,34.1,1.123,1.187,1.212,14/21,0,0
short,any,all,5,8,3.618,0.02,0,13138,2.57,1.127,34.8,1075.0,0.9,33.0,1.154,1.1,1.152,15/21,0,0
short,any,all,5,8,3.618,0.02,1.5,2398,0.47,1.232,33.2,395.0,0.991,31.9,1.165,1.305,1.314,16/21,0,0
short,any,all,5,8,3.618,0.1,0,13116,2.57,1.09,36.6,701.0,0.886,34.7,1.129,1.054,1.103,13/21,0,0
short,any,all,5,8,3.618,0.1,1.5,2396,0.47,1.18,35.4,281.0,0.965,34.0,1.137,1.225,1.241,16/21,0,0
short,any,all,5,12,1.618,0.02,0,14047,2.75,1.076,33.1,743.0,0.874,32.0,1.107,1.046,1.093,13/21,0,0
short,any,all,5,12,1.618,0.02,1.5,2640,0.52,1.159,32.3,308.0,0.941,31.5,1.117,1.203,1.231,13/21,0,0
short,any,all,5,12,1.618,0.1,0,14025,2.74,1.036,35.0,329.0,0.857,33.9,1.076,0.999,1.045,10/21,0,0
short,any,all,5,12,1.618,0.1,1.5,2638,0.52,1.098,34.3,177.0,0.908,33.5,1.086,1.11,1.157,13/21,0,0
short,any,all,5,12,2.618,0.02,0,14047,2.75,1.119,32.3,1178.0,0.913,31.2,1.159,1.081,1.138,14/21,0,0
short,any,all,5,12,2.618,0.02,1.5,2640,0.52,1.227,31.4,448.0,1.003,30.6,1.209,1.247,1.303,16/21,0,0
short,any,all,5,12,2.618,0.1,0,14025,2.74,1.079,34.3,722.0,0.896,33.1,1.134,1.026,1.088,13/21,0,0
short,any,all,5,12,2.618,0.1,1.5,2638,0.52,1.162,33.5,298.0,0.967,32.6,1.171,1.153,1.222,14/21,0,0
short,any,all,5,12,3.618,0.02,0,14047,2.75,1.146,32.2,1448.0,0.937,31.1,1.181,1.113,1.169,16/21,0,0
short,any,all,5,12,3.618,0.02,1.5,2640,0.52,1.255,31.2,505.0,1.028,30.5,1.218,1.295,1.34,16/21,0,0
short,any,all,5,12,3.618,0.1,0,14025,2.74,1.107,34.1,979.0,0.921,33.0,1.16,1.056,1.119,14/21,0,0
short,any,all,5,12,3.618,0.1,1.5,2638,0.52,1.19,33.3,350.0,0.992,32.4,1.185,1.197,1.258,14/21,0,0
short,any,all,5,24,1.618,0.02,0,15197,2.97,1.087,28.2,1033.0,0.908,27.8,1.133,1.042,1.102,12/21,0,0
short,any,all,5,24,1.618,0.02,1.5,2935,0.57,1.119,27.9,278.0,0.929,27.7,1.147,1.09,1.153,13/21,0,0
short,any,all,5,24,1.618,0.1,0,15167,2.97,1.049,30.4,548.0,0.892,29.9,1.104,0.997,1.057,12/21,0,0
short,any,all,5,24,1.618,0.1,1.5,2930,0.57,1.066,29.9,146.0,0.901,29.7,1.11,1.023,1.096,10/21,0,0
short,any,all,5,24,2.618,0.02,0,15197,2.97,1.147,26.9,1790.0,0.964,26.5,1.227,1.071,1.165,14/21,0,0
short,any,all,5,24,2.618,0.02,1.5,2935,0.57,1.183,26.4,436.0,0.988,26.2,1.258,1.105,1.219,13/21,0,0
short,any,all,5,24,2.618,0.1,0,15167,2.97,1.106,29.0,1213.0,0.947,28.5,1.199,1.019,1.116,13/21,0,0
short,any,all,5,24,2.618,0.1,1.5,2930,0.57,1.123,28.4,277.0,0.955,28.1,1.209,1.037,1.154,13/21,0,0
short,any,all,5,24,3.618,0.02,0,15197,2.97,1.184,26.5,2248.0,0.997,26.1,1.268,1.104,1.203,15/21,0,0
short,any,all,5,24,3.618,0.02,1.5,2935,0.57,1.202,25.9,485.0,1.006,25.7,1.272,1.129,1.233,14/21,0,0
short,any,all,5,24,3.618,0.1,0,15167,2.97,1.145,28.6,1659.0,0.981,28.1,1.242,1.053,1.155,13/21,0,0
short,any,all,5,24,3.618,0.1,1.5,2930,0.57,1.148,27.9,334.0,0.978,27.6,1.233,1.061,1.175,12/21,0,0
short,any,all,8,4,1.618,0.02,0,7516,1.47,0.993,42.0,-25.0,0.76,38.3,1.043,0.946,1.01,11/21,0,0
short,any,all,8,4,1.618,0.02,1.5,1258,0.25,1.102,41.0,69.0,0.859,38.6,1.183,1.022,1.154,14/21,0,0
short,any,all,8,4,1.618,0.1,0,7492,1.47,0.959,43.0,-129.0,0.746,39.2,1.005,0.917,0.966,11/21,0,0
short,any,all,8,4,1.618,0.1,1.5,1257,0.25,1.06,42.3,37.0,0.839,39.8,1.145,0.977,1.098,16/21,0,0
short,any,all,8,4,2.618,0.02,0,7516,1.47,1.004,41.9,13.0,0.77,38.2,1.052,0.959,1.019,13/21,0,0
short,any,all,8,4,2.618,0.02,1.5,1258,0.25,1.117,40.9,79.0,0.873,38.5,1.179,1.056,1.174,14/21,0,0
short,any,all,8,4,2.618,0.1,0,7492,1.47,0.973,42.9,-87.0,0.758,39.1,1.017,0.932,0.976,12/21,0,0
short,any,all,8,4,2.618,0.1,1.5,1257,0.25,1.083,42.2,50.0,0.859,39.6,1.151,1.016,1.125,15/21,0,0
short,any,all,8,4,3.618,0.02,0,7516,1.47,1.014,41.9,50.0,0.779,38.2,1.069,0.963,1.031,13/21,0,0
short,any,all,8,4,3.618,0.02,1.5,1258,0.25,1.14,40.9,95.0,0.893,38.5,1.208,1.073,1.192,15/21,0,0
short,any,all,8,4,3.618,0.1,0,7492,1.47,0.986,42.9,-46.0,0.769,39.1,1.035,0.94,0.99,13/21,0,0
short,any,all,8,4,3.618,0.1,1.5,1257,0.25,1.111,42.2,68.0,0.884,39.6,1.185,1.039,1.15,16/21,0,0
short,any,all,8,8,1.618,0.02,0,8882,1.74,1.039,37.9,196.0,0.844,36.1,1.087,0.993,1.058,10/21,0,0
short,any,all,8,8,1.618,0.02,1.5,1611,0.32,1.127,36.7,128.0,0.925,35.6,1.197,1.054,1.183,14/21,0,0
short,any,all,8,8,1.618,0.1,0,8855,1.73,1.002,39.6,11.0,0.826,37.6,1.044,0.963,1.015,9/21,0,0
short,any,all,8,8,1.618,0.1,1.5,1610,0.32,1.066,38.6,62.0,0.888,37.3,1.134,0.997,1.112,14/21,0,0
short,any,all,8,8,2.618,0.02,0,8882,1.74,1.074,37.7,375.0,0.875,35.8,1.129,1.021,1.093,12/21,0,0
short,any,all,8,8,2.618,0.02,1.5,1611,0.32,1.208,36.3,213.0,0.998,35.2,1.27,1.144,1.262,16/21,0,0
short,any,all,8,8,2.618,0.1,0,8855,1.73,1.036,39.3,165.0,0.856,37.3,1.083,0.991,1.048,9/21,0,0
short,any,all,8,8,2.618,0.1,1.5,1610,0.32,1.146,38.2,138.0,0.961,37.0,1.207,1.084,1.191,15/21,0,0
short,any,all,8,8,3.618,0.02,0,8882,1.74,1.107,37.7,544.0,0.904,35.8,1.171,1.045,1.128,14/21,0,0
short,any,all,8,8,3.618,0.02,1.5,1611,0.32,1.264,36.3,270.0,1.047,35.2,1.342,1.184,1.319,17/21,0,0
short,any,all,8,8,3.618,0.1,0,8855,1.73,1.069,39.3,321.0,0.886,37.3,1.123,1.017,1.082,9/21,0,0
short,any,all,8,8,3.618,0.1,1.5,1610,0.32,1.203,38.2,192.0,1.011,37.0,1.279,1.126,1.248,16/21,0,0
short,any,all,8,12,1.618,0.02,0,9533,1.87,1.065,35.5,387.0,0.887,34.4,1.12,1.012,1.073,12/21,0,0
short,any,all,8,12,1.618,0.02,1.5,1795,0.35,1.141,34.8,169.0,0.954,33.8,1.286,1.0,1.177,13/21,0,0
short,any,all,8,12,1.618,0.1,0,9504,1.86,1.027,37.3,147.0,0.868,36.2,1.081,0.976,1.031,10/21,0,0
short,any,all,8,12,1.618,0.1,1.5,1793,0.35,1.075,36.6,83.0,0.912,35.5,1.223,0.931,1.1,13/21,0,0
short,any,all,8,12,2.618,0.02,0,9533,1.87,1.101,35.0,614.0,0.921,34.0,1.152,1.053,1.112,12/21,0,0
short,any,all,8,12,2.618,0.02,1.5,1795,0.35,1.2,34.1,242.0,1.008,33.1,1.33,1.071,1.232,14/21,0,0
short,any,all,8,12,2.618,0.1,0,9504,1.86,1.062,36.9,348.0,0.901,35.7,1.114,1.014,1.068,12/21,0,0
short,any,all,8,12,2.618,0.1,1.5,1793,0.35,1.132,35.9,149.0,0.965,34.9,1.27,0.998,1.156,13/21,0,0
short,any,all,8,12,3.618,0.02,0,9533,1.87,1.138,35.0,838.0,0.953,34.0,1.199,1.081,1.152,16/21,0,0
short,any,all,8,12,3.618,0.02,1.5,1795,0.35,1.256,34.1,310.0,1.057,33.1,1.419,1.094,1.294,14/21,0,0
