swing_k,ote_fib,sweep_lb,min_conf,require_fvg,sl_buf_atr,tp_mode,session,h4_trend,wait_bars,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
3,0.705,3,3,0,0.1,2R,kz,0,96,1878,280.0,1.296,355.2,1.24,0.459,-42.7,7/8,2.0,False
3,0.705,3,3,0,0.1,2R,kz,1,48,776,116.0,1.396,190.2,0.88,0.479,-32.1,7/8,2.0,False
3,0.705,3,3,0,0.1,2R,kz,1,96,1037,155.0,1.38,243.8,1.23,0.474,-29.6,7/8,2.0,False
3,0.705,3,3,0,0.1,3R,all,0,48,2459,366.0,1.164,319.7,0.61,0.331,-78.0,6/8,3.0,False
3,0.705,3,3,0,0.1,3R,all,0,96,3327,496.0,1.192,500.6,1.02,0.335,-73.1,7/8,3.0,False
3,0.705,3,3,0,0.1,3R,all,1,48,1349,201.0,1.207,218.6,0.47,0.338,-68.9,5/8,3.0,False
3,0.705,3,3,0,0.1,3R,all,1,96,1841,274.0,1.207,297.0,0.8,0.337,-55.2,6/8,3.0,False
3,0.705,3,3,0,0.1,3R,kz,0,48,1397,208.0,1.365,384.2,0.93,0.369,-61.3,7/8,3.0,False
3,0.705,3,3,0,0.1,3R,kz,0,96,1878,280.0,1.379,530.8,1.22,0.37,-64.7,7/8,3.0,False
3,0.705,3,3,0,0.1,3R,kz,1,48,776,116.0,1.46,261.0,0.83,0.384,-47.0,7/8,3.0,False
3,0.705,3,3,0,0.1,3R,kz,1,96,1037,155.0,1.428,325.5,1.15,0.378,-42.3,7/8,3.0,False
3,0.705,3,3,0,0.25,bsl,all,0,48,2499,372.0,1.063,101.6,0.19,0.441,-79.1,5/8,1.73,False
3,0.705,3,3,0,0.25,bsl,all,0,96,3378,503.0,1.093,201.2,0.31,0.442,-98.1,5/8,1.76,False
3,0.705,3,3,0,0.25,bsl,all,1,48,1373,205.0,1.109,94.9,0.27,0.449,-52.7,5/8,1.74,False
3,0.705,3,3,0,0.25,bsl,all,1,96,1872,279.0,1.121,143.8,0.42,0.448,-51.1,5/8,1.77,False
3,0.705,3,3,0,0.25,bsl,kz,0,48,1421,212.0,1.223,193.0,0.67,0.474,-43.1,7/8,1.75,False
3,0.705,3,3,0,0.25,bsl,kz,0,96,1907,284.0,1.237,274.7,0.81,0.47,-50.4,7/8,1.78,False
3,0.705,3,3,0,0.25,bsl,kz,1,48,789,118.0,1.309,143.7,0.58,0.489,-36.8,7/8,1.75,False
3,0.705,3,3,0,0.25,bsl,kz,1,96,1052,157.0,1.295,184.1,0.6,0.483,-45.5,7/8,1.78,False
3,0.705,3,3,0,0.25,2R,all,0,48,2499,372.0,1.078,134.1,0.25,0.404,-81.2,5/8,2.0,False
3,0.705,3,3,0,0.25,2R,all,0,96,3378,503.0,1.114,261.8,0.49,0.411,-79.6,5/8,2.0,False
3,0.705,3,3,0,0.25,2R,all,1,48,1373,205.0,1.122,113.2,0.3,0.412,-57.2,5/8,2.0,False
3,0.705,3,3,0,0.25,2R,all,1,96,1872,279.0,1.14,175.8,0.54,0.416,-48.4,6/8,2.0,False
3,0.705,3,3,0,0.25,2R,kz,0,48,1421,212.0,1.266,243.1,1.05,0.444,-34.6,6/8,2.0,False
3,0.705,3,3,0,0.25,2R,kz,0,96,1907,284.0,1.277,337.2,1.2,0.445,-41.8,7/8,2.0,False
3,0.705,3,3,0,0.25,2R,kz,1,48,789,118.0,1.355,174.5,0.78,0.46,-33.4,6/8,2.0,False
3,0.705,3,3,0,0.25,2R,kz,1,96,1052,157.0,1.337,221.5,0.91,0.456,-36.5,6/8,2.0,False
3,0.705,3,3,0,0.25,3R,all,0,48,2499,372.0,1.15,294.8,0.47,0.321,-94.3,6/8,3.0,False
3,0.705,3,3,0,0.25,3R,all,0,96,3378,503.0,1.178,465.3,0.63,0.325,-110.5,6/8,3.0,False
3,0.705,3,3,0,0.25,3R,all,1,48,1373,205.0,1.202,214.5,0.43,0.329,-73.6,6/8,3.0,False
3,0.705,3,3,0,0.25,3R,all,1,96,1872,279.0,1.198,285.8,0.67,0.329,-64.0,6/8,3.0,False
3,0.705,3,3,0,0.25,3R,kz,0,48,1421,212.0,1.34,361.4,0.71,0.355,-76.4,6/8,3.0,False
3,0.705,3,3,0,0.25,3R,kz,0,96,1907,284.0,1.344,486.6,0.73,0.355,-100.1,6/8,3.0,False
3,0.705,3,3,0,0.25,3R,kz,1,48,789,118.0,1.427,245.8,0.63,0.37,-58.2,5/8,3.0,False
3,0.705,3,3,0,0.25,3R,kz,1,96,1052,157.0,1.397,305.4,0.76,0.365,-59.9,6/8,3.0,False
3,0.705,3,3,0,0.5,bsl,all,0,48,2550,380.0,0.985,-22.2,-0.02,0.475,-163.5,4/8,1.38,False
3,0.705,3,3,0,0.5,bsl,all,0,96,3446,513.0,1.016,33.2,0.03,0.474,-177.3,5/8,1.41,False
3,0.705,3,3,0,0.5,bsl,all,1,48,1404,209.0,1.019,15.5,0.03,0.48,-92.4,3/8,1.39,False
3,0.705,3,3,0,0.5,bsl,all,1,96,1913,285.0,1.044,48.7,0.08,0.48,-89.1,4/8,1.42,False
3,0.705,3,3,0,0.5,bsl,kz,0,48,1452,216.0,1.1,82.0,0.18,0.497,-67.5,5/8,1.39,False
3,0.705,3,3,0,0.5,bsl,kz,0,96,1951,291.0,1.118,130.7,0.27,0.494,-73.4,5/8,1.43,False
3,0.705,3,3,0,0.5,bsl,kz,1,48,809,121.0,1.165,73.4,0.21,0.509,-51.9,6/8,1.4,False
3,0.705,3,3,0,0.5,bsl,kz,1,96,1080,161.0,1.178,106.0,0.27,0.507,-57.9,5/8,1.43,False
3,0.705,3,3,0,0.5,2R,all,0,48,2550,380.0,1.047,83.1,0.09,0.385,-142.5,6/8,2.0,False
3,0.705,3,3,0,0.5,2R,all,0,96,3446,513.0,1.075,176.3,0.2,0.391,-132.5,5/8,2.0,False
3,0.705,3,3,0,0.5,2R,all,1,48,1404,209.0,1.08,76.8,0.11,0.392,-99.7,5/8,2.0,False
3,0.705,3,3,0,0.5,2R,all,1,96,1913,285.0,1.092,118.7,0.2,0.395,-88.3,5/8,2.0,False
3,0.705,3,3,0,0.5,2R,kz,0,48,1452,216.0,1.196,186.7,0.29,0.419,-95.8,6/8,2.0,False
3,0.705,3,3,0,0.5,2R,kz,0,96,1951,291.0,1.198,252.2,0.37,0.419,-100.9,6/8,2.0,False
3,0.705,3,3,0,0.5,2R,kz,1,48,809,121.0,1.279,143.4,0.31,0.434,-69.6,6/8,2.0,False
3,0.705,3,3,0,0.5,2R,kz,1,96,1080,161.0,1.262,180.0,0.41,0.431,-65.7,6/8,2.0,False
3,0.705,3,3,0,0.5,3R,all,0,48,2550,380.0,1.153,300.7,0.36,0.314,-123.7,6/8,3.0,False
3,0.705,3,3,0,0.5,3R,all,0,96,3446,513.0,1.171,447.9,0.57,0.318,-117.9,5/8,3.0,False
3,0.705,3,3,0,0.5,3R,all,1,48,1404,209.0,1.187,200.2,0.26,0.318,-114.3,5/8,3.0,False
3,0.705,3,3,0,0.5,3R,all,1,96,1913,285.0,1.175,255.6,0.37,0.318,-102.6,5/8,3.0,False
3,0.705,3,3,0,0.5,3R,kz,0,48,1452,216.0,1.267,289.4,0.46,0.335,-94.2,6/8,3.0,False
3,0.705,3,3,0,0.5,3R,kz,0,96,1951,291.0,1.273,395.5,0.62,0.337,-95.0,6/8,3.0,False
3,0.705,3,3,0,0.5,3R,kz,1,48,809,121.0,1.35,207.6,0.41,0.349,-76.2,6/8,3.0,False
3,0.705,3,3,0,0.5,3R,kz,1,96,1080,161.0,1.326,258.2,0.55,0.346,-69.4,6/8,3.0,False
3,0.705,3,3,1,0.05,bsl,all,0,48,2045,305.0,1.168,242.0,0.65,0.407,-55.2,6/8,2.23,False
3,0.705,3,3,1,0.05,bsl,all,0,96,2784,415.0,1.194,377.3,0.84,0.409,-66.8,6/8,2.23,False
3,0.705,3,3,1,0.05,bsl,all,1,48,1138,170.0,1.235,183.7,0.73,0.419,-37.7,6/8,2.23,False
3,0.705,3,3,1,0.05,bsl,all,1,96,1564,233.0,1.238,255.0,1.03,0.418,-37.0,6/8,2.24,False
3,0.705,3,3,1,0.05,bsl,kz,0,48,1173,175.0,1.367,284.0,1.5,0.447,-28.3,7/8,2.23,False
3,0.705,3,3,1,0.05,bsl,kz,0,96,1591,238.0,1.348,366.1,1.3,0.439,-42.0,7/8,2.24,False
3,0.705,3,3,1,0.05,bsl,kz,1,48,658,99.0,1.496,206.2,1.21,0.468,-25.8,8/8,2.23,False
3,0.705,3,3,1,0.05,bsl,kz,1,96,890,133.0,1.42,241.1,1.57,0.453,-23.0,7/8,2.24,False
3,0.705,3,3,1,0.05,2R,all,0,48,2045,305.0,1.142,196.9,0.53,0.429,-55.4,6/8,2.0,False
3,0.705,3,3,1,0.05,2R,all,0,96,2784,415.0,1.18,333.8,0.62,0.435,-80.4,6/8,2.0,False
3,0.705,3,3,1,0.05,2R,all,1,48,1138,170.0,1.243,180.3,0.89,0.449,-30.3,6/8,2.0,False
3,0.705,3,3,1,0.05,2R,all,1,96,1564,233.0,1.249,252.7,1.31,0.448,-28.8,7/8,2.0,False
3,0.705,3,3,1,0.05,2R,kz,0,48,1173,175.0,1.332,246.3,1.4,0.47,-26.3,7/8,2.0,False
3,0.705,3,3,1,0.05,2R,kz,0,96,1591,238.0,1.331,332.5,1.34,0.466,-37.0,7/8,2.0,False
3,0.705,3,3,1,0.05,2R,kz,1,48,658,99.0,1.51,199.4,1.25,0.5,-24.1,8/8,2.0,False
3,0.705,3,3,1,0.05,2R,kz,1,96,890,133.0,1.453,243.4,1.57,0.488,-23.2,8/8,2.0,False
3,0.705,3,3,1,0.05,3R,all,0,48,2045,305.0,1.178,288.5,0.62,0.334,-69.4,6/8,3.0,False
3,0.705,3,3,1,0.05,3R,all,0,96,2784,415.0,1.22,476.4,0.94,0.34,-75.4,7/8,3.0,False
3,0.705,3,3,1,0.05,3R,all,1,48,1138,170.0,1.244,214.9,0.66,0.345,-48.3,6/8,3.0,False
3,0.705,3,3,1,0.05,3R,all,1,96,1564,233.0,1.263,315.9,1.2,0.348,-39.1,7/8,3.0,False
3,0.705,3,3,1,0.05,3R,kz,0,48,1173,175.0,1.437,378.6,1.36,0.381,-41.6,7/8,3.0,False
3,0.705,3,3,1,0.05,3R,kz,0,96,1591,238.0,1.422,494.5,1.33,0.376,-55.4,7/8,3.0,False
3,0.705,3,3,1,0.05,3R,kz,1,48,658,99.0,1.57,266.7,1.62,0.401,-24.9,8/8,3.0,False
3,0.705,3,3,1,0.05,3R,kz,1,96,890,133.0,1.496,318.3,2.08,0.389,-23.0,8/8,3.0,False
3,0.705,3,3,1,0.1,bsl,all,0,48,2066,308.0,1.129,184.4,0.46,0.412,-60.1,6/8,2.08,False
3,0.705,3,3,1,0.1,bsl,all,0,96,2811,419.0,1.163,313.0,0.61,0.416,-76.0,6/8,2.1,False
3,0.705,3,3,1,0.1,bsl,all,1,48,1153,172.0,1.178,139.2,0.51,0.422,-41.0,5/8,2.09,False
3,0.705,3,3,1,0.1,bsl,all,1,96,1583,236.0,1.193,205.6,0.74,0.422,-41.5,6/8,2.1,False
3,0.705,3,3,1,0.1,bsl,kz,0,48,1187,177.0,1.32,246.1,1.34,0.452,-27.5,7/8,2.09,False
3,0.705,3,3,1,0.1,bsl,kz,0,96,1609,240.0,1.311,324.3,1.19,0.446,-40.6,7/8,2.11,False
3,0.705,3,3,1,0.1,bsl,kz,1,48,669,101.0,1.431,179.7,1.08,0.471,-25.1,7/8,2.09,False
3,0.705,3,3,1,0.1,bsl,kz,1,96,904,136.0,1.371,212.8,1.39,0.458,-22.9,7/8,2.11,False
3,0.705,3,3,1,0.1,2R,all,0,48,2066,308.0,1.121,171.2,0.4,0.421,-63.2,6/8,2.0,False
3,0.705,3,3,1,0.1,2R,all,0,96,2811,419.0,1.162,305.3,0.57,0.427,-79.4,5/8,2.0,False
3,0.705,3,3,1,0.1,2R,all,1,48,1153,172.0,1.188,144.1,0.5,0.434,-42.9,6/8,2.0,False
3,0.705,3,3,1,0.1,2R,all,1,96,1583,236.0,1.208,216.3,0.8,0.437,-40.5,6/8,2.0,False
3,0.705,3,3,1,0.1,2R,kz,0,48,1187,177.0,1.303,229.8,1.27,0.46,-27.2,7/8,2.0,False
3,0.705,3,3,1,0.1,2R,kz,0,96,1609,240.0,1.312,318.2,1.26,0.459,-37.7,7/8,2.0,False
3,0.705,3,3,1,0.1,2R,kz,1,48,669,101.0,1.441,179.7,1.12,0.484,-24.4,8/8,2.0,False
3,0.705,3,3,1,0.1,2R,kz,1,96,904,136.0,1.407,225.5,1.61,0.477,-21.0,8/8,2.0,False
3,0.705,3,3,1,0.1,3R,all,0,48,2066,308.0,1.158,258.2,0.48,0.327,-80.2,6/8,3.0,False
3,0.705,3,3,1,0.1,3R,all,0,96,2811,419.0,1.197,431.4,0.73,0.333,-87.7,7/8,3.0,False
3,0.705,3,3,1,0.1,3R,all,1,48,1153,172.0,1.191,172.3,0.42,0.333,-60.9,6/8,3.0,False
3,0.705,3,3,1,0.1,3R,all,1,96,1583,236.0,1.2,246.2,0.68,0.334,-53.7,6/8,3.0,False
3,0.705,3,3,1,0.1,3R,kz,0,48,1187,177.0,1.386,341.7,0.97,0.37,-52.5,7/8,3.0,False
3,0.705,3,3,1,0.1,3R,kz,0,96,1609,240.0,1.388,461.9,1.18,0.369,-58.3,7/8,3.0,False
3,0.705,3,3,1,0.1,3R,kz,1,48,669,101.0,1.494,238.6,1.07,0.387,-33.6,7/8,3.0,False
3,0.705,3,3,1,0.1,3R,kz,1,96,904,136.0,1.434,286.2,1.4,0.377,-30.6,7/8,3.0,False
3,0.705,3,3,1,0.25,bsl,all,0,48,2094,312.0,1.059,80.4,0.17,0.433,-68.9,5/8,1.76,False
3,0.705,3,3,1,0.25,bsl,all,0,96,2849,425.0,1.105,191.5,0.36,0.438,-79.6,5/8,1.79,False
3,0.705,3,3,1,0.25,bsl,all,1,48,1170,174.0,1.099,74.0,0.26,0.441,-42.8,5/8,1.76,False
3,0.705,3,3,1,0.25,bsl,all,1,96,1606,239.0,1.137,138.7,0.51,0.445,-40.7,6/8,1.79,False
3,0.705,3,3,1,0.25,bsl,kz,0,48,1203,180.0,1.243,177.6,0.78,0.472,-34.0,6/8,1.77,False
3,0.705,3,3,1,0.25,bsl,kz,0,96,1630,243.0,1.254,251.7,0.87,0.469,-43.4,7/8,1.8,False
3,0.705,3,3,1,0.25,bsl,kz,1,48,678,102.0,1.331,131.8,0.67,0.488,-29.5,7/8,1.77,False
3,0.705,3,3,1,0.25,bsl,kz,1,96,915,137.0,1.316,171.0,0.67,0.482,-38.3,6/8,1.8,False
3,0.705,3,3,1,0.25,2R,all,0,48,2094,312.0,1.067,97.3,0.22,0.399,-65.2,6/8,2.0,False
3,0.705,3,3,1,0.25,2R,all,0,96,2849,425.0,1.122,234.0,0.56,0.41,-62.6,6/8,2.0,False
3,0.705,3,3,1,0.25,2R,all,1,48,1170,174.0,1.103,81.8,0.29,0.406,-41.5,5/8,2.0,False
3,0.705,3,3,1,0.25,2R,all,1,96,1606,239.0,1.145,155.5,0.68,0.415,-34.2,6/8,2.0,False
3,0.705,3,3,1,0.25,2R,kz,0,48,1203,180.0,1.285,218.6,1.08,0.446,-30.4,6/8,2.0,False
3,0.705,3,3,1,0.25,2R,kz,0,96,1630,243.0,1.292,301.5,1.11,0.445,-40.4,7/8,2.0,False
3,0.705,3,3,1,0.25,2R,kz,1,48,678,102.0,1.375,157.3,0.93,0.462,-25.5,8/8,2.0,False
3,0.705,3,3,1,0.25,2R,kz,1,96,915,137.0,1.349,198.5,1.02,0.457,-29.3,7/8,2.0,False
3,0.705,3,3,1,0.25,3R,all,0,48,2094,312.0,1.139,228.0,0.37,0.317,-90.7,6/8,3.0,False
3,0.705,3,3,1,0.25,3R,all,0,96,2849,425.0,1.181,397.5,0.56,0.324,-105.5,6/8,3.0,False
3,0.705,3,3,1,0.25,3R,all,1,48,1170,174.0,1.186,168.1,0.38,0.325,-66.2,6/8,3.0,False
3,0.705,3,3,1,0.25,3R,all,1,96,1606,239.0,1.196,241.6,0.7,0.327,-51.4,6/8,3.0,False
3,0.705,3,3,1,0.25,3R,kz,0,48,1203,180.0,1.341,305.9,0.65,0.354,-69.9,6/8,3.0,False
3,0.705,3,3,1,0.25,3R,kz,0,96,1630,243.0,1.346,417.0,0.66,0.354,-94.8,6/8,3.0,False
3,0.705,3,3,1,0.25,3R,kz,1,48,678,102.0,1.428,210.7,0.66,0.369,-48.6,5/8,3.0,False
3,0.705,3,3,1,0.25,3R,kz,1,96,915,137.0,1.383,256.3,0.77,0.362,-50.2,6/8,3.0,False
3,0.705,3,3,1,0.5,bsl,all,0,48,2135,318.0,0.993,-9.2,-0.01,0.468,-117.1,4/8,1.41,False
3,0.705,3,3,1,0.5,bsl,all,0,96,2902,432.0,1.037,62.6,0.08,0.472,-115.4,5/8,1.44,False
3,0.705,3,3,1,0.5,bsl,all,1,48,1195,178.0,1.027,18.8,0.04,0.475,-63.6,4/8,1.41,False
3,0.705,3,3,1,0.5,bsl,all,1,96,1637,244.0,1.067,63.6,0.18,0.479,-52.6,5/8,1.44,False
3,0.705,3,3,1,0.5,bsl,kz,0,48,1229,184.0,1.128,88.6,0.26,0.497,-50.4,5/8,1.42,False
3,0.705,3,3,1,0.5,bsl,kz,0,96,1666,249.0,1.139,131.4,0.31,0.492,-62.3,5/8,1.46,False
3,0.705,3,3,1,0.5,bsl,kz,1,48,694,105.0,1.196,74.5,0.27,0.51,-41.6,6/8,1.42,False
3,0.705,3,3,1,0.5,bsl,kz,1,96,936,140.0,1.2,103.2,0.3,0.506,-51.7,6/8,1.45,False
3,0.705,3,3,1,0.5,2R,all,0,48,2135,318.0,1.05,73.7,0.09,0.385,-118.3,6/8,2.0,False
3,0.705,3,3,1,0.5,2R,all,0,96,2902,432.0,1.087,170.1,0.25,0.392,-102.3,5/8,2.0,False
3,0.705,3,3,1,0.5,2R,all,1,48,1195,178.0,1.086,69.8,0.13,0.392,-78.0,6/8,2.0,False
3,0.705,3,3,1,0.5,2R,all,1,96,1637,244.0,1.097,106.9,0.24,0.395,-66.8,5/8,2.0,False
3,0.705,3,3,1,0.5,2R,kz,0,48,1229,184.0,1.216,172.4,0.33,0.421,-77.6,6/8,2.0,False
3,0.705,3,3,1,0.5,2R,kz,0,96,1666,249.0,1.208,224.4,0.37,0.42,-91.1,6/8,2.0,False
3,0.705,3,3,1,0.5,2R,kz,1,48,694,105.0,1.292,128.3,0.37,0.435,-52.9,7/8,2.0,False
3,0.705,3,3,1,0.5,2R,kz,1,96,936,140.0,1.25,149.5,0.4,0.428,-56.5,6/8,2.0,False
3,0.705,3,3,1,0.5,3R,all,0,48,2135,318.0,1.152,248.7,0.35,0.313,-107.4,6/8,3.0,False
3,0.705,3,3,1,0.5,3R,all,0,96,2902,432.0,1.18,395.2,0.54,0.319,-108.1,6/8,3.0,False
3,0.705,3,3,1,0.5,3R,all,1,48,1195,178.0,1.192,174.5,0.29,0.319,-90.7,6/8,3.0,False
3,0.705,3,3,1,0.5,3R,all,1,96,1637,244.0,1.179,222.1,0.42,0.318,-78.7,5/8,3.0,False
3,0.705,3,3,1,0.5,3R,kz,0,48,1229,184.0,1.284,259.3,0.5,0.338,-77.5,6/8,3.0,False
3,0.705,3,3,1,0.5,3R,kz,0,96,1666,249.0,1.287,351.9,0.6,0.339,-87.4,6/8,3.0,False
3,0.705,3,3,1,0.5,3R,kz,1,48,694,105.0,1.372,187.5,0.45,0.352,-62.8,6/8,3.0,False
3,0.705,3,3,1,0.5,3R,kz,1,96,936,140.0,1.326,222.7,0.58,0.346,-57.3,6/8,3.0,False
3,0.705,3,4,0,0.05,bsl,all,0,48,2330,347.0,1.163,269.0,0.71,0.409,-56.1,6/8,2.22,False
3,0.705,3,4,0,0.05,bsl,all,0,96,3165,472.0,1.185,409.0,0.87,0.41,-70.0,7/8,2.23,False
3,0.705,3,4,0,0.05,bsl,all,1,48,1275,190.0,1.234,205.7,0.7,0.421,-43.9,6/8,2.22,False
3,0.705,3,4,0,0.05,bsl,all,1,96,1749,261.0,1.227,273.1,1.2,0.417,-34.0,6/8,2.23,False
3,0.705,3,4,0,0.05,bsl,kz,0,48,1327,198.0,1.337,298.5,1.23,0.444,-36.2,7/8,2.23,False
3,0.705,3,4,0,0.05,bsl,kz,0,96,1791,267.0,1.332,395.9,1.33,0.439,-44.5,7/8,2.23,False
3,0.705,3,4,0,0.05,bsl,kz,1,48,739,110.0,1.433,206.5,1.0,0.46,-30.8,7/8,2.23,False
3,0.705,3,4,0,0.05,bsl,kz,1,96,993,148.0,1.374,243.7,1.19,0.447,-30.5,7/8,2.23,False
3,0.705,3,4,0,0.05,2R,all,0,48,2330,347.0,1.137,217.4,0.54,0.431,-59.6,6/8,2.0,False
3,0.705,3,4,0,0.05,2R,all,0,96,3165,472.0,1.167,354.7,0.64,0.435,-83.2,6/8,2.0,False
3,0.705,3,4,0,0.05,2R,all,1,48,1275,190.0,1.236,197.1,0.95,0.449,-30.9,7/8,2.0,False
3,0.705,3,4,0,0.05,2R,all,1,96,1749,261.0,1.232,265.0,1.08,0.447,-36.7,7/8,2.0,False
3,0.705,3,4,0,0.05,2R,kz,0,48,1327,198.0,1.296,251.8,1.07,0.465,-35.1,7/8,2.0,False
3,0.705,3,4,0,0.05,2R,kz,0,96,1791,267.0,1.309,352.1,1.34,0.463,-39.2,7/8,2.0,False
3,0.705,3,4,0,0.05,2R,kz,1,48,739,110.0,1.428,193.7,0.94,0.488,-30.8,8/8,2.0,False
3,0.705,3,4,0,0.05,2R,kz,1,96,993,148.0,1.393,240.9,1.2,0.479,-29.9,8/8,2.0,False
3,0.705,3,4,0,0.05,3R,all,0,48,2330,347.0,1.177,328.0,0.76,0.336,-64.6,6/8,3.0,False
3,0.705,3,4,0,0.05,3R,all,0,96,3165,472.0,1.211,524.2,1.25,0.341,-62.4,7/8,3.0,False
3,0.705,3,4,0,0.05,3R,all,1,48,1275,190.0,1.248,245.7,0.68,0.347,-54.2,6/8,3.0,False
3,0.705,3,4,0,0.05,3R,all,1,96,1749,261.0,1.258,348.2,1.19,0.348,-43.6,6/8,3.0,False
3,0.705,3,4,0,0.05,3R,kz,0,48,1327,198.0,1.41,406.1,1.34,0.378,-45.1,7/8,3.0,False
3,0.705,3,4,0,0.05,3R,kz,0,96,1791,267.0,1.406,540.0,1.54,0.376,-52.3,7/8,3.0,True
3,0.705,3,4,0,0.05,3R,kz,1,48,739,110.0,1.519,276.9,1.38,0.395,-30.0,7/8,3.0,False
3,0.705,3,4,0,0.05,3R,kz,1,96,993,148.0,1.467,337.8,1.86,0.386,-27.0,8/8,3.0,False
3,0.705,3,4,0,0.1,bsl,all,0,48,2357,351.0,1.127,207.4,0.5,0.416,-61.2,6/8,2.07,False
3,0.705,3,4,0,0.1,bsl,all,0,96,3199,477.0,1.154,338.1,0.62,0.418,-81.7,5/8,2.09,False
3,0.705,3,4,0,0.1,bsl,all,1,48,1292,193.0,1.179,157.0,0.5,0.424,-47.0,5/8,2.08,False
3,0.705,3,4,0,0.1,bsl,all,1,96,1771,264.0,1.183,219.6,0.8,0.422,-40.8,6/8,2.09,False
3,0.705,3,4,0,0.1,bsl,kz,0,48,1343,200.0,1.291,255.7,1.07,0.449,-35.7,7/8,2.08,False
3,0.705,3,4,0,0.1,bsl,kz,0,96,1811,270.0,1.294,346.9,1.19,0.445,-43.6,7/8,2.1,False
3,0.705,3,4,0,0.1,bsl,kz,1,48,750,112.0,1.377,179.2,0.87,0.464,-30.6,7/8,2.08,False
3,0.705,3,4,0,0.1,bsl,kz,1,96,1007,150.0,1.33,213.6,0.96,0.453,-33.1,7/8,2.1,False
3,0.705,3,4,0,0.1,2R,all,0,48,2357,351.0,1.12,193.9,0.44,0.423,-65.4,5/8,2.0,False
3,0.705,3,4,0,0.1,2R,all,0,96,3199,477.0,1.153,329.5,0.55,0.428,-88.6,5/8,2.0,False
3,0.705,3,4,0,0.1,2R,all,1,48,1292,193.0,1.187,161.1,0.47,0.435,-51.3,6/8,2.0,False
3,0.705,3,4,0,0.1,2R,all,1,96,1771,264.0,1.198,231.4,0.83,0.436,-41.6,6/8,2.0,False
3,0.705,3,4,0,0.1,2R,kz,0,48,1343,200.0,1.275,238.5,1.0,0.456,-35.5,7/8,2.0,False
3,0.705,3,4,0,0.1,2R,kz,0,96,1811,270.0,1.293,339.3,1.24,0.457,-40.9,7/8,2.0,False
3,0.705,3,4,0,0.1,2R,kz,1,48,750,112.0,1.383,178.7,0.88,0.476,-30.3,7/8,2.0,False
3,0.705,3,4,0,0.1,2R,kz,1,96,1007,150.0,1.364,228.1,1.15,0.471,-29.6,7/8,2.0,False
3,0.705,3,4,0,0.1,3R,all,0,48,2357,351.0,1.152,285.0,0.53,0.328,-80.4,6/8,3.0,False
3,0.705,3,4,0,0.1,3R,all,0,96,3199,477.0,1.185,463.5,0.92,0.333,-75.0,7/8,3.0,False
3,0.705,3,4,0,0.1,3R,all,1,48,1292,193.0,1.185,187.3,0.4,0.333,-69.4,5/8,3.0,False
3,0.705,3,4,0,0.1,3R,all,1,96,1771,264.0,1.193,266.3,0.72,0.334,-55.0,6/8,3.0,False
3,0.705,3,4,0,0.1,3R,kz,0,48,1343,200.0,1.353,357.4,0.9,0.366,-58.9,7/8,3.0,False
3,0.705,3,4,0,0.1,3R,kz,0,96,1811,270.0,1.365,492.9,1.16,0.366,-63.6,7/8,3.0,False
3,0.705,3,4,0,0.1,3R,kz,1,48,750,112.0,1.441,242.5,0.78,0.38,-46.2,7/8,3.0,False
3,0.705,3,4,0,0.1,3R,kz,1,96,1007,150.0,1.404,299.7,1.12,0.373,-39.8,7/8,3.0,False
3,0.705,3,4,0,0.25,bsl,all,0,48,2391,356.0,1.062,96.1,0.19,0.439,-76.2,5/8,1.74,False
3,0.705,3,4,0,0.25,bsl,all,0,96,3244,483.0,1.098,203.4,0.36,0.441,-84.4,5/8,1.77,False
3,0.705,3,4,0,0.25,bsl,all,1,48,1312,196.0,1.102,85.4,0.25,0.445,-51.6,5/8,1.75,False
3,0.705,3,4,0,0.25,bsl,all,1,96,1798,268.0,1.123,140.8,0.44,0.445,-48.0,5/8,1.78,False
3,0.705,3,4,0,0.25,bsl,kz,0,48,1362,203.0,1.221,183.7,0.73,0.471,-37.6,7/8,1.76,False
3,0.705,3,4,0,0.25,bsl,kz,0,96,1835,274.0,1.237,265.1,0.81,0.469,-48.5,7/8,1.78,False
3,0.705,3,4,0,0.25,bsl,kz,1,48,760,113.0,1.293,132.1,0.59,0.484,-33.5,7/8,1.76,False
3,0.705,3,4,0,0.25,bsl,kz,1,96,1019,152.0,1.28,170.4,0.58,0.478,-43.9,6/8,1.78,False
3,0.705,3,4,0,0.25,2R,all,0,48,2391,356.0,1.071,117.2,0.23,0.402,-76.3,4/8,2.0,False
3,0.705,3,4,0,0.25,2R,all,0,96,3244,483.0,1.113,249.4,0.49,0.41,-75.2,5/8,2.0,False
3,0.705,3,4,0,0.25,2R,all,1,48,1312,196.0,1.112,99.9,0.27,0.409,-54.2,5/8,2.0,False
3,0.705,3,4,0,0.25,2R,all,1,96,1798,268.0,1.138,166.3,0.59,0.414,-42.0,6/8,2.0,False
3,0.705,3,4,0,0.25,2R,kz,0,48,1362,203.0,1.259,227.7,1.12,0.442,-30.2,6/8,2.0,False
3,0.705,3,4,0,0.25,2R,kz,0,96,1835,274.0,1.269,316.3,1.13,0.443,-41.7,7/8,2.0,False
3,0.705,3,4,0,0.25,2R,kz,1,48,760,113.0,1.34,161.8,0.79,0.457,-30.5,6/8,2.0,False
