cfg_id,lb,hold_h,ext,sl_buf,session,regime,direction,ptp,n,net_R,PF,MAR,WR_pct,pos_years,dollar_pnl,error
lb5_h2_ext2.618_sl0.02_all_bull_short_ptpnone,5,2,2.618,0.02,all,bull,short,,5985,-122.0,0.955,-0.034,40.47,9/21,-9149.0,
lb5_h2_ext2.618_sl0.02_all_bull_short_ptp1.0,5,2,2.618,0.02,all,bull,short,1.0,5985,1001.3,1.437,1.802,48.5,21/21,75099.0,
lb5_h2_ext2.618_sl0.02_all_bull_short_ptp2.0,5,2,2.618,0.02,all,bull,short,2.0,5985,828.2,1.32,0.799,42.64,20/21,62118.0,
lb5_h2_ext2.618_sl0.02_all_bear_long_ptpnone,5,2,2.618,0.02,all,bear,long,,2892,-101.0,0.923,-0.034,41.18,6/18,-7575.0,
lb5_h2_ext2.618_sl0.02_all_bear_long_ptp1.0,5,2,2.618,0.02,all,bear,long,1.0,2892,463.3,1.425,0.724,48.93,15/18,34747.0,
lb5_h2_ext2.618_sl0.02_all_bear_long_ptp2.0,5,2,2.618,0.02,all,bear,long,2.0,2892,329.6,1.265,0.332,43.43,14/18,24717.0,
lb5_h2_ext2.618_sl0.02_all_bear_short_ptpnone,5,2,2.618,0.02,all,bear,short,,2823,98.7,1.078,0.09,43.5,12/18,7400.0,
lb5_h2_ext2.618_sl0.02_all_bear_short_ptp1.0,5,2,2.618,0.02,all,bear,short,1.0,2823,637.0,1.589,1.694,50.48,17/18,47772.0,
lb5_h2_ext2.618_sl0.02_all_bear_short_ptp2.0,5,2,2.618,0.02,all,bear,short,2.0,2823,538.8,1.446,0.967,45.63,16/18,40412.0,
lb5_h2_ext2.618_sl0.02_all_bull_strong_long_ptpnone,5,2,2.618,0.02,all,bull_strong,long,,5115,75.8,1.034,0.025,44.91,11/21,5686.0,
lb5_h2_ext2.618_sl0.02_all_bull_strong_long_ptp1.0,5,2,2.618,0.02,all,bull_strong,long,1.0,5115,1026.7,1.543,1.562,52.0,18/21,77003.0,
lb5_h2_ext2.618_sl0.02_all_bull_strong_long_ptp2.0,5,2,2.618,0.02,all,bull_strong,long,2.0,5115,821.3,1.385,0.915,46.94,15/21,61599.0,
lb5_h2_ext2.618_sl0.02_all_bull_strong_short_ptpnone,5,2,2.618,0.02,all,bull_strong,short,,5541,-79.3,0.968,-0.029,40.79,10/21,-5949.0,
lb5_h2_ext2.618_sl0.02_all_bull_strong_short_ptp1.0,5,2,2.618,0.02,all,bull_strong,short,1.0,5541,946.5,1.449,1.997,48.78,20/21,70984.0,
lb5_h2_ext2.618_sl0.02_all_bull_strong_short_ptp2.0,5,2,2.618,0.02,all,bull_strong,short,2.0,5541,793.5,1.334,1.046,42.93,20/21,59510.0,
lb5_h2_ext2.618_sl0.02_all_bear_strong_long_ptpnone,5,2,2.618,0.02,all,bear_strong,long,,2315,-101.9,0.903,-0.039,40.95,5/14,-7644.0,
lb5_h2_ext2.618_sl0.02_all_bear_strong_long_ptp1.0,5,2,2.618,0.02,all,bear_strong,long,1.0,2315,341.0,1.39,0.729,48.42,11/14,25576.0,
lb5_h2_ext2.618_sl0.02_all_bear_strong_long_ptp2.0,5,2,2.618,0.02,all,bear_strong,long,2.0,2315,233.2,1.234,0.307,43.11,11/14,17492.0,
lb5_h2_ext2.618_sl0.02_all_bear_strong_short_ptpnone,5,2,2.618,0.02,all,bear_strong,short,,2239,93.9,1.094,0.125,43.5,10/14,7043.0,
lb5_h2_ext2.618_sl0.02_all_bear_strong_short_ptp1.0,5,2,2.618,0.02,all,bear_strong,short,1.0,2239,524.0,1.616,1.334,50.51,12/14,39301.0,
lb5_h2_ext2.618_sl0.02_all_bear_strong_short_ptp2.0,5,2,2.618,0.02,all,bear_strong,short,2.0,2239,454.0,1.48,0.935,45.69,12/14,34053.0,
lb5_h2_ext2.618_sl0.02_london_any_long_ptpnone,5,2,2.618,0.02,london,any,long,,3381,243.7,1.151,0.144,43.3,15/21,18277.0,
lb5_h2_ext2.618_sl0.02_london_any_long_ptp1.0,5,2,2.618,0.02,london,any,long,1.0,3381,951.3,1.704,1.464,51.58,20/21,71351.0,
lb5_h2_ext2.618_sl0.02_london_any_long_ptp2.0,5,2,2.618,0.02,london,any,long,2.0,3381,883.6,1.58,1.139,45.93,19/21,66273.0,
lb5_h2_ext2.618_sl0.02_london_any_short_ptpnone,5,2,2.618,0.02,london,any,short,,3557,276.4,1.162,0.161,43.46,14/21,20727.0,
lb5_h2_ext2.618_sl0.02_london_any_short_ptp1.0,5,2,2.618,0.02,london,any,short,1.0,3557,1077.3,1.777,3.547,53.33,21/21,80798.0,
lb5_h2_ext2.618_sl0.02_london_any_short_ptp2.0,5,2,2.618,0.02,london,any,short,2.0,3557,1010.5,1.634,2.377,46.5,20/21,75786.0,
lb5_h2_ext2.618_sl0.02_london_bull_long_ptpnone,5,2,2.618,0.02,london,bull,long,,2215,223.6,1.217,0.38,45.01,14/21,16770.0,
lb5_h2_ext2.618_sl0.02_london_bull_long_ptp1.0,5,2,2.618,0.02,london,bull,long,1.0,2215,685.0,1.789,2.334,53.32,20/21,51377.0,
lb5_h2_ext2.618_sl0.02_london_bull_long_ptp2.0,5,2,2.618,0.02,london,bull,long,2.0,2215,642.3,1.657,1.71,47.54,20/21,48174.0,
lb5_h2_ext2.618_sl0.02_london_bull_short_ptpnone,5,2,2.618,0.02,london,bull,short,,2421,156.9,1.136,0.123,42.59,13/21,11767.0,
lb5_h2_ext2.618_sl0.02_london_bull_short_ptp1.0,5,2,2.618,0.02,london,bull,short,1.0,2421,706.1,1.753,2.334,52.83,21/21,52956.0,
lb5_h2_ext2.618_sl0.02_london_bull_short_ptp2.0,5,2,2.618,0.02,london,bull,short,2.0,2421,665.2,1.613,1.571,45.64,19/21,49888.0,
lb5_h2_ext2.618_sl0.02_london_bear_long_ptpnone,5,2,2.618,0.02,london,bear,long,,1166,20.1,1.035,0.014,40.05,10/18,1507.0,
lb5_h2_ext2.618_sl0.02_london_bear_long_ptp1.0,5,2,2.618,0.02,london,bear,long,1.0,1166,266.3,1.55,0.543,48.28,15/18,19975.0,
lb5_h2_ext2.618_sl0.02_london_bear_long_ptp2.0,5,2,2.618,0.02,london,bear,long,2.0,1166,241.3,1.442,0.37,42.88,14/18,18099.0,
lb5_h2_ext2.618_sl0.02_london_bear_short_ptpnone,5,2,2.618,0.02,london,bear,short,,1136,119.5,1.22,0.163,45.33,13/18,8960.0,
lb5_h2_ext2.618_sl0.02_london_bear_short_ptp1.0,5,2,2.618,0.02,london,bear,short,1.0,1136,371.2,1.827,1.132,54.4,16/18,27843.0,
lb5_h2_ext2.618_sl0.02_london_bear_short_ptp2.0,5,2,2.618,0.02,london,bear,short,2.0,1136,345.3,1.678,1.01,48.33,16/18,25898.0,
lb5_h2_ext2.618_sl0.02_london_bull_strong_long_ptpnone,5,2,2.618,0.02,london,bull_strong,long,,2029,173.5,1.181,0.187,44.41,11/20,13013.0,
lb5_h2_ext2.618_sl0.02_london_bull_strong_long_ptp1.0,5,2,2.618,0.02,london,bull_strong,long,1.0,2029,587.4,1.732,1.576,52.78,17/20,44055.0,
lb5_h2_ext2.618_sl0.02_london_bull_strong_long_ptp2.0,5,2,2.618,0.02,london,bull_strong,long,2.0,2029,551.2,1.61,1.193,47.07,17/20,41342.0,
lb5_h2_ext2.618_sl0.02_london_bull_strong_short_ptpnone,5,2,2.618,0.02,london,bull_strong,short,,2228,177.8,1.17,0.162,43.09,13/21,13334.0,
lb5_h2_ext2.618_sl0.02_london_bull_strong_short_ptp1.0,5,2,2.618,0.02,london,bull_strong,short,1.0,2228,684.3,1.812,2.262,53.5,21/21,51321.0,
lb5_h2_ext2.618_sl0.02_london_bull_strong_short_ptp2.0,5,2,2.618,0.02,london,bull_strong,short,2.0,2228,647.4,1.662,1.529,46.18,20/21,48556.0,
lb5_h2_ext2.618_sl0.02_london_bear_strong_long_ptpnone,5,2,2.618,0.02,london,bear_strong,long,,933,-5.5,0.988,-0.004,39.55,7/14,-414.0,
lb5_h2_ext2.618_sl0.02_london_bear_strong_long_ptp1.0,5,2,2.618,0.02,london,bear_strong,long,1.0,933,185.4,1.465,0.3,47.16,10/14,13904.0,
lb5_h2_ext2.618_sl0.02_london_bear_strong_long_ptp2.0,5,2,2.618,0.02,london,bear_strong,long,2.0,933,162.8,1.365,0.193,42.02,11/14,12211.0,
lb5_h2_ext2.618_sl0.02_london_bear_strong_short_ptpnone,5,2,2.618,0.02,london,bear_strong,short,,892,85.3,1.201,0.134,45.07,10/14,6396.0,
lb5_h2_ext2.618_sl0.02_london_bear_strong_short_ptp1.0,5,2,2.618,0.02,london,bear_strong,short,1.0,892,283.4,1.809,1.119,54.26,12/14,21256.0,
lb5_h2_ext2.618_sl0.02_london_bear_strong_short_ptp2.0,5,2,2.618,0.02,london,bear_strong,short,2.0,892,263.2,1.663,0.863,47.98,12/14,19743.0,
lb5_h2_ext2.618_sl0.02_ny_any_long_ptpnone,5,2,2.618,0.02,ny,any,long,,3317,183.5,1.153,0.245,46.43,15/21,13765.0,
lb5_h2_ext2.618_sl0.02_ny_any_long_ptp1.0,5,2,2.618,0.02,ny,any,long,1.0,3317,686.1,1.662,1.834,51.88,21/21,51461.0,
lb5_h2_ext2.618_sl0.02_ny_any_long_ptp2.0,5,2,2.618,0.02,ny,any,long,2.0,3317,573.2,1.501,1.049,47.9,20/21,42989.0,
lb5_h2_ext2.618_sl0.02_ny_any_short_ptpnone,5,2,2.618,0.02,ny,any,short,,3553,-69.5,0.95,-0.024,41.96,8/21,-5211.0,
lb5_h2_ext2.618_sl0.02_ny_any_short_ptp1.0,5,2,2.618,0.02,ny,any,short,1.0,3553,504.5,1.423,0.856,48.63,20/21,37835.0,
lb5_h2_ext2.618_sl0.02_ny_any_short_ptp2.0,5,2,2.618,0.02,ny,any,short,2.0,3553,354.6,1.268,0.411,43.65,18/21,26592.0,
lb5_h2_ext2.618_sl0.02_ny_bull_long_ptpnone,5,2,2.618,0.02,ny,bull,long,,2155,163.9,1.216,0.161,48.45,11/21,12289.0,
lb5_h2_ext2.618_sl0.02_ny_bull_long_ptp1.0,5,2,2.618,0.02,ny,bull,long,1.0,2155,486.1,1.734,1.571,53.6,19/21,36456.0,
lb5_h2_ext2.618_sl0.02_ny_bull_long_ptp2.0,5,2,2.618,0.02,ny,bull,long,2.0,2155,415.5,1.575,0.736,49.88,17/21,31160.0,
lb5_h2_ext2.618_sl0.02_ny_bull_short_ptpnone,5,2,2.618,0.02,ny,bull,short,,2457,-92.1,0.905,-0.033,40.01,8/21,-6906.0,
lb5_h2_ext2.618_sl0.02_ny_bull_short_ptp1.0,5,2,2.618,0.02,ny,bull,short,1.0,2457,298.2,1.353,0.452,47.05,19/21,22365.0,
lb5_h2_ext2.618_sl0.02_ny_bull_short_ptp2.0,5,2,2.618,0.02,ny,bull,short,2.0,2457,204.2,1.219,0.227,41.8,19/21,15316.0,
lb5_h2_ext2.618_sl0.02_ny_bear_long_ptpnone,5,2,2.618,0.02,ny,bear,long,,1161,19.5,1.044,0.022,42.64,12/18,1464.0,
lb5_h2_ext2.618_sl0.02_ny_bear_long_ptp1.0,5,2,2.618,0.02,ny,bear,long,1.0,1161,199.9,1.534,0.58,48.66,13/18,14993.0,
lb5_h2_ext2.618_sl0.02_ny_bear_long_ptp2.0,5,2,2.618,0.02,ny,bear,long,2.0,1161,157.6,1.374,0.344,44.19,14/18,11817.0,
lb5_h2_ext2.618_sl0.02_ny_bear_short_ptpnone,5,2,2.618,0.02,ny,bear,short,,1096,22.6,1.056,0.022,46.35,9/18,1696.0,
lb5_h2_ext2.618_sl0.02_ny_bear_short_ptp1.0,5,2,2.618,0.02,ny,bear,short,1.0,1096,206.3,1.593,0.657,52.19,16/18,15470.0,
lb5_h2_ext2.618_sl0.02_ny_bear_short_ptp2.0,5,2,2.618,0.02,ny,bear,short,2.0,1096,150.3,1.387,0.4,47.81,12/18,11276.0,
lb5_h2_ext2.618_sl0.02_ny_bull_strong_long_ptpnone,5,2,2.618,0.02,ny,bull_strong,long,,1998,156.4,1.222,0.187,48.45,12/20,11730.0,
lb5_h2_ext2.618_sl0.02_ny_bull_strong_long_ptp1.0,5,2,2.618,0.02,ny,bull_strong,long,1.0,1998,449.8,1.729,1.019,53.4,16/20,33731.0,
lb5_h2_ext2.618_sl0.02_ny_bull_strong_long_ptp2.0,5,2,2.618,0.02,ny,bull_strong,long,2.0,1998,392.0,1.586,0.854,49.95,16/20,29401.0,
lb5_h2_ext2.618_sl0.02_ny_bull_strong_short_ptpnone,5,2,2.618,0.02,ny,bull_strong,short,,2267,-69.7,0.922,-0.03,40.27,10/21,-5230.0,
lb5_h2_ext2.618_sl0.02_ny_bull_strong_short_ptp1.0,5,2,2.618,0.02,ny,bull_strong,short,1.0,2267,289.3,1.374,0.449,47.38,18/21,21700.0,
lb5_h2_ext2.618_sl0.02_ny_bull_strong_short_ptp2.0,5,2,2.618,0.02,ny,bull_strong,short,2.0,2267,199.6,1.233,0.224,42.08,17/21,14968.0,
lb5_h2_ext2.618_sl0.02_ny_bear_strong_long_ptpnone,5,2,2.618,0.02,ny,bear_strong,long,,927,1.1,1.003,0.002,42.29,9/14,85.0,
lb5_h2_ext2.618_sl0.02_ny_bear_strong_long_ptp1.0,5,2,2.618,0.02,ny,bear_strong,long,1.0,927,144.6,1.483,0.501,48.11,10/14,10845.0,
lb5_h2_ext2.618_sl0.02_ny_bear_strong_long_ptp2.0,5,2,2.618,0.02,ny,bear_strong,long,2.0,927,106.9,1.32,0.309,43.91,10/14,8020.0,
lb5_h2_ext2.618_sl0.02_ny_bear_strong_short_ptpnone,5,2,2.618,0.02,ny,bear_strong,short,,861,23.8,1.077,0.028,46.69,6/14,1785.0,
lb5_h2_ext2.618_sl0.02_ny_bear_strong_short_ptp1.0,5,2,2.618,0.02,ny,bear_strong,short,1.0,861,165.3,1.622,0.479,52.15,12/14,12400.0,
lb5_h2_ext2.618_sl0.02_ny_bear_strong_short_ptp2.0,5,2,2.618,0.02,ny,bear_strong,short,2.0,861,130.2,1.442,0.258,48.2,8/14,9766.0,
lb5_h2_ext2.618_sl0.02_london_ny_any_long_ptpnone,5,2,2.618,0.02,london_ny,any,long,,5232,227.2,1.105,0.126,44.67,13/21,17042.0,
lb5_h2_ext2.618_sl0.02_london_ny_any_long_ptp1.0,5,2,2.618,0.02,london_ny,any,long,1.0,5232,1146.3,1.619,2.061,51.36,21/21,85969.0,
lb5_h2_ext2.618_sl0.02_london_ny_any_long_ptp2.0,5,2,2.618,0.02,london_ny,any,long,2.0,5232,984.1,1.476,1.391,46.58,21/21,73808.0,
lb5_h2_ext2.618_sl0.02_london_ny_any_short_ptpnone,5,2,2.618,0.02,london_ny,any,short,,5501,98.6,1.042,0.025,42.65,11/21,7394.0,
lb5_h2_ext2.618_sl0.02_london_ny_any_short_ptp1.0,5,2,2.618,0.02,london_ny,any,short,1.0,5501,1111.5,1.559,2.5,50.39,21/21,83361.0,
lb5_h2_ext2.618_sl0.02_london_ny_any_short_ptp2.0,5,2,2.618,0.02,london_ny,any,short,2.0,5501,946.3,1.423,1.363,44.77,19/21,70976.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_long_ptpnone,5,2,2.618,0.02,london_ny,bull,long,,3421,227.7,1.163,0.259,46.3,13/21,17080.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_long_ptp1.0,5,2,2.618,0.02,london_ny,bull,long,1.0,3421,818.9,1.683,1.514,52.85,20/21,61419.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_long_ptp2.0,5,2,2.618,0.02,london_ny,bull,long,2.0,3421,718.7,1.541,1.148,48.09,20/21,53901.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_short_ptpnone,5,2,2.618,0.02,london_ny,bull,short,,3795,14.4,1.009,0.005,41.53,12/21,1083.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_short_ptp1.0,5,2,2.618,0.02,london_ny,bull,short,1.0,3795,713.3,1.519,1.611,49.54,20/21,53499.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_short_ptp2.0,5,2,2.618,0.02,london_ny,bull,short,2.0,3795,610.6,1.393,0.796,43.66,18/21,45795.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_long_ptpnone,5,2,2.618,0.02,london_ny,bear,long,,1810,-0.7,0.999,-0.0,41.55,10/18,-50.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_long_ptp1.0,5,2,2.618,0.02,london_ny,bear,long,1.0,1810,327.2,1.5,0.599,48.51,15/18,24538.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_long_ptp2.0,5,2,2.618,0.02,london_ny,bear,long,2.0,1810,265.3,1.36,0.338,43.7,14/18,19895.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_short_ptpnone,5,2,2.618,0.02,london_ny,bear,short,,1706,84.1,1.117,0.063,45.13,11/18,6311.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_short_ptp1.0,5,2,2.618,0.02,london_ny,bear,short,1.0,1706,398.2,1.649,1.354,52.29,16/18,29862.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_short_ptp2.0,5,2,2.618,0.02,london_ny,bear,short,2.0,1706,335.7,1.491,0.596,47.25,15/18,25181.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_strong_long_ptpnone,5,2,2.618,0.02,london_ny,bull_strong,long,,3148,197.1,1.153,0.188,46.12,11/20,14783.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_strong_long_ptp1.0,5,2,2.618,0.02,london_ny,bull_strong,long,1.0,3148,732.9,1.663,1.355,52.64,16/20,54970.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_strong_long_ptp2.0,5,2,2.618,0.02,london_ny,bull_strong,long,2.0,3148,647.1,1.528,1.033,48.0,16/20,48530.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_strong_short_ptpnone,5,2,2.618,0.02,london_ny,bull_strong,short,,3498,42.0,1.028,0.018,41.82,13/21,3149.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_strong_short_ptp1.0,5,2,2.618,0.02,london_ny,bull_strong,short,1.0,3498,681.3,1.544,1.538,49.83,19/21,51098.0,
lb5_h2_ext2.618_sl0.02_london_ny_bull_strong_short_ptp2.0,5,2,2.618,0.02,london_ny,bull_strong,short,2.0,3498,586.5,1.414,0.764,43.94,18/21,43986.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_strong_long_ptpnone,5,2,2.618,0.02,london_ny,bear_strong,long,,1453,-26.8,0.958,-0.016,41.09,8/14,-2008.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_strong_long_ptp1.0,5,2,2.618,0.02,london_ny,bear_strong,long,1.0,1453,229.4,1.428,0.516,47.69,12/14,17204.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_strong_long_ptp2.0,5,2,2.618,0.02,london_ny,bear_strong,long,2.0,1453,178.1,1.297,0.278,43.08,12/14,13356.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_strong_short_ptpnone,5,2,2.618,0.02,london_ny,bear_strong,short,,1337,63.6,1.113,0.064,45.03,8/14,4770.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_strong_short_ptp1.0,5,2,2.618,0.02,london_ny,bear_strong,short,1.0,1337,309.2,1.647,1.081,52.13,12/14,23188.0,
lb5_h2_ext2.618_sl0.02_london_ny_bear_strong_short_ptp2.0,5,2,2.618,0.02,london_ny,bear_strong,short,2.0,1337,266.3,1.501,0.57,47.12,11/14,19974.0,
lb5_h2_ext2.618_sl0.1_all_any_long_ptpnone,5,2,2.618,0.1,all,any,long,,8445,-103.8,0.969,-0.018,44.52,8/21,-7782.0,
lb5_h2_ext2.618_sl0.1_all_any_long_ptp1.0,5,2,2.618,0.1,all,any,long,1.0,8445,1227.2,1.422,2.015,50.07,21/21,92038.0,
lb5_h2_ext2.618_sl0.1_all_any_long_ptp2.0,5,2,2.618,0.1,all,any,long,2.0,8445,804.6,1.25,0.9,45.74,18/21,60344.0,
lb5_h2_ext2.618_sl0.1_all_any_short_ptpnone,5,2,2.618,0.1,all,any,short,,8792,-151.5,0.957,-0.038,42.28,8/21,-11360.0,
lb5_h2_ext2.618_sl0.1_all_any_short_ptp1.0,5,2,2.618,0.1,all,any,short,1.0,8792,1303.8,1.421,2.291,48.15,21/21,97782.0,
lb5_h2_ext2.618_sl0.1_all_any_short_ptp2.0,5,2,2.618,0.1,all,any,short,2.0,8792,924.3,1.271,0.97,43.68,20/21,69321.0,
lb5_h2_ext2.618_sl0.1_all_bull_long_ptpnone,5,2,2.618,0.1,all,bull,long,,5558,32.4,1.015,0.011,45.92,12/21,2428.0,
lb5_h2_ext2.618_sl0.1_all_bull_long_ptp1.0,5,2,2.618,0.1,all,bull,long,1.0,5558,906.1,1.481,1.709,51.3,20/21,67960.0,
lb5_h2_ext2.618_sl0.1_all_bull_long_ptp2.0,5,2,2.618,0.1,all,bull,long,2.0,5558,639.0,1.308,0.783,47.19,18/21,47925.0,
lb5_h2_ext2.618_sl0.1_all_bull_short_ptpnone,5,2,2.618,0.1,all,bull,short,,5979,-175.8,0.927,-0.04,41.39,7/21,-13181.0,
lb5_h2_ext2.618_sl0.1_all_bull_short_ptp1.0,5,2,2.618,0.1,all,bull,short,1.0,5979,802.3,1.381,1.515,47.6,20/21,60174.0,
lb5_h2_ext2.618_sl0.1_all_bull_short_ptp2.0,5,2,2.618,0.1,all,bull,short,2.0,5979,549.8,1.236,0.603,42.72,20/21,41232.0,
lb5_h2_ext2.618_sl0.1_all_bear_long_ptpnone,5,2,2.618,0.1,all,bear,long,,2890,-135.8,0.884,-0.041,41.87,6/18,-10187.0,
lb5_h2_ext2.618_sl0.1_all_bear_long_ptp1.0,5,2,2.618,0.1,all,bear,long,1.0,2890,321.4,1.313,0.461,47.72,15/18,24109.0,
lb5_h2_ext2.618_sl0.1_all_bear_long_ptp2.0,5,2,2.618,0.1,all,bear,long,2.0,2890,165.9,1.145,0.155,42.98,12/18,12442.0,
lb5_h2_ext2.618_sl0.1_all_bear_short_ptpnone,5,2,2.618,0.1,all,bear,short,,2818,20.4,1.018,0.014,44.07,10/18,1533.0,
lb5_h2_ext2.618_sl0.1_all_bear_short_ptp1.0,5,2,2.618,0.1,all,bear,short,1.0,2818,497.6,1.5,1.33,49.22,17/18,37320.0,
lb5_h2_ext2.618_sl0.1_all_bear_short_ptp2.0,5,2,2.618,0.1,all,bear,short,2.0,2818,370.7,1.34,0.605,45.64,17/18,27800.0,
lb5_h2_ext2.618_sl0.1_all_bull_strong_long_ptpnone,5,2,2.618,0.1,all,bull_strong,long,,5110,7.5,1.004,0.002,45.77,10/21,561.0,
lb5_h2_ext2.618_sl0.1_all_bull_strong_long_ptp1.0,5,2,2.618,0.1,all,bull_strong,long,1.0,5110,809.4,1.465,1.361,51.12,18/21,60704.0,
lb5_h2_ext2.618_sl0.1_all_bull_strong_long_ptp2.0,5,2,2.618,0.1,all,bull_strong,long,2.0,5110,563.2,1.295,0.495,47.1,15/21,42242.0,
lb5_h2_ext2.618_sl0.1_all_bull_strong_short_ptpnone,5,2,2.618,0.1,all,bull_strong,short,,5535,-131.1,0.94,-0.038,41.73,8/21,-9829.0,
lb5_h2_ext2.618_sl0.1_all_bull_strong_short_ptp1.0,5,2,2.618,0.1,all,bull_strong,short,1.0,5535,768.9,1.398,1.961,47.95,20/21,57668.0,
lb5_h2_ext2.618_sl0.1_all_bull_strong_short_ptp2.0,5,2,2.618,0.1,all,bull_strong,short,2.0,5535,534.0,1.251,0.751,43.07,20/21,40047.0,
lb5_h2_ext2.618_sl0.1_all_bear_strong_long_ptpnone,5,2,2.618,0.1,all,bear_strong,long,,2314,-131.7,0.86,-0.044,41.53,6/14,-9880.0,
lb5_h2_ext2.618_sl0.1_all_bear_strong_long_ptp1.0,5,2,2.618,0.1,all,bear_strong,long,1.0,2314,231.2,1.28,0.439,47.19,11/14,17343.0,
lb5_h2_ext2.618_sl0.1_all_bear_strong_long_ptp2.0,5,2,2.618,0.1,all,bear_strong,long,2.0,2314,101.6,1.111,0.12,42.61,11/14,7618.0,
lb5_h2_ext2.618_sl0.1_all_bear_strong_short_ptpnone,5,2,2.618,0.1,all,bear_strong,short,,2235,23.0,1.026,0.03,43.94,6/14,1727.0,
lb5_h2_ext2.618_sl0.1_all_bear_strong_short_ptp1.0,5,2,2.618,0.1,all,bear_strong,short,1.0,2235,402.5,1.511,1.153,49.08,12/14,30188.0,
lb5_h2_ext2.618_sl0.1_all_bear_strong_short_ptp2.0,5,2,2.618,0.1,all,bear_strong,short,2.0,2235,305.3,1.355,0.617,45.5,12/14,22896.0,
lb5_h2_ext2.618_sl0.1_london_any_long_ptpnone,5,2,2.618,0.1,london,any,long,,3379,141.5,1.098,0.073,44.48,13/21,10615.0,
lb5_h2_ext2.618_sl0.1_london_any_long_ptp1.0,5,2,2.618,0.1,london,any,long,1.0,3379,766.1,1.609,1.134,50.84,20/21,57458.0,
lb5_h2_ext2.618_sl0.1_london_any_long_ptp2.0,5,2,2.618,0.1,london,any,long,2.0,3379,629.8,1.454,0.721,46.17,19/21,47234.0,
lb5_h2_ext2.618_sl0.1_london_any_short_ptpnone,5,2,2.618,0.1,london,any,short,,3555,159.3,1.105,0.087,44.44,13/21,11950.0,
lb5_h2_ext2.618_sl0.1_london_any_short_ptp1.0,5,2,2.618,0.1,london,any,short,1.0,3555,889.5,1.688,2.955,52.24,21/21,66714.0,
lb5_h2_ext2.618_sl0.1_london_any_short_ptp2.0,5,2,2.618,0.1,london,any,short,2.0,3555,731.1,1.501,1.688,46.39,20/21,54831.0,
lb5_h2_ext2.618_sl0.1_london_bull_long_ptpnone,5,2,2.618,0.1,london,bull,long,,2214,151.4,1.164,0.239,46.3,14/21,11357.0,
lb5_h2_ext2.618_sl0.1_london_bull_long_ptp1.0,5,2,2.618,0.1,london,bull,long,1.0,2214,557.1,1.692,1.903,52.57,20/21,41780.0,
lb5_h2_ext2.618_sl0.1_london_bull_long_ptp2.0,5,2,2.618,0.1,london,bull,long,2.0,2214,474.1,1.537,1.414,48.06,20/21,35560.0,
lb5_h2_ext2.618_sl0.1_london_bull_short_ptpnone,5,2,2.618,0.1,london,bull,short,,2421,89.6,1.087,0.07,43.7,12/21,6721.0,
lb5_h2_ext2.618_sl0.1_london_bull_short_ptp1.0,5,2,2.618,0.1,london,bull,short,1.0,2421,586.5,1.672,2.002,52.0,20/21,43991.0,
lb5_h2_ext2.618_sl0.1_london_bull_short_ptp2.0,5,2,2.618,0.1,london,bull,short,2.0,2421,484.1,1.488,1.15,45.52,18/21,36306.0,
lb5_h2_ext2.618_sl0.1_london_bear_long_ptpnone,5,2,2.618,0.1,london,bear,long,,1165,-9.9,0.981,-0.007,41.03,10/18,-742.0,
lb5_h2_ext2.618_sl0.1_london_bear_long_ptp1.0,5,2,2.618,0.1,london,bear,long,1.0,1165,209.0,1.461,0.384,47.55,15/18,15678.0,
lb5_h2_ext2.618_sl0.1_london_bear_long_ptp2.0,5,2,2.618,0.1,london,bear,long,2.0,1165,155.7,1.309,0.195,42.58,13/18,11674.0,
lb5_h2_ext2.618_sl0.1_london_bear_short_ptpnone,5,2,2.618,0.1,london,bear,short,,1134,69.7,1.142,0.077,46.03,13/18,5229.0,
lb5_h2_ext2.618_sl0.1_london_bear_short_ptp1.0,5,2,2.618,0.1,london,bear,short,1.0,1134,303.0,1.72,0.974,52.73,16/18,22723.0,
lb5_h2_ext2.618_sl0.1_london_bear_short_ptp2.0,5,2,2.618,0.1,london,bear,short,2.0,1134,247.0,1.529,0.676,48.24,15/18,18525.0,
