rule,k,entry_off,sl_buf,tp_r,session,ctx,n,per_yr,pf,mar,wr,pos_years,gate_pass
15min,4,0.25,0.1,3.0,all,down,416,63,0.918,-0.11,0.298,3/8,False
15min,4,0.25,0.1,3.0,kz,up,402,60,0.926,-0.08,0.294,2/8,False
15min,4,0.25,0.1,3.0,kz,off,643,96,0.979,-0.03,0.306,3/8,False
15min,4,0.25,0.1,3.0,kz,down,241,36,1.071,0.13,0.328,4/8,False
15min,4,0.25,0.25,1.0,all,up,748,112,0.647,-0.15,0.48,0/8,False
15min,4,0.25,0.25,1.0,all,off,1174,175,0.646,-0.15,0.481,0/8,False
15min,4,0.25,0.25,1.0,all,down,426,64,0.643,-0.14,0.484,0/8,False
15min,4,0.25,0.25,1.0,kz,up,413,62,0.732,-0.14,0.504,1/8,False
15min,4,0.25,0.25,1.0,kz,off,662,99,0.714,-0.14,0.5,0/8,False
15min,4,0.25,0.25,1.0,kz,down,249,37,0.685,-0.14,0.494,0/8,False
15min,4,0.25,0.25,1.5,all,up,748,112,0.72,-0.14,0.39,0/8,False
15min,4,0.25,0.25,1.5,all,off,1174,175,0.73,-0.14,0.395,0/8,False
15min,4,0.25,0.25,1.5,all,down,426,64,0.749,-0.13,0.404,2/8,False
15min,4,0.25,0.25,1.5,kz,up,413,62,0.771,-0.14,0.402,2/8,False
15min,4,0.25,0.25,1.5,kz,off,662,99,0.794,-0.14,0.411,0/8,False
15min,4,0.25,0.25,1.5,kz,down,249,37,0.834,-0.12,0.426,2/8,False
15min,4,0.25,0.25,2.0,all,up,748,112,0.771,-0.14,0.336,1/8,False
15min,4,0.25,0.25,2.0,all,off,1174,175,0.793,-0.14,0.342,1/8,False
15min,4,0.25,0.25,2.0,all,down,426,64,0.831,-0.12,0.352,2/8,False
15min,4,0.25,0.25,2.0,kz,up,413,62,0.787,-0.13,0.334,2/8,False
15min,4,0.25,0.25,2.0,kz,off,662,99,0.843,-0.13,0.35,2/8,False
15min,4,0.25,0.25,2.0,kz,down,249,37,0.94,-0.07,0.378,3/8,False
15min,4,0.25,0.25,3.0,all,up,748,112,0.851,-0.12,0.27,1/8,False
15min,4,0.25,0.25,3.0,all,off,1174,175,0.867,-0.13,0.272,2/8,False
15min,4,0.25,0.25,3.0,all,down,426,64,0.895,-0.09,0.275,2/8,False
15min,4,0.25,0.25,3.0,kz,up,413,62,0.895,-0.1,0.274,3/8,False
15min,4,0.25,0.25,3.0,kz,off,662,99,0.93,-0.09,0.281,4/8,False
15min,4,0.25,0.25,3.0,kz,down,249,37,0.99,-0.01,0.293,2/8,False
1h,2,0.0,0.05,1.0,all,up,99,15,0.066,-0.15,0.253,1/8,False
1h,2,0.0,0.05,1.0,all,off,150,23,0.055,-0.15,0.233,1/8,False
1h,2,0.0,0.05,1.0,all,down,51,8,0.038,-0.16,0.196,1/8,False
1h,2,0.0,0.05,1.0,kz,up,61,9,0.068,-0.16,0.279,1/8,False
1h,2,0.0,0.05,1.0,kz,off,94,14,0.066,-0.16,0.266,1/8,False
1h,2,0.0,0.05,1.5,all,up,99,15,0.291,-0.15,0.434,1/8,False
1h,2,0.0,0.05,1.5,all,off,150,23,0.246,-0.15,0.4,1/8,False
1h,2,0.0,0.05,1.5,all,down,51,8,0.18,-0.15,0.333,1/8,False
1h,2,0.0,0.05,1.5,kz,up,61,9,0.249,-0.16,0.393,1/8,False
1h,2,0.0,0.05,1.5,kz,off,94,14,0.25,-0.15,0.394,1/8,False
1h,2,0.0,0.05,2.0,all,up,99,15,0.532,-0.14,0.535,2/8,False
1h,2,0.0,0.05,2.0,all,off,150,23,0.45,-0.14,0.527,1/8,False
1h,2,0.0,0.05,2.0,all,down,51,8,0.332,-0.15,0.51,1/8,False
1h,2,0.0,0.05,2.0,kz,up,61,9,0.398,-0.15,0.443,2/8,False
1h,2,0.0,0.05,2.0,kz,off,94,14,0.412,-0.15,0.489,2/8,False
1h,2,0.0,0.05,3.0,all,up,99,15,0.937,-0.04,0.566,4/8,False
1h,2,0.0,0.05,3.0,all,off,150,23,0.833,-0.09,0.547,4/8,False
1h,2,0.0,0.05,3.0,all,down,51,8,0.67,-0.1,0.51,3/8,False
1h,2,0.0,0.05,3.0,kz,up,61,9,0.902,-0.05,0.557,3/8,False
1h,2,0.0,0.05,3.0,kz,off,94,14,0.882,-0.08,0.553,3/8,False
1h,2,0.0,0.1,1.0,all,up,117,18,0.379,-0.15,0.538,1/8,False
1h,2,0.0,0.1,1.0,all,off,183,28,0.291,-0.15,0.508,1/8,False
1h,2,0.0,0.1,1.0,all,down,66,10,0.19,-0.15,0.455,0/8,False
1h,2,0.0,0.1,1.0,kz,up,75,11,0.272,-0.16,0.44,1/8,False
1h,2,0.0,0.1,1.0,kz,off,117,18,0.245,-0.15,0.453,1/8,False
1h,2,0.0,0.1,1.0,kz,down,42,7,0.205,-0.15,0.476,2/8,False
1h,2,0.0,0.1,1.5,all,up,117,18,0.668,-0.12,0.573,2/8,False
1h,2,0.0,0.1,1.5,all,off,183,28,0.548,-0.14,0.53,1/8,False
1h,2,0.0,0.1,1.5,all,down,66,10,0.393,-0.15,0.455,1/8,False
1h,2,0.0,0.1,1.5,kz,up,75,11,0.58,-0.14,0.533,3/8,False
1h,2,0.0,0.1,1.5,kz,off,117,18,0.511,-0.14,0.504,2/8,False
1h,2,0.0,0.1,1.5,kz,down,42,7,0.416,-0.14,0.452,1/8,False
1h,2,0.0,0.1,2.0,all,up,117,18,0.882,-0.06,0.53,5/8,False
1h,2,0.0,0.1,2.0,all,off,183,28,0.763,-0.12,0.497,3/8,False
1h,2,0.0,0.1,2.0,all,down,66,10,0.598,-0.12,0.439,3/8,False
1h,2,0.0,0.1,2.0,kz,up,75,11,0.92,-0.04,0.533,5/8,False
1h,2,0.0,0.1,2.0,kz,off,117,18,0.781,-0.12,0.496,2/8,False
1h,2,0.0,0.1,2.0,kz,down,42,7,0.599,-0.11,0.429,4/8,False
1h,2,0.0,0.1,3.0,all,up,117,18,0.996,-0.0,0.436,6/8,False
1h,2,0.0,0.1,3.0,all,off,183,28,0.926,-0.06,0.415,4/8,False
1h,2,0.0,0.1,3.0,all,down,66,10,0.819,-0.07,0.379,3/8,False
1h,2,0.0,0.1,3.0,kz,up,75,11,0.954,-0.02,0.427,5/8,False
1h,2,0.0,0.1,3.0,kz,off,117,18,0.946,-0.05,0.419,4/8,False
1h,2,0.0,0.1,3.0,kz,down,42,7,0.933,-0.03,0.405,4/8,False
1h,2,0.0,0.25,1.0,all,up,141,22,0.647,-0.13,0.532,1/8,False
1h,2,0.0,0.25,1.0,all,off,219,34,0.658,-0.13,0.539,3/8,False
1h,2,0.0,0.25,1.0,all,down,78,12,0.679,-0.11,0.551,2/8,False
1h,2,0.0,0.25,1.0,kz,up,86,13,0.656,-0.12,0.535,1/8,False
1h,2,0.0,0.25,1.0,kz,off,135,21,0.685,-0.13,0.548,3/8,False
1h,2,0.0,0.25,1.0,kz,down,49,8,0.74,-0.08,0.571,3/8,False
1h,2,0.0,0.25,1.5,all,up,141,22,0.762,-0.1,0.447,3/8,False
1h,2,0.0,0.25,1.5,all,off,219,34,0.792,-0.12,0.457,4/8,False
1h,2,0.0,0.25,1.5,all,down,78,12,0.847,-0.07,0.474,4/8,False
1h,2,0.0,0.25,1.5,kz,up,86,13,0.935,-0.04,0.5,4/8,False
1h,2,0.0,0.25,1.5,kz,off,135,21,0.923,-0.06,0.496,4/8,False
1h,2,0.0,0.25,1.5,kz,down,49,8,0.902,-0.03,0.49,4/8,False
1h,2,0.0,0.25,2.0,all,up,141,22,0.704,-0.12,0.348,3/8,False
1h,2,0.0,0.25,2.0,all,off,219,34,0.777,-0.12,0.37,3/8,False
1h,2,0.0,0.25,2.0,all,down,78,12,0.92,-0.03,0.41,3/8,False
1h,2,0.0,0.25,2.0,kz,up,86,13,0.776,-0.12,0.372,3/8,False
1h,2,0.0,0.25,2.0,kz,off,135,21,0.824,-0.11,0.385,2/8,False
1h,2,0.0,0.25,2.0,kz,down,49,8,0.913,-0.03,0.408,4/8,False
1h,2,0.0,0.25,3.0,all,up,141,22,0.831,-0.09,0.284,3/8,False
1h,2,0.0,0.25,3.0,all,off,219,34,0.867,-0.11,0.292,2/8,False
1h,2,0.0,0.25,3.0,all,down,78,12,0.935,-0.03,0.308,3/8,False
1h,2,0.0,0.25,3.0,kz,up,86,13,1.008,0.01,0.326,4/8,False
1h,2,0.0,0.25,3.0,kz,off,135,21,0.915,-0.08,0.304,3/8,False
1h,2,0.0,0.25,3.0,kz,down,49,8,0.764,-0.08,0.265,4/8,False
1h,2,0.1,0.05,1.0,all,up,147,22,0.561,-0.14,0.578,1/8,False
1h,2,0.1,0.05,1.0,all,off,223,34,0.529,-0.14,0.565,1/8,False
1h,2,0.1,0.05,1.0,all,down,76,12,0.472,-0.14,0.539,2/8,False
1h,2,0.1,0.05,1.0,kz,up,89,14,0.404,-0.15,0.494,1/8,False
1h,2,0.1,0.05,1.0,kz,off,136,21,0.441,-0.15,0.515,1/8,False
1h,2,0.1,0.05,1.0,kz,down,47,7,0.521,-0.13,0.553,2/8,False
1h,2,0.1,0.05,1.5,all,up,147,22,0.694,-0.13,0.476,2/8,False
1h,2,0.1,0.05,1.5,all,off,223,34,0.667,-0.13,0.471,1/8,False
1h,2,0.1,0.05,1.5,all,down,76,12,0.618,-0.13,0.461,1/8,False
1h,2,0.1,0.05,1.5,kz,up,89,14,0.524,-0.15,0.404,1/8,False
1h,2,0.1,0.05,1.5,kz,off,136,21,0.598,-0.14,0.441,1/8,False
1h,2,0.1,0.05,1.5,kz,down,47,7,0.757,-0.11,0.511,2/8,False
1h,2,0.1,0.05,2.0,all,up,147,22,0.8,-0.12,0.429,2/8,False
1h,2,0.1,0.05,2.0,all,off,223,34,0.747,-0.12,0.413,1/8,False
1h,2,0.1,0.05,2.0,all,down,76,12,0.653,-0.12,0.382,1/8,False
1h,2,0.1,0.05,2.0,kz,up,89,14,0.612,-0.15,0.371,2/8,False
1h,2,0.1,0.05,2.0,kz,off,136,21,0.649,-0.13,0.382,1/8,False
1h,2,0.1,0.05,2.0,kz,down,47,7,0.721,-0.11,0.404,3/8,False
1h,2,0.1,0.05,3.0,all,up,147,22,1.022,0.02,0.367,4/8,False
1h,2,0.1,0.05,3.0,all,off,223,34,0.887,-0.09,0.336,3/8,False
1h,2,0.1,0.05,3.0,all,down,76,12,0.665,-0.12,0.276,2/8,False
1h,2,0.1,0.05,3.0,kz,up,89,14,0.923,-0.06,0.348,3/8,False
1h,2,0.1,0.05,3.0,kz,off,136,21,0.859,-0.1,0.331,3/8,False
1h,2,0.1,0.05,3.0,kz,down,47,7,0.747,-0.11,0.298,3/8,False
1h,2,0.1,0.1,1.0,all,up,156,24,0.549,-0.14,0.519,1/8,False
1h,2,0.1,0.1,1.0,all,off,238,36,0.504,-0.14,0.5,1/8,False
1h,2,0.1,0.1,1.0,all,down,82,13,0.431,-0.14,0.463,1/8,False
1h,2,0.1,0.1,1.0,kz,up,96,15,0.449,-0.15,0.469,1/8,False
1h,2,0.1,0.1,1.0,kz,off,147,23,0.459,-0.15,0.476,1/8,False
1h,2,0.1,0.1,1.0,kz,down,51,8,0.478,-0.14,0.49,2/8,False
1h,2,0.1,0.1,1.5,all,up,156,24,0.695,-0.13,0.449,1/8,False
1h,2,0.1,0.1,1.5,all,off,238,36,0.642,-0.14,0.429,1/8,False
1h,2,0.1,0.1,1.5,all,down,82,13,0.551,-0.14,0.39,1/8,False
1h,2,0.1,0.1,1.5,kz,up,96,15,0.594,-0.15,0.417,2/8,False
1h,2,0.1,0.1,1.5,kz,off,147,23,0.579,-0.14,0.408,1/8,False
1h,2,0.1,0.1,1.5,kz,down,51,8,0.555,-0.13,0.392,3/8,False
1h,2,0.1,0.1,2.0,all,up,156,24,0.808,-0.11,0.397,2/8,False
1h,2,0.1,0.1,2.0,all,off,238,36,0.718,-0.13,0.37,1/8,False
1h,2,0.1,0.1,2.0,all,down,82,13,0.569,-0.14,0.317,2/8,False
1h,2,0.1,0.1,2.0,kz,up,96,15,0.755,-0.15,0.385,3/8,False
1h,2,0.1,0.1,2.0,kz,off,147,23,0.681,-0.14,0.361,1/8,False
1h,2,0.1,0.1,2.0,kz,down,51,8,0.558,-0.13,0.314,3/8,False
1h,2,0.1,0.1,3.0,all,up,156,24,1.014,0.01,0.34,5/8,False
1h,2,0.1,0.1,3.0,all,off,238,36,0.837,-0.12,0.298,2/8,False
1h,2,0.1,0.1,3.0,all,down,82,13,0.555,-0.16,0.22,1/8,False
1h,2,0.1,0.1,3.0,kz,up,96,15,1.068,0.06,0.354,6/8,False
1h,2,0.1,0.1,3.0,kz,off,147,23,0.837,-0.1,0.299,3/8,False
1h,2,0.1,0.1,3.0,kz,down,51,8,0.49,-0.15,0.196,3/8,False
1h,2,0.1,0.25,1.0,all,up,167,25,0.615,-0.13,0.479,2/8,False
1h,2,0.1,0.25,1.0,all,off,255,39,0.652,-0.14,0.494,2/8,False
1h,2,0.1,0.25,1.0,all,down,88,14,0.729,-0.14,0.523,3/8,False
1h,2,0.1,0.25,1.0,kz,up,100,15,0.685,-0.13,0.51,1/8,False
1h,2,0.1,0.25,1.0,kz,off,154,24,0.695,-0.13,0.513,2/8,False
1h,2,0.1,0.25,1.0,kz,down,54,8,0.712,-0.12,0.519,5/8,False
1h,2,0.1,0.25,1.5,all,up,167,25,0.786,-0.13,0.419,3/8,False
1h,2,0.1,0.25,1.5,all,off,255,39,0.713,-0.14,0.396,2/8,False
1h,2,0.1,0.25,1.5,all,down,88,14,0.589,-0.16,0.352,1/8,False
1h,2,0.1,0.25,1.5,kz,up,100,15,0.813,-0.15,0.43,2/8,False
1h,2,0.1,0.25,1.5,kz,off,154,24,0.689,-0.15,0.39,1/8,False
1h,2,0.1,0.25,1.5,kz,down,54,8,0.498,-0.15,0.315,2/8,False
1h,2,0.1,0.25,2.0,all,up,167,25,0.737,-0.13,0.329,2/8,False
1h,2,0.1,0.25,2.0,all,off,255,39,0.724,-0.14,0.325,2/8,False
1h,2,0.1,0.25,2.0,all,down,88,14,0.699,-0.14,0.318,1/8,False
1h,2,0.1,0.25,2.0,kz,up,100,15,0.876,-0.08,0.37,4/8,False
1h,2,0.1,0.25,2.0,kz,off,154,24,0.762,-0.14,0.338,4/8,False
1h,2,0.1,0.25,2.0,kz,down,54,8,0.576,-0.13,0.278,3/8,False
1h,2,0.1,0.25,3.0,all,up,167,25,0.757,-0.11,0.251,3/8,False
1h,2,0.1,0.25,3.0,all,off,255,39,0.732,-0.12,0.243,3/8,False
1h,2,0.1,0.25,3.0,all,down,88,14,0.685,-0.14,0.227,2/8,False
1h,2,0.1,0.25,3.0,kz,up,100,15,0.859,-0.07,0.27,4/8,False
1h,2,0.1,0.25,3.0,kz,off,154,24,0.735,-0.11,0.24,3/8,False
1h,2,0.1,0.25,3.0,kz,down,54,8,0.529,-0.13,0.185,4/8,False
1h,2,0.25,0.05,1.0,all,up,194,29,0.79,-0.12,0.552,3/8,False
1h,2,0.25,0.05,1.0,all,off,300,45,0.694,-0.14,0.52,1/8,False
1h,2,0.25,0.05,1.0,all,down,106,16,0.548,-0.14,0.462,1/8,False
1h,2,0.25,0.05,1.0,kz,up,121,19,0.801,-0.1,0.562,3/8,False
1h,2,0.25,0.05,1.0,kz,off,185,28,0.71,-0.14,0.53,3/8,False
1h,2,0.25,0.05,1.0,kz,down,64,10,0.566,-0.14,0.469,2/8,False
1h,2,0.25,0.05,1.5,all,up,194,29,0.952,-0.04,0.474,4/8,False
1h,2,0.25,0.05,1.5,all,off,300,45,0.849,-0.13,0.447,4/8,False
1h,2,0.25,0.05,1.5,all,down,106,16,0.686,-0.15,0.396,0/8,False
1h,2,0.25,0.05,1.5,kz,up,121,19,1.05,0.04,0.504,4/8,False
1h,2,0.25,0.05,1.5,kz,off,185,28,0.944,-0.05,0.476,4/8,False
1h,2,0.25,0.05,1.5,kz,down,64,10,0.768,-0.11,0.422,2/8,False
1h,2,0.25,0.05,2.0,all,up,194,29,0.884,-0.09,0.376,3/8,False
1h,2,0.25,0.05,2.0,all,off,300,45,0.811,-0.13,0.357,2/8,False
1h,2,0.25,0.05,2.0,all,down,106,16,0.686,-0.16,0.321,1/8,False
1h,2,0.25,0.05,2.0,kz,up,121,19,0.916,-0.07,0.388,5/8,False
1h,2,0.25,0.05,2.0,kz,off,185,28,0.823,-0.11,0.362,3/8,False
1h,2,0.25,0.05,2.0,kz,down,64,10,0.665,-0.14,0.312,2/8,False
1h,2,0.25,0.05,3.0,all,up,194,29,0.867,-0.07,0.284,3/8,False
1h,2,0.25,0.05,3.0,all,off,300,45,0.792,-0.12,0.263,2/8,False
1h,2,0.25,0.05,3.0,all,down,106,16,0.664,-0.14,0.226,3/8,False
1h,2,0.25,0.05,3.0,kz,up,121,19,0.931,-0.04,0.298,3/8,False
1h,2,0.25,0.05,3.0,kz,off,185,28,0.847,-0.09,0.276,4/8,False
1h,2,0.25,0.05,3.0,kz,down,64,10,0.7,-0.14,0.234,3/8,False
1h,2,0.25,0.1,1.0,all,up,199,30,0.844,-0.1,0.553,4/8,False
1h,2,0.25,0.1,1.0,all,off,306,46,0.69,-0.14,0.503,1/8,False
1h,2,0.25,0.1,1.0,all,down,107,17,0.473,-0.15,0.411,0/8,False
1h,2,0.25,0.1,1.0,kz,up,124,19,0.925,-0.04,0.581,3/8,False
1h,2,0.25,0.1,1.0,kz,off,189,29,0.739,-0.14,0.524,3/8,False
1h,2,0.25,0.1,1.0,kz,down,65,10,0.483,-0.14,0.415,2/8,False
1h,2,0.25,0.1,1.5,all,up,199,30,0.876,-0.09,0.442,4/8,False
1h,2,0.25,0.1,1.5,all,off,306,46,0.771,-0.13,0.412,2/8,False
1h,2,0.25,0.1,1.5,all,down,107,17,0.602,-0.15,0.355,1/8,False
1h,2,0.25,0.1,1.5,kz,up,124,19,0.956,-0.03,0.468,6/8,False
1h,2,0.25,0.1,1.5,kz,off,189,29,0.783,-0.13,0.418,3/8,False
1h,2,0.25,0.1,1.5,kz,down,65,10,0.523,-0.13,0.323,2/8,False
1h,2,0.25,0.1,2.0,all,up,199,30,0.828,-0.11,0.352,3/8,False
1h,2,0.25,0.1,2.0,all,off,306,46,0.75,-0.14,0.33,2/8,False
1h,2,0.25,0.1,2.0,all,down,107,17,0.617,-0.16,0.29,2/8,False
1h,2,0.25,0.1,2.0,kz,up,124,19,0.951,-0.04,0.387,4/8,False
1h,2,0.25,0.1,2.0,kz,off,189,29,0.81,-0.11,0.349,3/8,False
1h,2,0.25,0.1,2.0,kz,down,65,10,0.581,-0.14,0.277,1/8,False
1h,2,0.25,0.1,3.0,all,up,199,30,0.846,-0.1,0.276,3/8,False
1h,2,0.25,0.1,3.0,all,off,306,46,0.799,-0.13,0.261,2/8,False
1h,2,0.25,0.1,3.0,all,down,107,17,0.716,-0.11,0.234,3/8,False
1h,2,0.25,0.1,3.0,kz,up,124,19,0.918,-0.06,0.29,3/8,False
1h,2,0.25,0.1,3.0,kz,off,189,29,0.842,-0.11,0.27,4/8,False
1h,2,0.25,0.1,3.0,kz,down,65,10,0.707,-0.13,0.231,3/8,False
1h,2,0.25,0.25,1.0,all,up,203,31,0.804,-0.13,0.512,3/8,False
1h,2,0.25,0.25,1.0,all,off,311,47,0.749,-0.14,0.495,0/8,False
1h,2,0.25,0.25,1.0,all,down,108,17,0.654,-0.15,0.463,0/8,False
1h,2,0.25,0.25,1.0,kz,up,124,19,0.889,-0.1,0.54,4/8,False
1h,2,0.25,0.25,1.0,kz,off,189,29,0.781,-0.14,0.508,1/8,False
1h,2,0.25,0.25,1.0,kz,down,65,10,0.608,-0.13,0.446,1/8,False
1h,2,0.25,0.25,1.5,all,up,203,31,0.797,-0.12,0.404,3/8,False
1h,2,0.25,0.25,1.5,all,off,311,47,0.704,-0.14,0.373,2/8,False
1h,2,0.25,0.25,1.5,all,down,108,17,0.549,-0.16,0.315,1/8,False
1h,2,0.25,0.25,1.5,kz,up,124,19,0.906,-0.08,0.435,4/8,False
1h,2,0.25,0.25,1.5,kz,off,189,29,0.743,-0.14,0.386,2/8,False
1h,2,0.25,0.25,1.5,kz,down,65,10,0.491,-0.15,0.292,2/8,False
1h,2,0.25,0.25,2.0,all,up,203,31,0.792,-0.12,0.34,4/8,False
1h,2,0.25,0.25,2.0,all,off,311,47,0.732,-0.14,0.318,2/8,False
1h,2,0.25,0.25,2.0,all,down,108,17,0.629,-0.16,0.278,2/8,False
1h,2,0.25,0.25,2.0,kz,up,124,19,0.873,-0.08,0.355,2/8,False
1h,2,0.25,0.25,2.0,kz,off,189,29,0.764,-0.13,0.323,3/8,False
1h,2,0.25,0.25,2.0,kz,down,65,10,0.579,-0.15,0.262,2/8,False
1h,2,0.25,0.25,3.0,all,up,203,31,0.895,-0.07,0.296,3/8,False
1h,2,0.25,0.25,3.0,all,off,311,47,0.875,-0.1,0.28,3/8,False
1h,2,0.25,0.25,3.0,all,down,108,17,0.84,-0.08,0.25,3/8,False
1h,2,0.25,0.25,3.0,kz,up,124,19,0.972,-0.02,0.298,3/8,False
1h,2,0.25,0.25,3.0,kz,off,189,29,0.894,-0.07,0.275,4/8,False
1h,2,0.25,0.25,3.0,kz,down,65,10,0.756,-0.12,0.231,2/8,False
1h,3,0.0,0.05,1.0,all,up,64,10,0.142,-0.16,0.391,0/7,False
1h,3,0.0,0.05,1.0,all,off,96,15,0.151,-0.15,0.344,1/8,False
1h,3,0.0,0.05,1.0,kz,up,44,7,0.113,-0.16,0.341,1/7,False
1h,3,0.0,0.05,1.0,kz,off,66,10,0.134,-0.15,0.318,1/8,False
1h,3,0.0,0.05,1.5,all,up,64,10,0.472,-0.15,0.547,1/7,False
1h,3,0.0,0.05,1.5,all,off,96,15,0.472,-0.15,0.562,0/8,False
1h,3,0.0,0.05,1.5,kz,up,44,7,0.363,-0.16,0.523,1/7,False
1h,3,0.0,0.05,1.5,kz,off,66,10,0.396,-0.15,0.545,2/8,False
1h,3,0.0,0.05,2.0,all,up,64,10,0.725,-0.09,0.594,3/7,False
1h,3,0.0,0.05,2.0,all,off,96,15,0.742,-0.13,0.604,2/8,False
1h,3,0.0,0.05,2.0,kz,up,44,7,0.561,-0.14,0.545,2/7,False
1h,3,0.0,0.05,2.0,kz,off,66,10,0.641,-0.15,0.576,2/8,False
1h,3,0.0,0.05,3.0,all,up,64,10,1.434,0.27,0.625,5/7,False
1h,3,0.0,0.05,3.0,all,off,96,15,1.447,0.44,0.625,6/8,False
1h,3,0.0,0.05,3.0,kz,up,44,7,1.295,0.15,0.614,4/7,False
1h,3,0.0,0.05,3.0,kz,off,66,10,1.372,0.32,0.621,5/8,False
1h,3,0.0,0.1,1.0,all,up,72,12,0.443,-0.15,0.569,1/7,False
1h,3,0.0,0.1,1.0,all,off,107,16,0.454,-0.15,0.579,0/8,False
1h,3,0.0,0.1,1.0,kz,up,49,8,0.373,-0.16,0.531,1/7,False
1h,3,0.0,0.1,1.0,kz,off,73,11,0.399,-0.15,0.548,1/8,False
1h,3,0.0,0.1,1.5,all,up,72,12,0.913,-0.04,0.611,4/7,False
1h,3,0.0,0.1,1.5,all,off,107,16,0.917,-0.06,0.607,3/8,False
1h,3,0.0,0.1,1.5,kz,up,49,8,0.827,-0.07,0.592,4/7,False
1h,3,0.0,0.1,1.5,kz,off,73,11,0.837,-0.1,0.589,3/8,False
1h,3,0.0,0.1,2.0,all,up,72,12,1.135,0.09,0.556,4/7,False
1h,3,0.0,0.1,2.0,all,off,107,16,1.173,0.16,0.561,6/8,False
1h,3,0.0,0.1,2.0,kz,up,49,8,1.295,0.17,0.592,5/7,False
1h,3,0.0,0.1,2.0,kz,off,73,11,1.231,0.19,0.575,6/8,False
1h,3,0.0,0.1,3.0,all,up,72,12,1.255,0.15,0.444,5/7,False
1h,3,0.0,0.1,3.0,all,off,107,16,1.281,0.21,0.449,5/8,False
1h,3,0.0,0.1,3.0,kz,up,49,8,1.346,0.21,0.469,4/7,False
1h,3,0.0,0.1,3.0,kz,off,73,11,1.422,0.39,0.479,6/8,False
1h,3,0.0,0.25,1.0,all,up,82,13,0.87,-0.04,0.573,5/7,False
1h,3,0.0,0.25,1.0,all,off,123,19,0.852,-0.08,0.569,3/8,False
1h,3,0.0,0.25,1.0,all,down,41,6,0.818,-0.08,0.561,3/8,False
1h,3,0.0,0.25,1.0,kz,up,57,9,0.857,-0.05,0.579,4/7,False
1h,3,0.0,0.25,1.0,kz,off,86,13,0.792,-0.11,0.558,4/8,False
1h,3,0.0,0.25,1.5,all,up,82,13,0.974,-0.01,0.476,5/7,False
1h,3,0.0,0.25,1.5,all,off,123,19,0.95,-0.03,0.472,4/8,False
1h,3,0.0,0.25,1.5,all,down,41,6,0.903,-0.06,0.463,4/8,False
1h,3,0.0,0.25,1.5,kz,up,57,9,1.143,0.06,0.526,5/7,False
1h,3,0.0,0.25,1.5,kz,off,86,13,1.034,0.02,0.5,4/8,False
1h,3,0.0,0.25,2.0,all,up,82,13,1.122,0.06,0.439,4/7,False
1h,3,0.0,0.25,2.0,all,off,123,19,1.055,0.04,0.423,5/8,False
1h,3,0.0,0.25,2.0,all,down,41,6,0.93,-0.03,0.39,3/8,False
1h,3,0.0,0.25,2.0,kz,up,57,9,1.29,0.14,0.474,5/7,False
1h,3,0.0,0.25,2.0,kz,off,86,13,1.14,0.12,0.442,4/8,False
1h,3,0.0,0.25,3.0,all,up,82,13,0.926,-0.04,0.305,5/7,False
1h,3,0.0,0.25,3.0,all,off,123,19,0.97,-0.03,0.309,4/8,False
1h,3,0.0,0.25,3.0,all,down,41,6,1.061,0.03,0.317,5/8,False
1h,3,0.0,0.25,3.0,kz,up,57,9,0.956,-0.02,0.298,4/7,False
1h,3,0.0,0.25,3.0,kz,off,86,13,0.926,-0.06,0.291,3/8,False
1h,3,0.1,0.05,1.0,all,up,85,14,0.552,-0.14,0.553,0/7,False
1h,3,0.1,0.05,1.0,all,off,127,19,0.579,-0.15,0.559,0/8,False
1h,3,0.1,0.05,1.0,all,down,42,6,0.637,-0.13,0.571,2/8,False
1h,3,0.1,0.05,1.0,kz,up,59,9,0.424,-0.15,0.508,1/7,False
1h,3,0.1,0.05,1.0,kz,off,87,13,0.526,-0.15,0.552,0/8,False
1h,3,0.1,0.05,1.5,all,up,85,14,0.69,-0.13,0.459,2/7,False
1h,3,0.1,0.05,1.5,all,off,127,19,0.737,-0.14,0.472,1/8,False
1h,3,0.1,0.05,1.5,all,down,42,6,0.842,-0.09,0.5,2/8,False
1h,3,0.1,0.05,1.5,kz,up,59,9,0.566,-0.14,0.424,3/7,False
1h,3,0.1,0.05,1.5,kz,off,87,13,0.666,-0.13,0.46,2/8,False
1h,3,0.1,0.05,2.0,all,up,85,14,0.709,-0.12,0.376,3/7,False
1h,3,0.1,0.05,2.0,all,off,127,19,0.744,-0.12,0.386,1/8,False
1h,3,0.1,0.05,2.0,all,down,42,6,0.819,-0.09,0.405,2/8,False
1h,3,0.1,0.05,2.0,kz,up,59,9,0.617,-0.13,0.356,3/7,False
1h,3,0.1,0.05,2.0,kz,off,87,13,0.692,-0.13,0.379,2/8,False
1h,3,0.1,0.05,3.0,all,up,85,14,0.713,-0.11,0.282,3/7,False
1h,3,0.1,0.05,3.0,all,off,127,19,0.793,-0.1,0.299,2/8,False
1h,3,0.1,0.05,3.0,all,down,42,6,0.971,-0.01,0.333,3/8,False
1h,3,0.1,0.05,3.0,kz,up,59,9,0.738,-0.09,0.288,3/7,False
1h,3,0.1,0.05,3.0,kz,off,87,13,0.831,-0.08,0.31,2/8,False
1h,3,0.1,0.1,1.0,all,up,88,14,0.582,-0.14,0.511,1/7,False
1h,3,0.1,0.1,1.0,all,off,130,20,0.637,-0.15,0.531,1/8,False
