rule,k,ob_level,os_level,sl_buf,tp_mode,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,4,75,30,0.5,2R,"(1,)",310,46,1.249,34.5,0.27,0.477,-19.4,5/8,1.96,False
15min,4,75,30,0.5,2R,"(-1,)",197,29,0.657,-41.9,-0.14,0.32,-44.7,1/8,1.96,False
15min,4,75,30,0.5,2R,"(1, -1)",507,76,0.972,-7.4,-0.02,0.416,-44.7,3/8,1.96,False
15min,4,75,30,0.5,3R,"(1,)",310,46,1.14,20.9,0.15,0.442,-21.1,5/8,2.95,False
15min,4,75,30,0.5,3R,"(-1,)",197,29,0.712,-36.4,-0.13,0.299,-43.2,2/8,2.95,False
15min,4,75,30,0.5,3R,"(1, -1)",507,76,0.944,-15.5,-0.05,0.387,-43.2,2/8,2.95,False
15min,4,75,35,0.1,2R,"(1,)",542,81,1.064,19.7,0.13,0.417,-22.5,5/8,1.95,False
15min,4,75,35,0.1,2R,"(-1,)",197,29,0.754,-31.2,-0.13,0.33,-34.7,3/8,1.95,False
15min,4,75,35,0.1,2R,"(1, -1)",739,110,0.973,-11.5,-0.04,0.394,-41.4,3/8,1.95,False
15min,4,75,35,0.1,3R,"(1,)",542,81,0.996,-1.3,-0.0,0.371,-40.4,5/8,2.93,False
15min,4,75,35,0.1,3R,"(-1,)",197,29,0.768,-31.2,-0.12,0.284,-39.6,3/8,2.93,False
15min,4,75,35,0.1,3R,"(1, -1)",739,110,0.93,-32.5,-0.08,0.348,-57.9,2/8,2.93,False
15min,4,75,35,0.25,2R,"(1,)",542,81,1.029,8.6,0.03,0.417,-38.6,5/8,1.96,False
15min,4,75,35,0.25,2R,"(-1,)",197,29,0.746,-31.4,-0.14,0.34,-33.0,2/8,1.95,False
15min,4,75,35,0.25,2R,"(1, -1)",739,110,0.946,-22.8,-0.06,0.396,-55.6,4/8,1.96,False
15min,4,75,35,0.25,3R,"(1,)",542,81,0.951,-15.7,-0.05,0.382,-46.6,4/8,2.94,False
15min,4,75,35,0.25,3R,"(-1,)",197,29,0.741,-34.1,-0.13,0.294,-38.8,1/8,2.94,False
15min,4,75,35,0.25,3R,"(1, -1)",739,110,0.889,-49.7,-0.12,0.359,-62.8,3/8,2.94,False
15min,4,75,35,0.5,2R,"(1,)",543,81,1.062,16.7,0.06,0.453,-44.6,6/8,1.96,False
15min,4,75,35,0.5,2R,"(-1,)",197,29,0.657,-41.9,-0.14,0.32,-44.7,1/8,1.96,False
15min,4,75,35,0.5,2R,"(1, -1)",740,110,0.936,-25.2,-0.06,0.418,-58.7,3/8,1.96,False
15min,4,75,35,0.5,3R,"(1,)",543,81,0.993,-1.9,-0.01,0.424,-47.9,5/8,2.95,False
15min,4,75,35,0.5,3R,"(-1,)",197,29,0.712,-36.4,-0.13,0.299,-43.2,2/8,2.95,False
15min,4,75,35,0.5,3R,"(1, -1)",740,110,0.907,-38.3,-0.1,0.391,-59.9,3/8,2.95,False
1h,2,65,25,0.1,2R,"(1,)",42,7,1.511,8.6,0.26,0.524,-5.2,5/7,1.97,False
1h,2,65,25,0.1,2R,"(-1,)",276,42,0.744,-40.4,-0.14,0.351,-42.3,1/8,1.96,False
1h,2,65,25,0.1,2R,"(1, -1)",318,48,0.818,-31.8,-0.11,0.374,-43.9,2/8,1.96,False
1h,2,65,25,0.1,3R,"(1,)",42,7,1.881,14.8,0.45,0.524,-5.2,5/7,2.95,False
1h,2,65,25,0.1,3R,"(-1,)",276,42,0.748,-40.2,-0.14,0.326,-42.3,2/8,2.94,False
1h,2,65,25,0.1,3R,"(1, -1)",318,48,0.856,-25.5,-0.09,0.352,-43.9,2/8,2.94,False
1h,2,65,25,0.25,2R,"(1,)",42,7,2.183,14.7,0.45,0.619,-5.1,5/7,1.97,False
1h,2,65,25,0.25,2R,"(-1,)",276,42,0.78,-32.3,-0.14,0.373,-34.2,2/8,1.96,False
1h,2,65,25,0.25,2R,"(1, -1)",318,48,0.89,-17.6,-0.08,0.406,-34.2,2/8,1.96,False
1h,2,65,25,0.25,3R,"(1,)",42,7,2.493,18.6,0.57,0.619,-5.1,5/7,2.96,False
1h,2,65,25,0.25,3R,"(-1,)",276,42,0.779,-32.8,-0.14,0.351,-34.7,2/8,2.95,False
1h,2,65,25,0.25,3R,"(1, -1)",318,48,0.911,-14.2,-0.06,0.387,-34.7,2/8,2.95,False
1h,2,65,25,0.5,2R,"(1,)",42,7,2.343,14.7,0.45,0.619,-5.1,5/7,1.97,False
1h,2,65,25,0.5,2R,"(-1,)",276,42,0.776,-29.7,-0.15,0.377,-30.5,2/8,1.97,False
1h,2,65,25,0.5,2R,"(1, -1)",318,48,0.895,-15.0,-0.07,0.409,-30.5,3/8,1.97,False
1h,2,65,25,0.5,3R,"(1,)",42,7,2.32,14.5,0.44,0.619,-5.1,5/7,2.97,False
1h,2,65,25,0.5,3R,"(-1,)",276,42,0.765,-32.1,-0.15,0.362,-33.1,3/8,2.96,False
1h,2,65,25,0.5,3R,"(1, -1)",318,48,0.88,-17.6,-0.08,0.396,-33.1,3/8,2.96,False
1h,2,65,30,0.1,2R,"(1,)",90,14,1.386,14.7,0.38,0.5,-5.8,5/8,1.96,False
1h,2,65,30,0.1,2R,"(-1,)",276,42,0.744,-40.4,-0.14,0.351,-42.3,1/8,1.96,False
1h,2,65,30,0.1,2R,"(1, -1)",366,55,0.869,-25.7,-0.09,0.388,-43.2,2/8,1.96,False
1h,2,65,30,0.1,3R,"(1,)",90,14,1.404,16.7,0.27,0.467,-9.3,4/8,2.95,False
1h,2,65,30,0.1,3R,"(-1,)",276,42,0.748,-40.2,-0.14,0.326,-42.3,2/8,2.94,False
1h,2,65,30,0.1,3R,"(1, -1)",366,55,0.883,-23.5,-0.08,0.361,-44.3,3/8,2.94,False
1h,2,65,30,0.25,2R,"(1,)",90,14,1.62,20.5,0.54,0.544,-5.7,6/8,1.97,False
1h,2,65,30,0.25,2R,"(-1,)",276,42,0.78,-32.3,-0.14,0.373,-34.2,2/8,1.96,False
1h,2,65,30,0.25,2R,"(1, -1)",366,55,0.934,-11.8,-0.05,0.415,-35.2,4/8,1.96,False
1h,2,65,30,0.25,3R,"(1,)",90,14,1.52,18.8,0.31,0.511,-9.2,4/8,2.96,False
1h,2,65,30,0.25,3R,"(-1,)",276,42,0.779,-32.8,-0.14,0.351,-34.7,2/8,2.95,False
1h,2,65,30,0.25,3R,"(1, -1)",366,55,0.924,-14.0,-0.06,0.391,-36.8,3/8,2.95,False
1h,2,65,30,0.5,2R,"(1,)",91,14,1.454,14.1,0.26,0.527,-8.3,4/8,1.97,False
1h,2,65,30,0.5,2R,"(-1,)",276,42,0.776,-29.7,-0.15,0.377,-30.5,2/8,1.97,False
1h,2,65,30,0.5,2R,"(1, -1)",367,55,0.905,-15.6,-0.07,0.414,-32.7,3/8,1.97,False
1h,2,65,30,0.5,3R,"(1,)",91,14,1.429,13.4,0.22,0.516,-9.3,4/8,2.96,False
1h,2,65,30,0.5,3R,"(-1,)",276,42,0.765,-32.1,-0.15,0.362,-33.1,3/8,2.96,False
1h,2,65,30,0.5,3R,"(1, -1)",367,55,0.889,-18.7,-0.08,0.401,-35.2,3/8,2.96,False
1h,2,65,35,0.1,2R,"(1,)",155,23,1.247,17.7,0.25,0.484,-10.8,4/8,1.96,False
1h,2,65,35,0.1,2R,"(-1,)",276,42,0.744,-40.4,-0.14,0.351,-42.3,1/8,1.96,False
1h,2,65,35,0.1,2R,"(1, -1)",431,65,0.901,-22.7,-0.08,0.399,-43.2,2/8,1.96,False
1h,2,65,35,0.1,3R,"(1,)",155,23,1.36,27.0,0.28,0.465,-14.4,4/8,2.95,False
1h,2,65,35,0.1,3R,"(-1,)",276,42,0.748,-40.2,-0.14,0.326,-42.3,2/8,2.94,False
1h,2,65,35,0.1,3R,"(1, -1)",431,65,0.944,-13.2,-0.04,0.376,-45.4,3/8,2.95,False
1h,2,65,35,0.25,2R,"(1,)",155,23,1.391,25.4,0.36,0.516,-10.6,5/8,1.97,False
1h,2,65,35,0.25,2R,"(-1,)",276,42,0.78,-32.3,-0.14,0.373,-34.2,2/8,1.96,False
1h,2,65,35,0.25,2R,"(1, -1)",431,65,0.968,-6.9,-0.03,0.425,-35.2,4/8,1.96,False
1h,2,65,35,0.25,3R,"(1,)",155,23,1.425,29.0,0.3,0.497,-14.4,4/8,2.96,False
1h,2,65,35,0.25,3R,"(-1,)",276,42,0.779,-32.8,-0.14,0.351,-34.7,2/8,2.95,False
1h,2,65,35,0.25,3R,"(1, -1)",431,65,0.982,-3.8,-0.02,0.404,-37.8,4/8,2.95,False
1h,2,65,35,0.5,2R,"(1,)",156,23,1.38,22.0,0.25,0.513,-13.1,3/8,1.97,False
1h,2,65,35,0.5,2R,"(-1,)",276,42,0.776,-29.7,-0.15,0.377,-30.5,2/8,1.97,False
1h,2,65,35,0.5,2R,"(1, -1)",432,65,0.96,-7.7,-0.03,0.426,-33.2,4/8,1.97,False
1h,2,65,35,0.5,3R,"(1,)",156,23,1.404,23.5,0.25,0.506,-14.1,4/8,2.97,False
1h,2,65,35,0.5,3R,"(-1,)",276,42,0.765,-32.1,-0.15,0.362,-33.1,3/8,2.96,False
1h,2,65,35,0.5,3R,"(1, -1)",432,65,0.956,-8.6,-0.04,0.414,-35.7,4/8,2.96,False
1h,2,70,25,0.1,2R,"(1,)",42,7,1.511,8.6,0.26,0.524,-5.2,5/7,1.97,False
1h,2,70,25,0.1,2R,"(-1,)",181,28,0.727,-28.6,-0.14,0.337,-32.3,2/8,1.96,False
1h,2,70,25,0.1,2R,"(1, -1)",223,33,0.835,-20.1,-0.09,0.372,-34.1,3/8,1.96,False
1h,2,70,25,0.1,3R,"(1,)",42,7,1.881,14.8,0.45,0.524,-5.2,5/7,2.95,False
1h,2,70,25,0.1,3R,"(-1,)",181,28,0.746,-26.9,-0.14,0.315,-30.9,2/8,2.94,False
1h,2,70,25,0.1,3R,"(1, -1)",223,33,0.901,-12.1,-0.06,0.354,-32.7,2/8,2.94,False
1h,2,70,25,0.25,2R,"(1,)",42,7,2.183,14.7,0.45,0.619,-5.1,5/7,1.97,False
1h,2,70,25,0.25,2R,"(-1,)",181,28,0.775,-22.2,-0.13,0.354,-25.9,2/8,1.96,False
1h,2,70,25,0.25,2R,"(1, -1)",223,33,0.933,-7.5,-0.04,0.404,-25.9,3/8,1.96,False
1h,2,70,25,0.25,3R,"(1,)",42,7,2.493,18.6,0.57,0.619,-5.1,5/7,2.96,False
1h,2,70,25,0.25,3R,"(-1,)",181,28,0.778,-22.0,-0.13,0.331,-26.7,2/8,2.95,False
1h,2,70,25,0.25,3R,"(1, -1)",223,33,0.969,-3.4,-0.02,0.386,-26.7,2/8,2.95,False
1h,2,70,25,0.5,2R,"(1,)",42,7,2.343,14.7,0.45,0.619,-5.1,5/7,1.97,False
1h,2,70,25,0.5,2R,"(-1,)",181,28,0.8,-17.9,-0.14,0.359,-20.6,2/8,1.97,False
1h,2,70,25,0.5,2R,"(1, -1)",223,33,0.968,-3.2,-0.02,0.408,-20.6,4/8,1.97,False
1h,2,70,25,0.5,3R,"(1,)",42,7,2.32,14.5,0.44,0.619,-5.1,5/7,2.97,False
1h,2,70,25,0.5,3R,"(-1,)",181,28,0.749,-23.1,-0.14,0.343,-26.2,2/8,2.96,False
1h,2,70,25,0.5,3R,"(1, -1)",223,33,0.916,-8.7,-0.05,0.395,-26.2,3/8,2.96,False
1h,2,70,30,0.1,2R,"(1,)",90,14,1.386,14.7,0.38,0.5,-5.8,5/8,1.96,False
1h,2,70,30,0.1,2R,"(-1,)",181,28,0.727,-28.6,-0.14,0.337,-32.3,2/8,1.96,False
1h,2,70,30,0.1,2R,"(1, -1)",271,41,0.903,-13.9,-0.06,0.391,-33.4,3/8,1.96,False
1h,2,70,30,0.1,3R,"(1,)",90,14,1.404,16.7,0.27,0.467,-9.3,4/8,2.95,False
1h,2,70,30,0.1,3R,"(-1,)",181,28,0.746,-26.9,-0.14,0.315,-30.9,2/8,2.94,False
1h,2,70,30,0.1,3R,"(1, -1)",271,41,0.931,-10.2,-0.05,0.365,-33.1,2/8,2.94,False
1h,2,70,30,0.25,2R,"(1,)",90,14,1.62,20.5,0.54,0.544,-5.7,6/8,1.97,False
1h,2,70,30,0.25,2R,"(-1,)",181,28,0.775,-22.2,-0.13,0.354,-25.9,2/8,1.96,False
1h,2,70,30,0.25,2R,"(1, -1)",271,41,0.987,-1.7,-0.01,0.417,-27.0,4/8,1.96,False
1h,2,70,30,0.25,3R,"(1,)",90,14,1.52,18.8,0.31,0.511,-9.2,4/8,2.96,False
1h,2,70,30,0.25,3R,"(-1,)",181,28,0.778,-22.0,-0.13,0.331,-26.7,2/8,2.95,False
1h,2,70,30,0.25,3R,"(1, -1)",271,41,0.976,-3.2,-0.02,0.391,-28.8,2/8,2.95,False
1h,2,70,30,0.5,2R,"(1,)",91,14,1.454,14.1,0.26,0.527,-8.3,4/8,1.97,False
1h,2,70,30,0.5,2R,"(-1,)",181,28,0.8,-17.9,-0.14,0.359,-20.6,2/8,1.97,False
1h,2,70,30,0.5,2R,"(1, -1)",272,41,0.969,-3.8,-0.02,0.415,-22.8,3/8,1.97,False
1h,2,70,30,0.5,3R,"(1,)",91,14,1.429,13.4,0.22,0.516,-9.3,4/8,2.96,False
1h,2,70,30,0.5,3R,"(-1,)",181,28,0.749,-23.1,-0.14,0.343,-26.2,2/8,2.96,False
1h,2,70,30,0.5,3R,"(1, -1)",272,41,0.921,-9.7,-0.05,0.401,-28.3,3/8,2.96,False
1h,2,70,35,0.1,2R,"(1,)",155,23,1.247,17.7,0.25,0.484,-10.8,4/8,1.96,False
1h,2,70,35,0.1,2R,"(-1,)",181,28,0.727,-28.6,-0.14,0.337,-32.3,2/8,1.96,False
1h,2,70,35,0.1,2R,"(1, -1)",336,50,0.938,-10.9,-0.05,0.405,-33.4,3/8,1.96,False
1h,2,70,35,0.1,3R,"(1,)",155,23,1.36,27.0,0.28,0.465,-14.4,4/8,2.95,False
1h,2,70,35,0.1,3R,"(-1,)",181,28,0.746,-26.9,-0.14,0.315,-30.9,2/8,2.94,False
1h,2,70,35,0.1,3R,"(1, -1)",336,50,1.001,0.1,0.0,0.384,-34.1,3/8,2.95,False
1h,2,70,35,0.25,2R,"(1,)",155,23,1.391,25.4,0.36,0.516,-10.6,5/8,1.97,False
1h,2,70,35,0.25,2R,"(-1,)",181,28,0.775,-22.2,-0.13,0.354,-25.9,2/8,1.96,False
1h,2,70,35,0.25,2R,"(1, -1)",336,50,1.02,3.3,0.02,0.429,-27.0,6/8,1.96,False
1h,2,70,35,0.25,3R,"(1,)",155,23,1.425,29.0,0.3,0.497,-14.4,4/8,2.96,False
1h,2,70,35,0.25,3R,"(-1,)",181,28,0.778,-22.0,-0.13,0.331,-26.7,2/8,2.95,False
1h,2,70,35,0.25,3R,"(1, -1)",336,50,1.042,7.0,0.04,0.408,-29.8,4/8,2.95,False
1h,2,70,35,0.5,2R,"(1,)",156,23,1.38,22.0,0.25,0.513,-13.1,3/8,1.97,False
1h,2,70,35,0.5,2R,"(-1,)",181,28,0.8,-17.9,-0.14,0.359,-20.6,2/8,1.97,False
1h,2,70,35,0.5,2R,"(1, -1)",337,50,1.028,4.1,0.03,0.43,-23.3,4/8,1.97,False
1h,2,70,35,0.5,3R,"(1,)",156,23,1.404,23.5,0.25,0.506,-14.1,4/8,2.97,False
1h,2,70,35,0.5,3R,"(-1,)",181,28,0.749,-23.1,-0.14,0.343,-26.2,2/8,2.96,False
1h,2,70,35,0.5,3R,"(1, -1)",337,50,1.002,0.4,0.0,0.418,-28.8,4/8,2.96,False
1h,2,75,25,0.1,2R,"(1,)",42,7,1.511,8.6,0.26,0.524,-5.2,5/7,1.97,False
1h,2,75,25,0.1,2R,"(-1,)",95,15,0.569,-24.1,-0.15,0.305,-26.0,1/8,1.95,False
1h,2,75,25,0.1,2R,"(1, -1)",137,21,0.786,-15.5,-0.08,0.372,-27.8,2/8,1.96,False
1h,2,75,25,0.1,3R,"(1,)",42,7,1.881,14.8,0.45,0.524,-5.2,5/7,2.95,False
1h,2,75,25,0.1,3R,"(-1,)",95,15,0.631,-20.8,-0.14,0.284,-23.7,1/8,2.94,False
1h,2,75,25,0.1,3R,"(1, -1)",137,21,0.917,-6.1,-0.04,0.358,-25.5,2/8,2.94,False
1h,2,75,25,0.25,2R,"(1,)",42,7,2.183,14.7,0.45,0.619,-5.1,5/7,1.97,False
1h,2,75,25,0.25,2R,"(-1,)",95,15,0.659,-17.8,-0.14,0.326,-19.7,1/8,1.96,False
1h,2,75,25,0.25,2R,"(1, -1)",137,21,0.952,-3.1,-0.02,0.416,-19.7,2/8,1.96,False
1h,2,75,25,0.25,3R,"(1,)",42,7,2.493,18.6,0.57,0.619,-5.1,5/7,2.96,False
1h,2,75,25,0.25,3R,"(-1,)",95,15,0.716,-15.0,-0.12,0.305,-19.1,1/8,2.94,False
1h,2,75,25,0.25,3R,"(1, -1)",137,21,1.055,3.6,0.03,0.401,-19.1,3/8,2.95,False
1h,2,75,25,0.5,2R,"(1,)",42,7,2.343,14.7,0.45,0.619,-5.1,5/7,1.97,False
1h,2,75,25,0.5,2R,"(-1,)",95,15,0.859,-6.4,-0.06,0.358,-16.0,2/8,1.97,False
1h,2,75,25,0.5,2R,"(1, -1)",137,21,1.147,8.3,0.08,0.438,-16.0,3/8,1.97,False
1h,2,75,25,0.5,3R,"(1,)",42,7,2.32,14.5,0.44,0.619,-5.1,5/7,2.97,False
1h,2,75,25,0.5,3R,"(-1,)",95,15,0.859,-6.6,-0.06,0.347,-18.0,2/8,2.95,False
1h,2,75,25,0.5,3R,"(1, -1)",137,21,1.137,7.9,0.07,0.431,-18.0,4/8,2.96,False
1h,2,75,30,0.1,2R,"(1,)",90,14,1.386,14.7,0.38,0.5,-5.8,5/8,1.96,False
1h,2,75,30,0.1,2R,"(-1,)",95,15,0.569,-24.1,-0.15,0.305,-26.0,1/8,1.95,False
1h,2,75,30,0.1,2R,"(1, -1)",185,28,0.9,-9.4,-0.05,0.4,-27.1,3/8,1.96,False
1h,2,75,30,0.1,3R,"(1,)",90,14,1.404,16.7,0.27,0.467,-9.3,4/8,2.95,False
1h,2,75,30,0.1,3R,"(-1,)",95,15,0.631,-20.8,-0.14,0.284,-23.7,1/8,2.94,False
1h,2,75,30,0.1,3R,"(1, -1)",185,28,0.958,-4.1,-0.02,0.373,-25.9,2/8,2.94,False
1h,2,75,30,0.25,2R,"(1,)",90,14,1.62,20.5,0.54,0.544,-5.7,6/8,1.97,False
1h,2,75,30,0.25,2R,"(-1,)",95,15,0.659,-17.8,-0.14,0.326,-19.7,1/8,1.96,False
1h,2,75,30,0.25,2R,"(1, -1)",185,28,1.031,2.6,0.02,0.432,-20.8,5/8,1.96,False
1h,2,75,30,0.25,3R,"(1,)",90,14,1.52,18.8,0.31,0.511,-9.2,4/8,2.96,False
1h,2,75,30,0.25,3R,"(-1,)",95,15,0.716,-15.0,-0.12,0.305,-19.1,1/8,2.94,False
1h,2,75,30,0.25,3R,"(1, -1)",185,28,1.043,3.8,0.03,0.405,-20.1,4/8,2.95,False
1h,2,75,30,0.5,2R,"(1,)",91,14,1.454,14.1,0.26,0.527,-8.3,4/8,1.97,False
1h,2,75,30,0.5,2R,"(-1,)",95,15,0.859,-6.4,-0.06,0.358,-16.0,2/8,1.97,False
1h,2,75,30,0.5,2R,"(1, -1)",186,28,1.101,7.7,0.07,0.441,-16.0,4/8,1.97,False
1h,2,75,30,0.5,3R,"(1,)",91,14,1.429,13.4,0.22,0.516,-9.3,4/8,2.96,False
1h,2,75,30,0.5,3R,"(-1,)",95,15,0.859,-6.6,-0.06,0.347,-18.0,2/8,2.95,False
1h,2,75,30,0.5,3R,"(1, -1)",186,28,1.088,6.9,0.06,0.43,-18.0,4/8,2.96,False
1h,2,75,35,0.1,2R,"(1,)",155,23,1.247,17.7,0.25,0.484,-10.8,4/8,1.96,False
1h,2,75,35,0.1,2R,"(-1,)",95,15,0.569,-24.1,-0.15,0.305,-26.0,1/8,1.95,False
1h,2,75,35,0.1,2R,"(1, -1)",250,38,0.95,-6.4,-0.04,0.416,-27.1,3/8,1.96,False
1h,2,75,35,0.1,3R,"(1,)",155,23,1.36,27.0,0.28,0.465,-14.4,4/8,2.95,False
1h,2,75,35,0.1,3R,"(-1,)",95,15,0.631,-20.8,-0.14,0.284,-23.7,1/8,2.94,False
1h,2,75,35,0.1,3R,"(1, -1)",250,38,1.047,6.2,0.03,0.396,-26.9,3/8,2.95,False
1h,2,75,35,0.25,2R,"(1,)",155,23,1.391,25.4,0.36,0.516,-10.6,5/8,1.97,False
1h,2,75,35,0.25,2R,"(-1,)",95,15,0.659,-17.8,-0.14,0.326,-19.7,1/8,1.96,False
1h,2,75,35,0.25,2R,"(1, -1)",250,38,1.065,7.6,0.05,0.444,-20.8,5/8,1.96,False
1h,2,75,35,0.25,3R,"(1,)",155,23,1.425,29.0,0.3,0.497,-14.4,4/8,2.96,False
1h,2,75,35,0.25,3R,"(-1,)",95,15,0.716,-15.0,-0.12,0.305,-19.1,1/8,2.94,False
1h,2,75,35,0.25,3R,"(1, -1)",250,38,1.116,14.0,0.1,0.424,-21.1,4/8,2.95,False
1h,2,75,35,0.5,2R,"(1,)",156,23,1.38,22.0,0.25,0.513,-13.1,3/8,1.97,False
1h,2,75,35,0.5,2R,"(-1,)",95,15,0.859,-6.4,-0.06,0.358,-16.0,2/8,1.97,False
1h,2,75,35,0.5,2R,"(1, -1)",251,38,1.151,15.6,0.15,0.454,-16.0,4/8,1.97,False
1h,2,75,35,0.5,3R,"(1,)",156,23,1.404,23.5,0.25,0.506,-14.1,4/8,2.97,False
1h,2,75,35,0.5,3R,"(-1,)",95,15,0.859,-6.6,-0.06,0.347,-18.0,2/8,2.95,False
1h,2,75,35,0.5,3R,"(1, -1)",251,38,1.162,16.9,0.14,0.446,-18.0,4/8,2.96,False
1h,3,65,25,0.1,2R,"(1,)",40,6,2.366,16.1,1.06,0.625,-2.4,5/7,1.97,False
1h,3,65,25,0.1,2R,"(-1,)",230,34,0.709,-36.2,-0.15,0.343,-37.1,0/8,1.96,False
1h,3,65,25,0.1,2R,"(1, -1)",270,40,0.852,-20.1,-0.08,0.385,-38.7,2/8,1.97,False
1h,3,65,25,0.1,3R,"(1,)",40,6,2.803,21.3,1.4,0.625,-2.4,5/7,2.96,False
1h,3,65,25,0.1,3R,"(-1,)",230,34,0.711,-36.8,-0.14,0.33,-38.7,1/8,2.95,False
1h,3,65,25,0.1,3R,"(1, -1)",270,40,0.888,-15.5,-0.06,0.374,-40.3,2/8,2.95,False
1h,3,65,25,0.25,2R,"(1,)",40,6,2.616,16.9,1.19,0.65,-2.3,5/7,1.97,False
1h,3,65,25,0.25,2R,"(-1,)",230,34,0.695,-36.6,-0.14,0.352,-39.2,0/8,1.97,False
1h,3,65,25,0.25,2R,"(1, -1)",270,40,0.849,-19.7,-0.07,0.396,-39.6,2/8,1.97,False
1h,3,65,25,0.25,3R,"(1,)",40,6,3.207,23.0,1.62,0.65,-2.3,5/7,2.96,False
1h,3,65,25,0.25,3R,"(-1,)",230,34,0.735,-31.8,-0.13,0.352,-36.4,2/8,2.96,False
1h,3,65,25,0.25,3R,"(1, -1)",270,40,0.933,-8.8,-0.04,0.396,-36.8,3/8,2.96,False
1h,3,65,25,0.5,2R,"(1,)",40,6,3.112,17.2,1.34,0.675,-2.1,5/7,1.98,False
1h,3,65,25,0.5,2R,"(-1,)",230,34,0.69,-32.2,-0.14,0.37,-35.0,2/8,1.97,False
1h,3,65,25,0.5,2R,"(1, -1)",270,40,0.866,-15.0,-0.06,0.415,-35.6,3/8,1.97,False
1h,3,65,25,0.5,3R,"(1,)",40,6,3.611,21.3,1.65,0.675,-2.1,5/7,2.97,False
1h,3,65,25,0.5,3R,"(-1,)",230,34,0.723,-29.1,-0.13,0.365,-32.6,3/8,2.97,False
1h,3,65,25,0.5,3R,"(1, -1)",270,40,0.931,-7.8,-0.04,0.411,-33.1,3/8,2.97,False
1h,3,65,30,0.1,2R,"(1,)",87,13,1.364,12.6,0.26,0.529,-7.4,5/8,1.97,False
1h,3,65,30,0.1,2R,"(-1,)",230,34,0.709,-36.2,-0.15,0.343,-37.1,0/8,1.96,False
1h,3,65,30,0.1,2R,"(1, -1)",317,47,0.852,-23.6,-0.08,0.394,-43.1,1/8,1.97,False
1h,3,65,30,0.1,3R,"(1,)",87,13,1.546,19.0,0.39,0.529,-7.4,6/8,2.96,False
1h,3,65,30,0.1,3R,"(-1,)",230,34,0.711,-36.8,-0.14,0.33,-38.7,1/8,2.95,False
1h,3,65,30,0.1,3R,"(1, -1)",317,47,0.89,-17.9,-0.06,0.385,-43.7,2/8,2.95,False
1h,3,65,30,0.25,2R,"(1,)",87,13,1.592,17.0,0.62,0.563,-4.2,5/8,1.97,False
1h,3,65,30,0.25,2R,"(-1,)",230,34,0.695,-36.6,-0.14,0.352,-39.2,0/8,1.97,False
1h,3,65,30,0.25,2R,"(1, -1)",317,47,0.868,-19.6,-0.07,0.41,-42.5,2/8,1.97,False
1h,3,65,30,0.25,3R,"(1,)",87,13,1.842,24.2,0.88,0.563,-4.2,6/8,2.96,False
1h,3,65,30,0.25,3R,"(-1,)",230,34,0.735,-31.8,-0.13,0.352,-36.4,2/8,2.96,False
1h,3,65,30,0.25,3R,"(1, -1)",317,47,0.949,-7.6,-0.03,0.41,-39.7,3/8,2.96,False
1h,3,65,30,0.5,2R,"(1,)",87,13,1.736,17.2,0.61,0.575,-4.3,6/8,1.98,False
1h,3,65,30,0.5,2R,"(-1,)",230,34,0.69,-32.2,-0.14,0.37,-35.0,2/8,1.97,False
1h,3,65,30,0.5,2R,"(1, -1)",317,47,0.882,-15.0,-0.06,0.426,-37.4,2/8,1.97,False
1h,3,65,30,0.5,3R,"(1,)",87,13,1.852,20.1,0.71,0.563,-4.3,6/8,2.97,False
1h,3,65,30,0.5,3R,"(-1,)",230,34,0.723,-29.1,-0.13,0.365,-32.6,3/8,2.97,False
1h,3,65,30,0.5,3R,"(1, -1)",317,47,0.93,-9.0,-0.04,0.42,-35.0,3/8,2.97,False
1h,3,65,35,0.1,2R,"(1,)",134,20,1.242,13.0,0.19,0.507,-10.2,4/8,1.97,False
1h,3,65,35,0.1,2R,"(-1,)",230,34,0.709,-36.2,-0.15,0.343,-37.1,0/8,1.96,False
1h,3,65,35,0.1,2R,"(1, -1)",364,54,0.87,-23.2,-0.07,0.404,-48.3,2/8,1.97,False
1h,3,65,35,0.1,3R,"(1,)",134,20,1.324,17.8,0.29,0.5,-9.2,4/8,2.96,False
1h,3,65,35,0.1,3R,"(-1,)",230,34,0.711,-36.8,-0.14,0.33,-38.7,1/8,2.95,False
1h,3,65,35,0.1,3R,"(1, -1)",364,54,0.895,-19.1,-0.06,0.393,-48.8,2/8,2.96,False
1h,3,65,35,0.25,2R,"(1,)",134,20,1.359,17.0,0.3,0.53,-8.5,4/8,1.97,False
1h,3,65,35,0.25,2R,"(-1,)",230,34,0.695,-36.6,-0.14,0.352,-39.2,0/8,1.97,False
1h,3,65,35,0.25,2R,"(1, -1)",364,54,0.883,-19.6,-0.06,0.418,-48.8,2/8,1.97,False
1h,3,65,35,0.25,3R,"(1,)",134,20,1.454,21.9,0.55,0.522,-6.0,4/8,2.96,False
1h,3,65,35,0.25,3R,"(-1,)",230,34,0.735,-31.8,-0.13,0.352,-36.4,2/8,2.96,False
1h,3,65,35,0.25,3R,"(1, -1)",364,54,0.941,-9.9,-0.03,0.415,-43.4,2/8,2.96,False
1h,3,65,35,0.5,2R,"(1,)",134,20,1.426,16.7,0.39,0.537,-6.5,4/8,1.98,False
