rule,k,fib,sl_buf,tp_mode,ema_confirm,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,4,0.786,0.25,3R,0,"(1,)",5474,816,0.972,-124.8,-0.05,0.311,-352.9,4/8,2.75,False
15min,4,0.786,0.25,3R,0,"(-1,)",5694,848,0.853,-704.2,-0.14,0.283,-758.3,1/8,2.75,False
15min,4,0.786,0.25,3R,0,"(1, -1)",11168,1663,0.91,-829.0,-0.13,0.297,-940.9,1/8,2.75,False
15min,4,0.786,0.25,3R,1,"(1,)",3015,449,0.963,-92.1,-0.05,0.31,-268.1,4/8,2.75,False
15min,4,0.786,0.25,3R,1,"(-1,)",2548,380,0.841,-341.3,-0.14,0.279,-376.2,1/8,2.75,False
15min,4,0.786,0.25,3R,1,"(1, -1)",5563,829,0.906,-433.3,-0.12,0.296,-519.0,2/8,2.75,False
1h,2,0.5,0.05,2R,0,"(1,)",2713,404,0.92,-142.6,-0.09,0.364,-249.4,2/8,1.93,False
1h,2,0.5,0.05,2R,0,"(-1,)",2829,421,0.664,-681.3,-0.15,0.296,-681.1,0/8,1.93,False
1h,2,0.5,0.05,2R,0,"(1, -1)",5542,826,0.784,-823.9,-0.15,0.329,-833.3,0/8,1.93,False
1h,2,0.5,0.05,2R,1,"(1,)",1573,234,0.966,-34.5,-0.04,0.371,-135.7,3/8,1.93,False
1h,2,0.5,0.05,2R,1,"(-1,)",1178,176,0.723,-229.9,-0.14,0.312,-239.7,1/8,1.93,False
1h,2,0.5,0.05,2R,1,"(1, -1)",2751,410,0.857,-264.5,-0.13,0.346,-308.8,2/8,1.93,False
1h,2,0.5,0.05,3R,0,"(1,)",2713,404,1.018,33.7,0.02,0.329,-212.6,4/8,2.91,False
1h,2,0.5,0.05,3R,0,"(-1,)",2829,421,0.721,-592.1,-0.15,0.263,-603.9,0/8,2.91,False
1h,2,0.5,0.05,3R,0,"(1, -1)",5542,826,0.86,-558.4,-0.14,0.295,-583.2,1/8,2.91,False
1h,2,0.5,0.05,3R,1,"(1,)",1573,234,1.081,87.3,0.12,0.334,-111.2,4/8,2.91,False
1h,2,0.5,0.05,3R,1,"(-1,)",1178,176,0.799,-174.9,-0.13,0.276,-198.3,1/8,2.91,False
1h,2,0.5,0.05,3R,1,"(1, -1)",2751,410,0.955,-87.6,-0.06,0.309,-211.0,3/8,2.91,False
1h,2,0.5,0.1,2R,0,"(1,)",2731,407,0.919,-144.6,-0.09,0.364,-241.8,4/8,1.94,False
1h,2,0.5,0.1,2R,0,"(-1,)",2854,425,0.66,-693.5,-0.15,0.296,-693.2,0/8,1.94,False
1h,2,0.5,0.1,2R,0,"(1, -1)",5585,832,0.781,-838.0,-0.15,0.33,-847.3,0/8,1.94,False
1h,2,0.5,0.1,2R,1,"(1,)",1582,236,0.966,-34.8,-0.04,0.372,-125.1,3/8,1.94,False
1h,2,0.5,0.1,2R,1,"(-1,)",1189,178,0.739,-215.8,-0.14,0.317,-228.1,1/8,1.94,False
1h,2,0.5,0.1,2R,1,"(1, -1)",2771,413,0.864,-250.6,-0.13,0.349,-294.7,2/8,1.94,False
1h,2,0.5,0.1,3R,0,"(1,)",2731,407,1.006,10.8,0.01,0.331,-223.4,4/8,2.92,False
1h,2,0.5,0.1,3R,0,"(-1,)",2854,425,0.7,-638.6,-0.15,0.263,-646.1,0/8,2.92,False
1h,2,0.5,0.1,3R,0,"(1, -1)",5585,832,0.843,-627.8,-0.15,0.296,-640.8,1/8,2.92,False
1h,2,0.5,0.1,3R,1,"(1,)",1582,236,1.071,76.1,0.11,0.336,-107.7,4/8,2.92,False
1h,2,0.5,0.1,3R,1,"(-1,)",1189,178,0.799,-174.0,-0.13,0.281,-196.5,1/8,2.92,False
1h,2,0.5,0.1,3R,1,"(1, -1)",2771,413,0.95,-97.9,-0.07,0.313,-197.5,2/8,2.92,False
1h,2,0.5,0.25,2R,0,"(1,)",2809,418,0.909,-162.4,-0.09,0.369,-265.0,4/8,1.94,False
1h,2,0.5,0.25,2R,0,"(-1,)",2934,437,0.642,-740.0,-0.15,0.294,-744.0,0/8,1.94,False
1h,2,0.5,0.25,2R,0,"(1, -1)",5743,856,0.766,-902.4,-0.15,0.331,-910.7,0/8,1.94,False
1h,2,0.5,0.25,2R,1,"(1,)",1627,242,0.976,-24.3,-0.03,0.381,-128.6,3/8,1.94,False
1h,2,0.5,0.25,2R,1,"(-1,)",1230,184,0.704,-250.1,-0.14,0.311,-261.0,1/8,1.94,False
1h,2,0.5,0.25,2R,1,"(1, -1)",2857,426,0.852,-274.4,-0.12,0.351,-329.7,2/8,1.94,False
1h,2,0.5,0.25,3R,0,"(1,)",2809,418,0.974,-49.4,-0.03,0.338,-248.3,4/8,2.93,False
1h,2,0.5,0.25,3R,0,"(-1,)",2934,437,0.662,-727.4,-0.15,0.264,-738.1,0/8,2.93,False
1h,2,0.5,0.25,3R,0,"(1, -1)",5743,856,0.807,-776.8,-0.15,0.3,-786.8,1/8,2.93,False
1h,2,0.5,0.25,3R,1,"(1,)",1627,242,1.04,42.3,0.05,0.345,-114.9,4/8,2.92,False
1h,2,0.5,0.25,3R,1,"(-1,)",1230,184,0.742,-228.4,-0.14,0.277,-249.2,1/8,2.93,False
1h,2,0.5,0.25,3R,1,"(1, -1)",2857,426,0.905,-186.1,-0.1,0.316,-276.3,2/8,2.93,False
1h,2,0.618,0.05,2R,0,"(1,)",2379,354,0.938,-99.9,-0.08,0.364,-193.5,3/8,1.91,False
1h,2,0.618,0.05,2R,0,"(-1,)",2521,376,0.709,-542.3,-0.15,0.303,-546.8,0/8,1.91,False
1h,2,0.618,0.05,2R,0,"(1, -1)",4900,730,0.815,-642.3,-0.15,0.333,-647.6,0/8,1.91,False
1h,2,0.618,0.05,2R,1,"(1,)",1405,209,0.999,-1.3,-0.0,0.376,-104.2,3/8,1.91,False
1h,2,0.618,0.05,2R,1,"(-1,)",1050,157,0.749,-192.6,-0.14,0.314,-211.1,1/8,1.91,False
1h,2,0.618,0.05,2R,1,"(1, -1)",2455,366,0.886,-193.9,-0.12,0.349,-249.0,3/8,1.91,False
1h,2,0.618,0.05,3R,0,"(1,)",2379,354,1.081,139.9,0.2,0.317,-105.9,5/8,2.88,False
1h,2,0.618,0.05,3R,0,"(-1,)",2521,376,0.766,-465.8,-0.14,0.254,-486.1,1/8,2.88,False
1h,2,0.618,0.05,3R,0,"(1, -1)",4900,730,0.913,-325.9,-0.12,0.285,-398.2,1/8,2.88,False
1h,2,0.618,0.05,3R,1,"(1,)",1405,209,1.158,158.1,0.5,0.327,-47.2,5/8,2.88,False
1h,2,0.618,0.05,3R,1,"(-1,)",1050,157,0.84,-130.8,-0.12,0.268,-165.7,2/8,2.89,False
1h,2,0.618,0.05,3R,1,"(1, -1)",2455,366,1.015,27.3,0.03,0.302,-132.0,3/8,2.88,False
1h,2,0.618,0.1,2R,0,"(1,)",2399,357,0.925,-121.8,-0.09,0.36,-201.4,3/8,1.92,False
1h,2,0.618,0.1,2R,0,"(-1,)",2536,378,0.706,-549.0,-0.15,0.303,-552.3,0/8,1.92,False
1h,2,0.618,0.1,2R,0,"(1, -1)",4935,735,0.808,-670.8,-0.15,0.331,-676.1,0/8,1.92,False
1h,2,0.618,0.1,2R,1,"(1,)",1412,210,1.006,5.4,0.01,0.377,-97.5,3/8,1.92,False
1h,2,0.618,0.1,2R,1,"(-1,)",1058,158,0.761,-182.8,-0.14,0.319,-201.3,1/8,1.92,False
1h,2,0.618,0.1,2R,1,"(1, -1)",2470,368,0.895,-177.5,-0.11,0.352,-233.6,2/8,1.92,False
1h,2,0.618,0.1,3R,0,"(1,)",2399,357,1.065,113.7,0.15,0.316,-113.6,5/8,2.89,False
1h,2,0.618,0.1,3R,0,"(-1,)",2536,378,0.769,-460.1,-0.14,0.256,-480.9,1/8,2.89,False
1h,2,0.618,0.1,3R,0,"(1, -1)",4935,735,0.907,-346.3,-0.12,0.285,-417.6,1/8,2.89,False
1h,2,0.618,0.1,3R,1,"(1,)",1412,210,1.164,164.2,0.62,0.33,-39.5,5/8,2.89,False
1h,2,0.618,0.1,3R,1,"(-1,)",1058,158,0.854,-118.7,-0.11,0.272,-154.3,2/8,2.89,False
1h,2,0.618,0.1,3R,1,"(1, -1)",2470,368,1.025,45.5,0.07,0.305,-101.3,4/8,2.89,False
1h,2,0.618,0.25,2R,0,"(1,)",2459,366,0.922,-128.1,-0.1,0.361,-197.8,3/8,1.93,False
1h,2,0.618,0.25,2R,0,"(-1,)",2609,389,0.693,-586.1,-0.15,0.299,-597.1,0/8,1.93,False
1h,2,0.618,0.25,2R,0,"(1, -1)",5068,755,0.799,-714.2,-0.15,0.329,-719.2,0/8,1.93,False
1h,2,0.618,0.25,2R,1,"(1,)",1446,215,0.987,-12.1,-0.02,0.374,-93.7,3/8,1.93,False
1h,2,0.618,0.25,2R,1,"(-1,)",1095,163,0.739,-206.1,-0.13,0.311,-228.6,1/8,1.93,False
1h,2,0.618,0.25,2R,1,"(1, -1)",2541,379,0.874,-218.2,-0.12,0.347,-268.1,2/8,1.93,False
1h,2,0.618,0.25,3R,0,"(1,)",2459,366,1.064,111.6,0.13,0.323,-130.0,4/8,2.9,False
1h,2,0.618,0.25,3R,0,"(-1,)",2609,389,0.732,-544.5,-0.14,0.253,-582.4,1/8,2.9,False
1h,2,0.618,0.25,3R,0,"(1, -1)",5068,755,0.885,-432.9,-0.13,0.287,-499.2,1/8,2.9,False
1h,2,0.618,0.25,3R,1,"(1,)",1446,215,1.175,174.3,0.61,0.338,-42.2,5/8,2.9,False
1h,2,0.618,0.25,3R,1,"(-1,)",1095,163,0.805,-162.9,-0.12,0.267,-204.2,1/8,2.9,False
1h,2,0.618,0.25,3R,1,"(1, -1)",2541,379,1.006,11.3,0.01,0.307,-148.7,4/8,2.9,False
1h,2,0.705,0.05,2R,0,"(1,)",2113,315,0.916,-124.3,-0.1,0.365,-178.5,4/8,1.89,False
1h,2,0.705,0.05,2R,0,"(-1,)",2287,341,0.713,-498.4,-0.15,0.309,-508.9,0/8,1.89,False
1h,2,0.705,0.05,2R,0,"(1, -1)",4400,655,0.806,-622.8,-0.14,0.336,-649.3,1/8,1.89,False
1h,2,0.705,0.05,2R,1,"(1,)",1247,186,0.97,-25.5,-0.04,0.378,-104.0,3/8,1.89,False
1h,2,0.705,0.05,2R,1,"(-1,)",945,141,0.758,-171.1,-0.14,0.322,-185.4,1/8,1.89,False
1h,2,0.705,0.05,2R,1,"(1, -1)",2192,327,0.874,-196.6,-0.12,0.354,-237.9,2/8,1.89,False
1h,2,0.705,0.05,3R,0,"(1,)",2113,315,1.034,54.5,0.06,0.305,-125.8,6/8,2.85,False
1h,2,0.705,0.05,3R,0,"(-1,)",2287,341,0.767,-439.3,-0.14,0.248,-455.7,0/8,2.85,False
1h,2,0.705,0.05,3R,0,"(1, -1)",4400,655,0.89,-384.8,-0.14,0.275,-408.9,2/8,2.85,False
1h,2,0.705,0.05,3R,1,"(1,)",1247,186,1.122,113.0,0.29,0.322,-58.3,5/8,2.85,False
1h,2,0.705,0.05,3R,1,"(-1,)",945,141,0.816,-141.9,-0.13,0.259,-169.2,2/8,2.85,False
1h,2,0.705,0.05,3R,1,"(1, -1)",2192,327,0.983,-28.9,-0.03,0.295,-156.4,3/8,2.85,False
1h,2,0.705,0.1,2R,0,"(1,)",2135,318,0.907,-138.5,-0.11,0.362,-192.8,4/8,1.89,False
1h,2,0.705,0.1,2R,0,"(-1,)",2302,343,0.706,-514.5,-0.15,0.305,-526.8,1/8,1.89,False
1h,2,0.705,0.1,2R,0,"(1, -1)",4437,661,0.798,-653.0,-0.14,0.332,-681.4,1/8,1.89,False
1h,2,0.705,0.1,2R,1,"(1,)",1256,187,0.964,-30.7,-0.04,0.375,-110.4,3/8,1.89,False
1h,2,0.705,0.1,2R,1,"(-1,)",953,142,0.74,-186.0,-0.14,0.315,-204.1,1/8,1.89,False
1h,2,0.705,0.1,2R,1,"(1, -1)",2209,329,0.862,-216.7,-0.13,0.349,-258.2,2/8,1.89,False
1h,2,0.705,0.1,3R,0,"(1,)",2135,318,1.033,52.5,0.06,0.305,-140.4,5/8,2.85,False
1h,2,0.705,0.1,3R,0,"(-1,)",2302,343,0.761,-452.7,-0.14,0.246,-473.0,1/8,2.86,False
1h,2,0.705,0.1,3R,0,"(1, -1)",4437,661,0.886,-400.2,-0.14,0.275,-427.1,1/8,2.85,False
1h,2,0.705,0.1,3R,1,"(1,)",1256,187,1.128,118.3,0.29,0.323,-60.8,4/8,2.85,False
1h,2,0.705,0.1,3R,1,"(-1,)",953,142,0.797,-158.2,-0.12,0.255,-189.1,1/8,2.86,False
1h,2,0.705,0.1,3R,1,"(1, -1)",2209,329,0.977,-39.9,-0.04,0.294,-164.2,4/8,2.85,False
1h,2,0.705,0.25,2R,0,"(1,)",2177,324,0.91,-135.4,-0.1,0.358,-194.2,3/8,1.9,False
1h,2,0.705,0.25,2R,0,"(-1,)",2351,350,0.714,-504.0,-0.14,0.305,-520.8,0/8,1.9,False
1h,2,0.705,0.25,2R,0,"(1, -1)",4528,675,0.804,-639.4,-0.14,0.331,-670.6,1/8,1.9,False
1h,2,0.705,0.25,2R,1,"(1,)",1277,190,0.985,-13.3,-0.02,0.376,-106.4,3/8,1.9,False
1h,2,0.705,0.25,2R,1,"(-1,)",978,146,0.755,-176.7,-0.13,0.317,-200.9,1/8,1.9,False
1h,2,0.705,0.25,2R,1,"(1, -1)",2255,336,0.88,-189.9,-0.12,0.35,-239.4,2/8,1.9,False
1h,2,0.705,0.25,3R,0,"(1,)",2177,324,1.027,43.7,0.05,0.304,-134.9,5/8,2.87,False
1h,2,0.705,0.25,3R,0,"(-1,)",2351,350,0.757,-463.0,-0.14,0.247,-490.1,1/8,2.87,False
1h,2,0.705,0.25,3R,0,"(1, -1)",4528,675,0.881,-419.3,-0.14,0.275,-451.9,1/8,2.87,False
1h,2,0.705,0.25,3R,1,"(1,)",1277,190,1.133,122.9,0.32,0.324,-57.8,4/8,2.87,False
1h,2,0.705,0.25,3R,1,"(-1,)",978,146,0.825,-137.0,-0.12,0.263,-173.3,1/8,2.87,False
1h,2,0.705,0.25,3R,1,"(1, -1)",2255,336,0.992,-14.1,-0.01,0.298,-147.9,3/8,2.87,False
1h,2,0.786,0.05,2R,0,"(1,)",1886,281,0.959,-53.6,-0.06,0.392,-124.4,2/8,1.84,False
1h,2,0.786,0.05,2R,0,"(-1,)",2057,307,0.802,-301.3,-0.14,0.351,-324.0,1/8,1.84,False
1h,2,0.786,0.05,2R,0,"(1, -1)",3943,587,0.875,-354.8,-0.13,0.37,-420.2,1/8,1.84,False
1h,2,0.786,0.05,2R,1,"(1,)",1112,166,0.992,-6.1,-0.01,0.398,-64.6,2/8,1.84,False
1h,2,0.786,0.05,2R,1,"(-1,)",848,127,0.798,-127.5,-0.13,0.35,-144.7,1/8,1.84,False
1h,2,0.786,0.05,2R,1,"(1, -1)",1960,292,0.904,-133.6,-0.1,0.378,-193.8,1/8,1.84,False
1h,2,0.786,0.05,3R,0,"(1,)",1886,281,1.056,81.6,0.12,0.315,-100.9,5/8,2.79,False
1h,2,0.786,0.05,3R,0,"(-1,)",2057,307,0.804,-340.3,-0.14,0.261,-363.2,1/8,2.79,False
1h,2,0.786,0.05,3R,0,"(1, -1)",3943,587,0.919,-258.7,-0.12,0.287,-332.0,3/8,2.79,False
1h,2,0.786,0.05,3R,1,"(1,)",1112,166,1.102,87.2,0.27,0.325,-49.1,5/8,2.79,False
1h,2,0.786,0.05,3R,1,"(-1,)",848,127,0.807,-138.8,-0.13,0.261,-160.4,2/8,2.79,False
1h,2,0.786,0.05,3R,1,"(1, -1)",1960,292,0.967,-51.6,-0.05,0.297,-145.9,2/8,2.79,False
1h,2,0.786,0.1,2R,0,"(1,)",1907,284,0.958,-56.2,-0.07,0.389,-117.7,2/8,1.85,False
1h,2,0.786,0.1,2R,0,"(-1,)",2076,309,0.788,-327.7,-0.14,0.343,-349.5,1/8,1.85,False
1h,2,0.786,0.1,2R,0,"(1, -1)",3983,593,0.866,-383.9,-0.13,0.365,-442.2,1/8,1.85,False
1h,2,0.786,0.1,2R,1,"(1,)",1123,167,0.988,-9.6,-0.02,0.394,-68.8,3/8,1.85,False
1h,2,0.786,0.1,2R,1,"(-1,)",855,128,0.786,-136.2,-0.13,0.344,-153.7,2/8,1.85,False
1h,2,0.786,0.1,2R,1,"(1, -1)",1978,295,0.897,-145.9,-0.11,0.373,-199.7,1/8,1.85,False
1h,2,0.786,0.1,3R,0,"(1,)",1907,284,1.047,69.8,0.1,0.313,-109.5,5/8,2.8,False
1h,2,0.786,0.1,3R,0,"(-1,)",2076,309,0.792,-364.2,-0.14,0.256,-386.4,1/8,2.8,False
1h,2,0.786,0.1,3R,0,"(1, -1)",3983,593,0.909,-294.3,-0.12,0.283,-366.1,2/8,2.8,False
1h,2,0.786,0.1,3R,1,"(1,)",1123,167,1.092,79.0,0.19,0.322,-60.4,5/8,2.8,False
1h,2,0.786,0.1,3R,1,"(-1,)",855,128,0.802,-143.2,-0.13,0.257,-164.9,2/8,2.8,False
1h,2,0.786,0.1,3R,1,"(1, -1)",1978,295,0.959,-64.2,-0.06,0.294,-164.6,2/8,2.8,False
1h,2,0.786,0.25,2R,0,"(1,)",1940,289,0.935,-88.2,-0.08,0.376,-159.7,2/8,1.87,False
1h,2,0.786,0.25,2R,0,"(-1,)",2112,315,0.742,-411.8,-0.14,0.324,-426.5,1/8,1.87,False
1h,2,0.786,0.25,2R,0,"(1, -1)",4052,604,0.831,-500.0,-0.13,0.349,-554.8,1/8,1.87,False
1h,2,0.786,0.25,2R,1,"(1,)",1136,169,0.961,-31.0,-0.05,0.382,-85.3,3/8,1.87,False
1h,2,0.786,0.25,2R,1,"(-1,)",870,130,0.721,-185.1,-0.14,0.318,-198.6,1/8,1.87,False
1h,2,0.786,0.25,2R,1,"(1, -1)",2006,299,0.851,-216.1,-0.12,0.354,-262.8,1/8,1.87,False
1h,2,0.786,0.25,3R,0,"(1,)",1940,289,1.027,41.2,0.06,0.305,-97.9,4/8,2.82,False
1h,2,0.786,0.25,3R,0,"(-1,)",2112,315,0.793,-365.5,-0.14,0.253,-391.4,0/8,2.82,False
1h,2,0.786,0.25,3R,0,"(1, -1)",4052,604,0.901,-324.3,-0.12,0.278,-393.6,1/8,2.82,False
1h,2,0.786,0.25,3R,1,"(1,)",1136,169,1.091,78.3,0.22,0.318,-52.6,5/8,2.82,False
1h,2,0.786,0.25,3R,1,"(-1,)",870,130,0.822,-128.9,-0.12,0.259,-156.2,1/8,2.82,False
1h,2,0.786,0.25,3R,1,"(1, -1)",2006,299,0.968,-50.5,-0.05,0.292,-147.3,2/8,2.82,False
1h,3,0.5,0.05,2R,0,"(1,)",1848,275,0.859,-169.0,-0.12,0.357,-203.0,2/8,1.95,False
1h,3,0.5,0.05,2R,0,"(-1,)",1981,295,0.623,-527.3,-0.15,0.291,-527.1,0/8,1.95,False
1h,3,0.5,0.05,2R,0,"(1, -1)",3829,570,0.732,-696.3,-0.15,0.323,-706.0,0/8,1.95,False
1h,3,0.5,0.05,2R,1,"(1,)",1068,159,0.89,-75.6,-0.1,0.364,-113.8,2/8,1.94,False
1h,3,0.5,0.05,2R,1,"(-1,)",832,124,0.653,-201.8,-0.14,0.299,-208.7,1/8,1.95,False
1h,3,0.5,0.05,2R,1,"(1, -1)",1900,283,0.781,-277.4,-0.14,0.336,-291.4,0/8,1.95,False
1h,3,0.5,0.05,3R,0,"(1,)",1848,275,0.932,-84.4,-0.06,0.327,-200.3,2/8,2.93,False
1h,3,0.5,0.05,3R,0,"(-1,)",1981,295,0.672,-473.9,-0.15,0.265,-473.7,0/8,2.93,False
1h,3,0.5,0.05,3R,0,"(1, -1)",3829,570,0.792,-558.4,-0.15,0.295,-571.6,0/8,2.93,False
1h,3,0.5,0.05,3R,1,"(1,)",1068,159,0.988,-8.6,-0.01,0.333,-99.1,3/8,2.93,False
1h,3,0.5,0.05,3R,1,"(-1,)",832,124,0.736,-158.9,-0.13,0.275,-175.9,1/8,2.93,False
1h,3,0.5,0.05,3R,1,"(1, -1)",1900,283,0.873,-167.5,-0.11,0.308,-219.0,3/8,2.93,False
1h,3,0.5,0.1,2R,0,"(1,)",1865,278,0.854,-175.6,-0.13,0.357,-203.4,2/8,1.95,False
1h,3,0.5,0.1,2R,0,"(-1,)",2001,298,0.615,-540.3,-0.15,0.29,-540.1,0/8,1.95,False
1h,3,0.5,0.1,2R,0,"(1, -1)",3866,576,0.725,-715.9,-0.15,0.323,-725.7,0/8,1.95,False
1h,3,0.5,0.1,2R,1,"(1,)",1080,161,0.882,-81.1,-0.11,0.364,-112.5,3/8,1.95,False
1h,3,0.5,0.1,2R,1,"(-1,)",841,125,0.665,-194.3,-0.14,0.304,-203.7,1/8,1.95,False
1h,3,0.5,0.1,2R,1,"(1, -1)",1921,286,0.783,-275.4,-0.14,0.338,-284.8,0/8,1.95,False
1h,3,0.5,0.1,3R,0,"(1,)",1865,278,0.917,-103.8,-0.07,0.329,-208.5,3/8,2.93,False
1h,3,0.5,0.1,3R,0,"(-1,)",2001,298,0.647,-511.1,-0.15,0.266,-512.4,0/8,2.93,False
1h,3,0.5,0.1,3R,0,"(1, -1)",3866,576,0.772,-614.9,-0.15,0.296,-628.0,0/8,2.93,False
1h,3,0.5,0.1,3R,1,"(1,)",1080,161,0.96,-28.9,-0.04,0.332,-107.5,3/8,2.93,False
1h,3,0.5,0.1,3R,1,"(-1,)",841,125,0.73,-161.4,-0.13,0.282,-181.2,1/8,2.93,False
1h,3,0.5,0.1,3R,1,"(1, -1)",1921,286,0.856,-190.3,-0.13,0.31,-225.7,2/8,2.93,False
1h,3,0.5,0.25,2R,0,"(1,)",1906,284,0.849,-178.8,-0.13,0.365,-211.3,2/8,1.95,False
1h,3,0.5,0.25,2R,0,"(-1,)",2060,307,0.611,-549.2,-0.15,0.294,-552.9,0/8,1.95,False
1h,3,0.5,0.25,2R,0,"(1, -1)",3966,591,0.72,-728.0,-0.15,0.328,-732.9,0/8,1.95,False
1h,3,0.5,0.25,2R,1,"(1,)",1099,164,0.892,-72.4,-0.1,0.375,-110.8,3/8,1.95,False
1h,3,0.5,0.25,2R,1,"(-1,)",865,129,0.668,-192.0,-0.14,0.311,-203.6,1/8,1.95,False
1h,3,0.5,0.25,2R,1,"(1, -1)",1964,293,0.788,-264.4,-0.14,0.347,-286.6,1/8,1.95,False
1h,3,0.5,0.25,3R,0,"(1,)",1906,284,0.897,-125.1,-0.09,0.342,-209.4,3/8,2.94,False
1h,3,0.5,0.25,3R,0,"(-1,)",2060,307,0.617,-556.1,-0.15,0.272,-570.5,1/8,2.94,False
1h,3,0.5,0.25,3R,0,"(1, -1)",3966,591,0.745,-681.2,-0.15,0.306,-697.6,0/8,2.94,False
1h,3,0.5,0.25,3R,1,"(1,)",1099,164,0.968,-22.4,-0.04,0.35,-90.5,4/8,2.94,False
1h,3,0.5,0.25,3R,1,"(-1,)",865,129,0.697,-181.1,-0.13,0.289,-201.0,1/8,2.94,False
1h,3,0.5,0.25,3R,1,"(1, -1)",1964,293,0.842,-203.5,-0.12,0.323,-248.8,1/8,2.94,False
1h,3,0.618,0.05,2R,0,"(1,)",1590,237,0.866,-145.3,-0.13,0.349,-161.0,1/8,1.93,False
1h,3,0.618,0.05,2R,0,"(-1,)",1745,260,0.68,-409.4,-0.15,0.296,-410.5,0/8,1.93,False
1h,3,0.618,0.05,2R,0,"(1, -1)",3335,497,0.765,-554.6,-0.15,0.321,-561.5,0/8,1.93,False
1h,3,0.618,0.05,2R,1,"(1,)",918,137,0.887,-70.2,-0.11,0.355,-98.5,3/8,1.93,False
1h,3,0.618,0.05,2R,1,"(-1,)",732,110,0.692,-164.9,-0.14,0.296,-178.4,1/8,1.93,False
1h,3,0.618,0.05,2R,1,"(1, -1)",1650,246,0.796,-235.1,-0.14,0.329,-253.0,1/8,1.93,False
1h,3,0.618,0.05,3R,0,"(1,)",1590,237,0.97,-34.5,-0.04,0.308,-140.3,3/8,2.9,False
1h,3,0.618,0.05,3R,0,"(-1,)",1745,260,0.746,-340.4,-0.14,0.256,-354.0,2/8,2.9,False
1h,3,0.618,0.05,3R,0,"(1, -1)",3335,497,0.85,-374.9,-0.14,0.281,-394.4,1/8,2.9,False
1h,3,0.618,0.05,3R,1,"(1,)",918,137,1.038,24.7,0.05,0.319,-71.1,5/8,2.9,False
1h,3,0.618,0.05,3R,1,"(-1,)",732,110,0.794,-115.0,-0.12,0.264,-144.5,1/8,2.9,False
1h,3,0.618,0.05,3R,1,"(1, -1)",1650,246,0.925,-90.4,-0.08,0.295,-169.8,4/8,2.9,False
1h,3,0.618,0.1,2R,0,"(1,)",1610,240,0.855,-159.0,-0.14,0.347,-174.2,1/8,1.93,False
1h,3,0.618,0.1,2R,0,"(-1,)",1760,262,0.677,-414.6,-0.15,0.295,-415.6,0/8,1.93,False
1h,3,0.618,0.1,2R,0,"(1, -1)",3370,502,0.759,-573.6,-0.15,0.32,-580.0,0/8,1.93,False
1h,3,0.618,0.1,2R,1,"(1,)",935,139,0.885,-72.0,-0.11,0.355,-98.1,3/8,1.93,False
1h,3,0.618,0.1,2R,1,"(-1,)",740,111,0.698,-161.3,-0.14,0.301,-173.7,1/8,1.93,False
1h,3,0.618,0.1,2R,1,"(1, -1)",1675,250,0.799,-233.3,-0.14,0.331,-249.5,1/8,1.93,False
1h,3,0.618,0.1,3R,0,"(1,)",1610,240,0.978,-25.3,-0.03,0.311,-130.8,4/8,2.91,False
1h,3,0.618,0.1,3R,0,"(-1,)",1760,262,0.733,-361.0,-0.14,0.255,-373.2,1/8,2.91,False
1h,3,0.618,0.1,3R,0,"(1, -1)",3370,502,0.846,-386.4,-0.14,0.281,-399.2,2/8,2.91,False
1h,3,0.618,0.1,3R,1,"(1,)",935,139,1.031,20.6,0.04,0.32,-71.0,4/8,2.91,False
1h,3,0.618,0.1,3R,1,"(-1,)",740,111,0.788,-118.8,-0.12,0.264,-147.0,1/8,2.91,False
1h,3,0.618,0.1,3R,1,"(1, -1)",1675,250,0.92,-98.2,-0.09,0.295,-171.1,4/8,2.91,False
1h,3,0.618,0.25,2R,0,"(1,)",1634,243,0.881,-128.7,-0.13,0.356,-144.1,2/8,1.94,False
1h,3,0.618,0.25,2R,0,"(-1,)",1806,269,0.659,-444.3,-0.15,0.293,-454.2,1/8,1.94,False
1h,3,0.618,0.25,2R,0,"(1, -1)",3440,513,0.76,-572.9,-0.15,0.323,-577.2,0/8,1.94,False
1h,3,0.618,0.25,2R,1,"(1,)",946,141,0.929,-43.7,-0.1,0.369,-68.4,3/8,1.94,False
1h,3,0.618,0.25,2R,1,"(-1,)",759,114,0.689,-168.4,-0.13,0.298,-187.8,1/8,1.94,False
1h,3,0.618,0.25,2R,1,"(1, -1)",1705,254,0.816,-212.1,-0.14,0.337,-233.8,1/8,1.94,False
1h,3,0.618,0.25,3R,0,"(1,)",1634,243,0.968,-36.5,-0.04,0.321,-147.2,4/8,2.92,False
1h,3,0.618,0.25,3R,0,"(-1,)",1806,269,0.706,-400.6,-0.14,0.256,-434.8,1/8,2.92,False
1h,3,0.618,0.25,3R,0,"(1, -1)",3440,513,0.825,-437.1,-0.14,0.287,-475.1,1/8,2.92,False
1h,3,0.618,0.25,3R,1,"(1,)",946,141,1.028,18.3,0.04,0.331,-73.2,4/8,2.92,False
1h,3,0.618,0.25,3R,1,"(-1,)",759,114,0.772,-128.1,-0.12,0.266,-164.7,1/8,2.92,False
1h,3,0.618,0.25,3R,1,"(1, -1)",1705,254,0.909,-109.8,-0.09,0.302,-188.2,3/8,2.92,False
