rule,k,ote,sl_buf,tp_r,sweep_lb,need_conf,trend_mode,session,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,4,0.5,0.25,3.0,6,3,off,all,4699,701,0.914,-318.6,-0.12,0.292,-386.0,2/8,2.82,False
15min,4,0.5,0.25,3.0,6,3,off,kz,2536,378,0.935,-129.8,-0.1,0.295,-190.6,2/8,2.81,False
15min,4,0.5,0.25,3.0,6,3,fade,all,3091,461,0.924,-185.1,-0.12,0.297,-239.7,2/8,2.81,False
15min,4,0.5,0.25,3.0,6,3,fade,kz,1655,247,0.969,-40.1,-0.05,0.303,-121.5,4/8,2.8,False
15min,4,0.5,0.25,3.0,6,4,down,all,1563,234,0.904,-118.2,-0.1,0.285,-174.4,3/8,2.84,False
15min,4,0.5,0.25,3.0,6,4,down,kz,854,128,0.887,-76.7,-0.1,0.282,-110.3,2/8,2.83,False
15min,4,0.5,0.25,3.0,6,4,off,all,4546,678,0.92,-285.1,-0.12,0.292,-353.5,2/8,2.83,False
15min,4,0.5,0.25,3.0,6,4,off,kz,2466,368,0.938,-119.6,-0.1,0.295,-176.0,2/8,2.82,False
15min,4,0.5,0.25,3.0,6,4,fade,all,2983,445,0.929,-166.9,-0.11,0.296,-223.5,1/8,2.82,False
15min,4,0.5,0.25,3.0,6,4,fade,kz,1612,240,0.966,-42.9,-0.05,0.301,-122.9,4/8,2.81,False
15min,4,0.5,0.25,3.0,6,5,down,all,1250,187,0.926,-72.4,-0.08,0.287,-139.0,3/8,2.87,False
15min,4,0.5,0.25,3.0,6,5,down,kz,698,105,0.886,-63.1,-0.1,0.278,-92.1,3/8,2.87,False
15min,4,0.5,0.25,3.0,6,5,off,all,3596,536,0.918,-231.0,-0.12,0.287,-285.2,2/8,2.86,False
15min,4,0.5,0.25,3.0,6,5,off,kz,1977,296,0.918,-126.2,-0.11,0.285,-175.2,2/8,2.86,False
15min,4,0.5,0.25,3.0,6,5,fade,all,2346,350,0.913,-158.6,-0.12,0.286,-197.5,3/8,2.86,False
15min,4,0.5,0.25,3.0,6,5,fade,kz,1279,192,0.937,-63.1,-0.08,0.289,-116.5,3/8,2.86,False
15min,4,0.5,0.25,3.0,10,3,down,all,1733,260,0.882,-163.6,-0.11,0.282,-220.8,3/8,2.83,False
15min,4,0.5,0.25,3.0,10,3,down,kz,942,142,0.854,-111.5,-0.12,0.277,-142.8,3/8,2.82,False
15min,4,0.5,0.25,3.0,10,3,off,all,5021,749,0.906,-373.8,-0.13,0.291,-440.0,2/8,2.82,False
15min,4,0.5,0.25,3.0,10,3,off,kz,2695,402,0.917,-177.4,-0.11,0.291,-237.7,2/8,2.81,False
15min,4,0.5,0.25,3.0,10,3,fade,all,3288,490,0.919,-210.2,-0.11,0.295,-274.2,1/8,2.81,False
15min,4,0.5,0.25,3.0,10,3,fade,kz,1753,261,0.952,-65.9,-0.07,0.299,-145.8,3/8,2.81,False
15min,4,0.5,0.25,3.0,10,4,down,all,1680,252,0.893,-143.1,-0.11,0.283,-198.8,3/8,2.84,False
15min,4,0.5,0.25,3.0,10,4,down,kz,911,137,0.872,-93.8,-0.11,0.28,-124.2,3/8,2.83,False
15min,4,0.5,0.25,3.0,10,4,off,all,4851,723,0.912,-337.8,-0.12,0.29,-405.6,2/8,2.83,False
15min,4,0.5,0.25,3.0,10,4,off,kz,2618,390,0.923,-158.6,-0.11,0.292,-214.4,2/8,2.82,False
15min,4,0.5,0.25,3.0,10,4,fade,all,3171,473,0.922,-194.7,-0.11,0.294,-258.3,1/8,2.82,False
15min,4,0.5,0.25,3.0,10,4,fade,kz,1707,255,0.952,-64.8,-0.07,0.298,-143.2,3/8,2.81,False
15min,4,0.5,0.25,3.0,10,5,down,all,1344,202,0.909,-95.2,-0.09,0.284,-157.1,3/8,2.87,False
15min,4,0.5,0.25,3.0,10,5,down,kz,739,111,0.86,-82.5,-0.11,0.273,-109.4,3/8,2.87,False
15min,4,0.5,0.25,3.0,10,5,off,all,3837,572,0.911,-265.8,-0.12,0.285,-321.4,2/8,2.86,False
15min,4,0.5,0.25,3.0,10,5,off,kz,2092,312,0.904,-158.2,-0.12,0.282,-204.4,2/8,2.86,False
15min,4,0.5,0.25,3.0,10,5,fade,all,2493,372,0.912,-170.6,-0.12,0.286,-219.5,2/8,2.86,False
15min,4,0.5,0.25,3.0,10,5,fade,kz,1353,202,0.928,-75.7,-0.08,0.287,-133.1,2/8,2.86,False
15min,4,0.618,0.05,1.0,3,3,down,all,1243,187,0.623,-274.5,-0.14,0.497,-295.3,1/8,0.88,False
15min,4,0.618,0.05,1.0,3,3,down,kz,704,106,0.625,-156.4,-0.14,0.5,-171.0,1/8,0.88,False
15min,4,0.618,0.05,1.0,3,3,off,all,3653,545,0.619,-809.2,-0.15,0.498,-830.3,1/8,0.87,False
15min,4,0.618,0.05,1.0,3,3,off,kz,2018,301,0.649,-403.7,-0.14,0.507,-422.0,1/8,0.87,False
15min,4,0.618,0.05,1.0,3,3,fade,all,2410,359,0.616,-534.7,-0.15,0.499,-540.8,0/8,0.87,False
15min,4,0.618,0.05,1.0,3,3,fade,kz,1314,196,0.663,-247.3,-0.14,0.511,-256.5,0/8,0.87,False
15min,4,0.618,0.05,1.0,3,4,down,all,1208,182,0.637,-253.0,-0.14,0.5,-274.2,1/8,0.88,False
15min,4,0.618,0.05,1.0,3,4,down,kz,683,103,0.641,-141.6,-0.14,0.502,-156.2,1/8,0.88,False
15min,4,0.618,0.05,1.0,3,4,off,all,3535,527,0.626,-760.8,-0.14,0.499,-784.6,1/8,0.88,False
15min,4,0.618,0.05,1.0,3,4,off,kz,1965,293,0.653,-386.5,-0.14,0.507,-403.4,1/8,0.88,False
15min,4,0.618,0.05,1.0,3,4,fade,all,2327,347,0.621,-507.7,-0.15,0.498,-516.3,0/8,0.87,False
15min,4,0.618,0.05,1.0,3,4,fade,kz,1282,191,0.659,-244.9,-0.14,0.51,-252.6,0/8,0.87,False
15min,4,0.618,0.05,1.0,3,5,down,all,962,145,0.662,-184.9,-0.14,0.503,-198.4,1/8,0.9,False
15min,4,0.618,0.05,1.0,3,5,down,kz,557,84,0.648,-113.0,-0.14,0.499,-121.6,1/8,0.9,False
15min,4,0.618,0.05,1.0,3,5,off,all,2810,419,0.644,-572.7,-0.15,0.496,-587.3,0/8,0.9,False
15min,4,0.618,0.05,1.0,3,5,off,kz,1579,236,0.66,-304.7,-0.14,0.501,-315.4,0/8,0.9,False
15min,4,0.618,0.05,1.0,3,5,fade,all,1848,276,0.635,-387.9,-0.15,0.492,-392.8,0/8,0.89,False
15min,4,0.618,0.05,1.0,3,5,fade,kz,1022,153,0.666,-191.7,-0.15,0.502,-195.4,0/8,0.89,False
15min,4,0.618,0.05,1.0,6,3,down,all,1418,213,0.629,-305.3,-0.14,0.499,-330.3,1/8,0.88,False
15min,4,0.618,0.05,1.0,6,3,down,kz,785,118,0.623,-174.1,-0.14,0.499,-186.9,1/8,0.88,False
15min,4,0.618,0.05,1.0,6,3,off,all,4188,624,0.613,-943.4,-0.15,0.498,-968.6,1/8,0.87,False
15min,4,0.618,0.05,1.0,6,3,off,kz,2300,343,0.634,-483.9,-0.14,0.505,-502.1,1/8,0.87,False
15min,4,0.618,0.05,1.0,6,3,fade,all,2770,413,0.605,-638.0,-0.15,0.497,-644.6,0/8,0.87,False
15min,4,0.618,0.05,1.0,6,3,fade,kz,1515,226,0.641,-309.8,-0.14,0.508,-319.4,0/8,0.87,False
15min,4,0.618,0.05,1.0,6,4,down,all,1378,207,0.643,-281.4,-0.14,0.502,-306.8,1/8,0.88,False
15min,4,0.618,0.05,1.0,6,4,down,kz,760,114,0.639,-158.1,-0.14,0.501,-170.9,1/8,0.88,False
15min,4,0.618,0.05,1.0,6,4,off,all,4048,603,0.619,-890.4,-0.14,0.498,-918.5,1/8,0.88,False
15min,4,0.618,0.05,1.0,6,4,off,kz,2237,334,0.64,-459.6,-0.14,0.506,-476.4,1/8,0.87,False
15min,4,0.618,0.05,1.0,6,4,fade,all,2670,398,0.608,-609.0,-0.15,0.496,-618.0,0/8,0.87,False
15min,4,0.618,0.05,1.0,6,4,fade,kz,1477,220,0.641,-301.5,-0.15,0.508,-309.7,0/8,0.87,False
15min,4,0.618,0.05,1.0,6,5,down,all,1094,164,0.662,-210.4,-0.14,0.504,-228.0,1/8,0.9,False
15min,4,0.618,0.05,1.0,6,5,down,kz,617,93,0.645,-125.8,-0.14,0.499,-133.3,1/8,0.9,False
15min,4,0.618,0.05,1.0,6,5,off,all,3187,475,0.639,-659.1,-0.14,0.496,-678.4,0/8,0.89,False
15min,4,0.618,0.05,1.0,6,5,off,kz,1778,266,0.652,-351.8,-0.15,0.5,-361.9,0/8,0.89,False
15min,4,0.618,0.05,1.0,6,5,fade,all,2093,312,0.628,-448.7,-0.15,0.492,-454.1,0/8,0.89,False
15min,4,0.618,0.05,1.0,6,5,fade,kz,1161,174,0.656,-226.0,-0.15,0.5,-230.2,0/8,0.89,False
15min,4,0.618,0.05,1.0,10,3,down,all,1531,230,0.609,-352.4,-0.14,0.492,-374.1,1/8,0.88,False
15min,4,0.618,0.05,1.0,10,3,down,kz,840,126,0.617,-189.5,-0.14,0.498,-202.3,1/8,0.88,False
15min,4,0.618,0.05,1.0,10,3,off,all,4478,668,0.611,-1017.6,-0.15,0.498,-1042.6,1/8,0.87,False
15min,4,0.618,0.05,1.0,10,3,off,kz,2446,365,0.63,-523.4,-0.14,0.504,-543.3,1/8,0.87,False
15min,4,0.618,0.05,1.0,10,3,fade,all,2947,439,0.611,-665.2,-0.15,0.501,-673.5,0/8,0.87,False
15min,4,0.618,0.05,1.0,10,3,fade,kz,1606,240,0.637,-334.0,-0.14,0.508,-345.3,0/8,0.87,False
15min,4,0.618,0.05,1.0,10,4,down,all,1484,223,0.626,-321.1,-0.14,0.497,-345.2,1/8,0.88,False
15min,4,0.618,0.05,1.0,10,4,down,kz,812,122,0.638,-168.8,-0.14,0.501,-181.6,1/8,0.88,False
15min,4,0.618,0.05,1.0,10,4,off,all,4323,644,0.62,-951.2,-0.14,0.499,-981.0,1/8,0.88,False
15min,4,0.618,0.05,1.0,10,4,off,kz,2377,354,0.639,-492.0,-0.14,0.506,-510.5,1/8,0.87,False
15min,4,0.618,0.05,1.0,10,4,fade,all,2839,423,0.616,-630.1,-0.15,0.501,-640.8,0/8,0.87,False
15min,4,0.618,0.05,1.0,10,4,fade,kz,1565,233,0.639,-323.2,-0.14,0.508,-333.0,0/8,0.87,False
15min,4,0.618,0.05,1.0,10,5,down,all,1179,177,0.647,-239.6,-0.14,0.5,-257.1,1/8,0.9,False
15min,4,0.618,0.05,1.0,10,5,down,kz,655,98,0.65,-131.1,-0.14,0.502,-138.6,1/8,0.9,False
15min,4,0.618,0.05,1.0,10,5,off,all,3404,507,0.644,-694.1,-0.14,0.498,-715.4,0/8,0.89,False
15min,4,0.618,0.05,1.0,10,5,off,kz,1885,281,0.657,-367.3,-0.14,0.502,-378.2,0/8,0.89,False
15min,4,0.618,0.05,1.0,10,5,fade,all,2225,332,0.642,-454.5,-0.15,0.497,-460.7,0/8,0.89,False
15min,4,0.618,0.05,1.0,10,5,fade,kz,1230,183,0.66,-236.2,-0.15,0.502,-241.2,0/8,0.89,False
15min,4,0.618,0.05,1.5,3,3,down,all,1243,187,0.768,-192.0,-0.13,0.431,-226.3,1/8,1.35,False
15min,4,0.618,0.05,1.5,3,3,down,kz,704,106,0.799,-93.3,-0.12,0.442,-118.6,2/8,1.34,False
15min,4,0.618,0.05,1.5,3,3,off,all,3653,545,0.745,-624.1,-0.14,0.426,-673.0,1/8,1.34,False
15min,4,0.618,0.05,1.5,3,3,off,kz,2018,301,0.789,-278.2,-0.13,0.438,-318.8,1/8,1.34,False
15min,4,0.618,0.05,1.5,3,3,fade,all,2410,359,0.733,-432.1,-0.14,0.424,-452.3,1/8,1.34,False
15min,4,0.618,0.05,1.5,3,3,fade,kz,1314,196,0.784,-184.9,-0.14,0.436,-202.4,1/8,1.33,False
15min,4,0.618,0.05,1.5,3,4,down,all,1208,182,0.784,-171.0,-0.13,0.434,-205.2,1/8,1.35,False
15min,4,0.618,0.05,1.5,3,4,down,kz,683,103,0.822,-78.7,-0.11,0.445,-104.0,2/8,1.35,False
15min,4,0.618,0.05,1.5,3,4,off,all,3535,527,0.753,-581.1,-0.14,0.426,-631.4,1/8,1.35,False
15min,4,0.618,0.05,1.5,3,4,off,kz,1965,293,0.791,-267.3,-0.13,0.437,-304.2,1/8,1.34,False
15min,4,0.618,0.05,1.5,3,4,fade,all,2327,347,0.736,-410.1,-0.14,0.422,-430.3,1/8,1.34,False
15min,4,0.618,0.05,1.5,3,4,fade,kz,1282,191,0.775,-188.6,-0.14,0.432,-203.7,0/8,1.34,False
15min,4,0.618,0.05,1.5,3,5,down,all,962,145,0.821,-111.5,-0.13,0.437,-133.1,2/8,1.38,False
15min,4,0.618,0.05,1.5,3,5,down,kz,557,84,0.831,-60.5,-0.12,0.44,-74.3,2/8,1.38,False
15min,4,0.618,0.05,1.5,3,5,off,all,2810,419,0.764,-440.5,-0.14,0.42,-472.0,1/8,1.37,False
15min,4,0.618,0.05,1.5,3,5,off,kz,1579,236,0.793,-213.6,-0.14,0.429,-234.4,1/8,1.37,False
15min,4,0.618,0.05,1.5,3,5,fade,all,1848,276,0.735,-329.0,-0.14,0.412,-343.6,1/8,1.37,False
15min,4,0.618,0.05,1.5,3,5,fade,kz,1022,153,0.772,-153.1,-0.14,0.423,-162.1,1/8,1.37,False
15min,4,0.618,0.05,1.5,6,3,down,all,1418,213,0.777,-208.8,-0.13,0.434,-247.1,1/8,1.35,False
15min,4,0.618,0.05,1.5,6,3,down,kz,785,118,0.791,-107.8,-0.12,0.441,-134.6,2/8,1.34,False
15min,4,0.618,0.05,1.5,6,3,off,all,4188,624,0.736,-742.6,-0.14,0.426,-796.2,1/8,1.34,False
15min,4,0.618,0.05,1.5,6,3,off,kz,2300,343,0.764,-359.5,-0.14,0.433,-394.7,1/8,1.33,False
15min,4,0.618,0.05,1.5,6,3,fade,all,2770,413,0.716,-533.8,-0.14,0.421,-550.7,1/8,1.33,False
15min,4,0.618,0.05,1.5,6,3,fade,kz,1515,226,0.75,-251.7,-0.14,0.429,-268.0,0/8,1.33,False
15min,4,0.618,0.05,1.5,6,4,down,all,1378,207,0.795,-183.9,-0.12,0.438,-222.1,1/8,1.35,False
15min,4,0.618,0.05,1.5,6,4,down,kz,760,114,0.815,-90.5,-0.12,0.445,-117.3,2/8,1.35,False
15min,4,0.618,0.05,1.5,6,4,off,all,4048,603,0.741,-699.3,-0.14,0.425,-754.3,1/8,1.34,False
15min,4,0.618,0.05,1.5,6,4,off,kz,2237,334,0.769,-341.5,-0.14,0.432,-373.4,1/8,1.34,False
15min,4,0.618,0.05,1.5,6,4,fade,all,2670,398,0.715,-515.4,-0.14,0.418,-533.0,1/8,1.34,False
15min,4,0.618,0.05,1.5,6,4,fade,kz,1477,220,0.746,-251.0,-0.14,0.426,-264.9,0/8,1.33,False
15min,4,0.618,0.05,1.5,6,5,down,all,1094,164,0.816,-130.3,-0.13,0.437,-156.6,1/8,1.37,False
15min,4,0.618,0.05,1.5,6,5,down,kz,617,93,0.816,-73.2,-0.13,0.438,-85.9,2/8,1.37,False
15min,4,0.618,0.05,1.5,6,5,off,all,3187,475,0.755,-518.6,-0.14,0.42,-556.1,1/8,1.37,False
15min,4,0.618,0.05,1.5,6,5,off,kz,1778,266,0.779,-258.3,-0.14,0.426,-276.4,1/8,1.37,False
15min,4,0.618,0.05,1.5,6,5,fade,all,2093,312,0.725,-388.3,-0.14,0.41,-403.0,1/8,1.36,False
15min,4,0.618,0.05,1.5,6,5,fade,kz,1161,174,0.76,-185.1,-0.14,0.42,-194.0,0/8,1.36,False
15min,4,0.618,0.05,1.5,10,3,down,all,1531,230,0.757,-248.0,-0.13,0.43,-283.5,1/8,1.35,False
15min,4,0.618,0.05,1.5,10,3,down,kz,840,126,0.786,-118.7,-0.12,0.44,-145.6,2/8,1.34,False
15min,4,0.618,0.05,1.5,10,3,off,all,4478,668,0.732,-808.8,-0.14,0.425,-858.4,1/8,1.34,False
15min,4,0.618,0.05,1.5,10,3,off,kz,2446,365,0.756,-399.1,-0.14,0.431,-430.3,1/8,1.33,False
15min,4,0.618,0.05,1.5,10,3,fade,all,2947,439,0.719,-560.9,-0.15,0.422,-575.7,0/8,1.33,False
15min,4,0.618,0.05,1.5,10,3,fade,kz,1606,240,0.74,-280.3,-0.14,0.427,-295.7,0/8,1.33,False
15min,4,0.618,0.05,1.5,10,4,down,all,1484,223,0.778,-216.3,-0.13,0.434,-253.7,1/8,1.35,False
15min,4,0.618,0.05,1.5,10,4,down,kz,812,122,0.815,-96.9,-0.12,0.446,-123.8,2/8,1.35,False
15min,4,0.618,0.05,1.5,10,4,off,all,4323,644,0.739,-754.5,-0.14,0.425,-807.4,1/8,1.34,False
15min,4,0.618,0.05,1.5,10,4,off,kz,2377,354,0.762,-374.5,-0.14,0.431,-402.5,1/8,1.34,False
15min,4,0.618,0.05,1.5,10,4,fade,all,2839,423,0.719,-538.2,-0.14,0.42,-554.5,0/8,1.34,False
15min,4,0.618,0.05,1.5,10,4,fade,kz,1565,233,0.736,-277.6,-0.14,0.424,-290.6,0/8,1.33,False
15min,4,0.618,0.05,1.5,10,5,down,all,1179,177,0.799,-154.7,-0.13,0.433,-181.3,1/8,1.37,False
15min,4,0.618,0.05,1.5,10,5,down,kz,655,98,0.82,-75.8,-0.13,0.44,-88.5,3/8,1.37,False
15min,4,0.618,0.05,1.5,10,5,off,all,3404,507,0.757,-550.1,-0.14,0.42,-587.6,1/8,1.37,False
15min,4,0.618,0.05,1.5,10,5,off,kz,1885,281,0.778,-275.4,-0.14,0.426,-293.6,0/8,1.37,False
15min,4,0.618,0.05,1.5,10,5,fade,all,2225,332,0.735,-395.4,-0.14,0.413,-408.3,0/8,1.36,False
15min,4,0.618,0.05,1.5,10,5,fade,kz,1230,183,0.756,-199.6,-0.14,0.419,-208.6,1/8,1.37,False
15min,4,0.618,0.05,2.0,3,3,down,all,1243,187,0.855,-130.9,-0.12,0.378,-168.2,2/8,1.82,False
15min,4,0.618,0.05,2.0,3,3,down,kz,704,106,0.891,-55.3,-0.08,0.388,-100.0,4/8,1.81,False
15min,4,0.618,0.05,2.0,3,3,off,all,3653,545,0.823,-474.5,-0.14,0.374,-521.7,1/8,1.81,False
15min,4,0.618,0.05,2.0,3,3,off,kz,2018,301,0.871,-186.8,-0.13,0.387,-217.7,2/8,1.8,False
15min,4,0.618,0.05,2.0,3,3,fade,all,2410,359,0.806,-343.7,-0.14,0.372,-357.3,0/8,1.8,False
15min,4,0.618,0.05,2.0,3,3,fade,kz,1314,196,0.86,-131.5,-0.13,0.386,-147.4,1/8,1.8,False
15min,4,0.618,0.05,2.0,3,4,down,all,1208,182,0.87,-113.2,-0.11,0.38,-150.0,2/8,1.82,False
15min,4,0.618,0.05,2.0,3,4,down,kz,683,103,0.913,-41.8,-0.07,0.391,-95.3,4/8,1.82,False
15min,4,0.618,0.05,2.0,3,4,off,all,3535,527,0.828,-443.8,-0.13,0.373,-494.2,1/8,1.81,False
15min,4,0.618,0.05,2.0,3,4,off,kz,1965,293,0.873,-178.1,-0.13,0.385,-207.2,2/8,1.81,False
15min,4,0.618,0.05,2.0,3,4,fade,all,2327,347,0.806,-330.6,-0.14,0.37,-347.8,0/8,1.81,False
15min,4,0.618,0.05,2.0,3,4,fade,kz,1282,191,0.852,-136.3,-0.13,0.381,-152.2,1/8,1.81,False
15min,4,0.618,0.05,2.0,3,5,down,all,962,145,0.9,-68.7,-0.11,0.38,-95.7,2/8,1.85,False
15min,4,0.618,0.05,2.0,3,5,down,kz,557,84,0.909,-35.8,-0.08,0.382,-69.4,3/8,1.85,False
15min,4,0.618,0.05,2.0,3,5,off,all,2810,419,0.825,-359.3,-0.14,0.362,-391.7,1/8,1.84,False
15min,4,0.618,0.05,2.0,3,5,off,kz,1579,236,0.856,-163.5,-0.14,0.37,-180.6,1/8,1.84,False
15min,4,0.618,0.05,2.0,3,5,fade,all,1848,276,0.787,-290.6,-0.14,0.352,-300.1,0/8,1.84,False
15min,4,0.618,0.05,2.0,3,5,fade,kz,1022,153,0.828,-127.7,-0.14,0.363,-134.3,1/8,1.84,False
15min,4,0.618,0.05,2.0,6,3,down,all,1418,213,0.868,-134.9,-0.12,0.384,-174.2,2/8,1.82,False
15min,4,0.618,0.05,2.0,6,3,down,kz,785,118,0.886,-64.3,-0.1,0.39,-100.9,4/8,1.81,False
15min,4,0.618,0.05,2.0,6,3,off,all,4188,624,0.82,-553.4,-0.14,0.375,-600.3,1/8,1.8,False
15min,4,0.618,0.05,2.0,6,3,off,kz,2300,343,0.853,-244.7,-0.13,0.384,-270.6,2/8,1.8,False
15min,4,0.618,0.05,2.0,6,3,fade,all,2770,413,0.796,-418.4,-0.14,0.371,-431.4,0/8,1.79,False
15min,4,0.618,0.05,2.0,6,3,fade,kz,1515,226,0.836,-180.4,-0.14,0.381,-195.3,1/8,1.79,False
15min,4,0.618,0.05,2.0,6,4,down,all,1378,207,0.884,-113.8,-0.11,0.386,-152.9,2/8,1.82,False
15min,4,0.618,0.05,2.0,6,4,down,kz,760,114,0.909,-48.6,-0.08,0.393,-95.1,4/8,1.82,False
15min,4,0.618,0.05,2.0,6,4,off,all,4048,603,0.821,-528.4,-0.14,0.374,-578.4,1/8,1.81,False
15min,4,0.618,0.05,2.0,6,4,off,kz,2237,334,0.857,-230.8,-0.13,0.383,-257.8,2/8,1.8,False
15min,4,0.618,0.05,2.0,6,4,fade,all,2670,398,0.79,-414.5,-0.14,0.367,-431.2,0/8,1.8,False
15min,4,0.618,0.05,2.0,6,4,fade,kz,1477,220,0.83,-182.2,-0.14,0.377,-198.3,1/8,1.8,False
15min,4,0.618,0.05,2.0,6,5,down,all,1094,164,0.904,-74.7,-0.11,0.384,-105.0,2/8,1.85,False
15min,4,0.618,0.05,2.0,6,5,down,kz,617,93,0.909,-39.7,-0.09,0.386,-67.7,3/8,1.85,False
15min,4,0.618,0.05,2.0,6,5,off,all,3187,475,0.826,-403.1,-0.14,0.364,-438.9,1/8,1.84,False
15min,4,0.618,0.05,2.0,6,5,off,kz,1778,266,0.858,-181.2,-0.14,0.372,-198.5,1/8,1.84,False
15min,4,0.618,0.05,2.0,6,5,fade,all,2093,312,0.788,-328.4,-0.15,0.354,-337.5,0/8,1.84,False
15min,4,0.618,0.05,2.0,6,5,fade,kz,1161,174,0.832,-141.5,-0.14,0.365,-149.3,1/8,1.84,False
15min,4,0.618,0.05,2.0,10,3,down,all,1531,230,0.847,-169.8,-0.12,0.379,-206.7,2/8,1.81,False
15min,4,0.618,0.05,2.0,10,3,down,kz,840,126,0.876,-74.8,-0.11,0.388,-106.2,3/8,1.81,False
15min,4,0.618,0.05,2.0,10,3,off,all,4478,668,0.813,-617.2,-0.14,0.374,-661.9,1/8,1.8,False
15min,4,0.618,0.05,2.0,10,3,off,kz,2446,365,0.842,-281.6,-0.14,0.381,-306.9,1/8,1.8,False
15min,4,0.618,0.05,2.0,10,3,fade,all,2947,439,0.795,-447.4,-0.15,0.371,-459.4,0/8,1.79,False
15min,4,0.618,0.05,2.0,10,3,fade,kz,1606,240,0.824,-206.8,-0.14,0.378,-221.2,1/8,1.79,False
15min,4,0.618,0.05,2.0,10,4,down,all,1484,223,0.866,-142.5,-0.12,0.383,-180.9,2/8,1.82,False
15min,4,0.618,0.05,2.0,10,4,down,kz,812,122,0.905,-54.7,-0.08,0.393,-97.1,4/8,1.82,False
15min,4,0.618,0.05,2.0,10,4,off,all,4323,644,0.816,-583.6,-0.14,0.373,-633.5,1/8,1.81,False
15min,4,0.618,0.05,2.0,10,4,off,kz,2377,354,0.848,-261.7,-0.14,0.381,-288.3,2/8,1.81,False
15min,4,0.618,0.05,2.0,10,4,fade,all,2839,423,0.79,-441.1,-0.14,0.367,-456.9,0/8,1.8,False
15min,4,0.618,0.05,2.0,10,4,fade,kz,1565,233,0.82,-207.0,-0.14,0.374,-222.6,1/8,1.8,False
15min,4,0.618,0.05,2.0,10,5,down,all,1179,177,0.888,-93.9,-0.11,0.382,-124.2,3/8,1.85,False
15min,4,0.618,0.05,2.0,10,5,down,kz,655,98,0.909,-42.3,-0.09,0.386,-69.5,3/8,1.85,False
15min,4,0.618,0.05,2.0,10,5,off,all,3404,507,0.825,-434.7,-0.14,0.364,-471.9,1/8,1.84,False
15min,4,0.618,0.05,2.0,10,5,off,kz,1885,281,0.853,-199.7,-0.14,0.371,-217.6,1/8,1.84,False
15min,4,0.618,0.05,2.0,10,5,fade,all,2225,332,0.792,-340.9,-0.14,0.355,-350.5,0/8,1.84,False
15min,4,0.618,0.05,2.0,10,5,fade,kz,1230,183,0.824,-157.5,-0.14,0.363,-165.9,1/8,1.84,False
15min,4,0.618,0.05,3.0,3,3,down,all,1243,187,0.941,-59.9,-0.07,0.302,-132.4,4/8,2.75,False
15min,4,0.618,0.05,3.0,3,3,down,kz,704,106,1.018,10.2,0.02,0.32,-90.7,4/8,2.74,False
15min,4,0.618,0.05,3.0,3,3,off,all,3653,545,0.942,-173.4,-0.11,0.306,-242.8,2/8,2.74,False
15min,4,0.618,0.05,3.0,3,3,off,kz,2018,301,1.007,11.5,0.02,0.321,-90.7,4/8,2.74,False
15min,4,0.618,0.05,3.0,3,3,fade,all,2410,359,0.942,-113.5,-0.12,0.308,-145.0,2/8,2.73,False
15min,4,0.618,0.05,3.0,3,3,fade,kz,1314,196,1.001,1.3,0.0,0.321,-68.1,3/8,2.73,False
15min,4,0.618,0.05,3.0,3,4,down,all,1208,182,0.964,-35.0,-0.04,0.305,-121.5,5/8,2.76,False
15min,4,0.618,0.05,3.0,3,4,down,kz,683,103,1.059,31.8,0.06,0.325,-80.0,5/8,2.76,False
15min,4,0.618,0.05,3.0,3,4,off,all,3535,527,0.944,-159.7,-0.1,0.304,-235.8,2/8,2.75,False
15min,4,0.618,0.05,3.0,3,4,off,kz,1965,293,1.011,17.2,0.03,0.319,-84.5,4/8,2.75,False
15min,4,0.618,0.05,3.0,3,4,fade,all,2327,347,0.934,-124.7,-0.12,0.304,-160.1,2/8,2.74,False
15min,4,0.618,0.05,3.0,3,4,fade,kz,1282,191,0.986,-14.6,-0.03,0.316,-72.5,3/8,2.74,False
15min,4,0.618,0.05,3.0,3,5,down,all,962,145,1.004,3.4,0.01,0.307,-88.4,5/8,2.8,False
15min,4,0.618,0.05,3.0,3,5,down,kz,557,84,1.076,32.8,0.09,0.321,-56.2,5/8,2.8,False
15min,4,0.618,0.05,3.0,3,5,off,all,2810,419,0.931,-158.1,-0.12,0.293,-202.0,3/8,2.79,False
15min,4,0.618,0.05,3.0,3,5,off,kz,1579,236,0.975,-31.2,-0.05,0.302,-95.5,3/8,2.79,False
15min,4,0.618,0.05,3.0,3,5,fade,all,1848,276,0.893,-161.5,-0.14,0.285,-176.6,1/8,2.79,False
15min,4,0.618,0.05,3.0,3,5,fade,kz,1022,153,0.922,-64.0,-0.12,0.292,-83.4,2/8,2.79,False
15min,4,0.618,0.05,3.0,6,3,down,all,1418,213,0.952,-55.4,-0.06,0.306,-149.6,4/8,2.75,False
15min,4,0.618,0.05,3.0,6,3,down,kz,785,118,1.002,1.4,0.0,0.318,-98.4,5/8,2.74,False
15min,4,0.618,0.05,3.0,6,3,off,all,4188,624,0.94,-205.7,-0.11,0.307,-290.6,2/8,2.73,False
15min,4,0.618,0.05,3.0,6,3,off,kz,2300,343,0.983,-32.1,-0.04,0.317,-127.0,5/8,2.73,False
