rule,k,ote,sl_buf,tp_r,sweep_lb,need_conf,trend_mode,session,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,4,0.618,0.05,3.0,6,3,fade,all,2770,413,0.934,-150.3,-0.12,0.308,-191.0,2/8,2.72,False
15min,4,0.618,0.05,3.0,6,3,fade,kz,1515,226,0.972,-33.5,-0.06,0.316,-85.6,2/8,2.72,False
15min,4,0.618,0.05,3.0,6,4,down,all,1378,207,0.978,-24.2,-0.03,0.31,-141.1,4/8,2.76,False
15min,4,0.618,0.05,3.0,6,4,down,kz,760,114,1.047,28.1,0.05,0.325,-83.8,5/8,2.75,False
15min,4,0.618,0.05,3.0,6,4,off,all,4048,603,0.941,-194.8,-0.1,0.305,-286.4,2/8,2.74,False
15min,4,0.618,0.05,3.0,6,4,off,kz,2237,334,0.988,-21.0,-0.03,0.316,-119.2,5/8,2.74,False
15min,4,0.618,0.05,3.0,6,4,fade,all,2670,398,0.922,-170.6,-0.12,0.303,-215.0,1/8,2.73,False
15min,4,0.618,0.05,3.0,6,4,fade,kz,1477,220,0.959,-49.1,-0.08,0.311,-97.4,2/8,2.73,False
15min,4,0.618,0.05,3.0,6,5,down,all,1094,164,1.011,10.0,0.02,0.31,-95.0,5/8,2.8,False
15min,4,0.618,0.05,3.0,6,5,down,kz,617,93,1.076,36.5,0.09,0.324,-60.2,6/8,2.8,False
15min,4,0.618,0.05,3.0,6,5,off,all,3187,475,0.938,-160.4,-0.11,0.295,-213.5,2/8,2.79,False
15min,4,0.618,0.05,3.0,6,5,off,kz,1778,266,0.977,-32.4,-0.04,0.304,-109.9,4/8,2.79,False
15min,4,0.618,0.05,3.0,6,5,fade,all,2093,312,0.9,-170.4,-0.14,0.288,-186.7,1/8,2.78,False
15min,4,0.618,0.05,3.0,6,5,fade,kz,1161,174,0.926,-68.9,-0.11,0.293,-94.9,2/8,2.78,False
15min,4,0.618,0.05,3.0,10,3,down,all,1531,230,0.934,-82.6,-0.07,0.304,-167.8,3/8,2.75,False
15min,4,0.618,0.05,3.0,10,3,down,kz,840,126,0.983,-11.7,-0.02,0.315,-105.5,4/8,2.74,False
15min,4,0.618,0.05,3.0,10,3,off,all,4478,668,0.933,-246.3,-0.11,0.306,-334.4,2/8,2.73,False
15min,4,0.618,0.05,3.0,10,3,off,kz,2446,365,0.967,-65.6,-0.07,0.314,-144.6,5/8,2.73,False
15min,4,0.618,0.05,3.0,10,3,fade,all,2947,439,0.932,-163.7,-0.11,0.308,-214.0,1/8,2.72,False
15min,4,0.618,0.05,3.0,10,3,fade,kz,1606,240,0.958,-53.8,-0.08,0.313,-97.6,2/8,2.72,False
15min,4,0.618,0.05,3.0,10,4,down,all,1484,223,0.961,-46.4,-0.04,0.308,-157.9,3/8,2.76,False
15min,4,0.618,0.05,3.0,10,4,down,kz,812,122,1.03,19.1,0.03,0.323,-88.0,6/8,2.75,False
15min,4,0.618,0.05,3.0,10,4,off,all,4323,644,0.935,-227.8,-0.1,0.305,-324.7,2/8,2.74,False
15min,4,0.618,0.05,3.0,10,4,off,kz,2377,354,0.976,-45.9,-0.05,0.314,-136.5,5/8,2.74,False
15min,4,0.618,0.05,3.0,10,4,fade,all,2839,423,0.922,-181.4,-0.12,0.303,-232.1,2/8,2.73,False
15min,4,0.618,0.05,3.0,10,4,fade,kz,1565,233,0.949,-64.9,-0.09,0.309,-110.4,2/8,2.73,False
15min,4,0.618,0.05,3.0,10,5,down,all,1179,177,0.99,-9.0,-0.01,0.307,-115.5,5/8,2.8,False
15min,4,0.618,0.05,3.0,10,5,down,kz,655,98,1.05,25.7,0.05,0.319,-73.1,6/8,2.8,False
15min,4,0.618,0.05,3.0,10,5,off,all,3404,507,0.937,-173.9,-0.11,0.296,-232.7,2/8,2.79,False
15min,4,0.618,0.05,3.0,10,5,off,kz,1885,281,0.967,-49.6,-0.06,0.301,-122.1,5/8,2.79,False
15min,4,0.618,0.05,3.0,10,5,fade,all,2225,332,0.909,-164.9,-0.13,0.289,-184.2,1/8,2.78,False
15min,4,0.618,0.05,3.0,10,5,fade,kz,1230,183,0.924,-75.3,-0.12,0.292,-92.4,2/8,2.78,False
15min,4,0.618,0.1,1.0,3,3,down,all,1249,188,0.631,-268.5,-0.14,0.496,-289.3,1/8,0.89,False
15min,4,0.618,0.1,1.0,3,3,down,kz,708,106,0.625,-157.1,-0.14,0.494,-172.6,1/8,0.89,False
15min,4,0.618,0.1,1.0,3,3,off,all,3668,547,0.616,-822.7,-0.15,0.492,-842.3,1/8,0.88,False
15min,4,0.618,0.1,1.0,3,3,off,kz,2027,302,0.648,-409.3,-0.14,0.502,-427.8,1/8,0.88,False
15min,4,0.618,0.1,1.0,3,3,fade,all,2419,361,0.609,-554.2,-0.15,0.491,-560.6,0/8,0.87,False
15min,4,0.618,0.1,1.0,3,3,fade,kz,1319,197,0.66,-252.2,-0.14,0.506,-261.6,0/8,0.87,False
15min,4,0.618,0.1,1.0,3,4,down,all,1214,182,0.643,-249.4,-0.14,0.498,-270.6,1/8,0.89,False
15min,4,0.618,0.1,1.0,3,4,down,kz,687,103,0.642,-142.7,-0.14,0.496,-158.2,1/8,0.89,False
15min,4,0.618,0.1,1.0,3,4,off,all,3550,529,0.624,-774.6,-0.14,0.493,-796.9,1/8,0.88,False
15min,4,0.618,0.1,1.0,3,4,off,kz,1974,294,0.652,-391.4,-0.14,0.502,-407.6,1/8,0.88,False
15min,4,0.618,0.1,1.0,3,4,fade,all,2336,348,0.614,-525.2,-0.15,0.491,-534.0,0/8,0.88,False
15min,4,0.618,0.1,1.0,3,4,fade,kz,1287,192,0.658,-248.7,-0.14,0.504,-256.7,0/8,0.88,False
15min,4,0.618,0.1,1.0,3,5,down,all,965,145,0.666,-183.2,-0.14,0.501,-195.6,1/8,0.91,False
15min,4,0.618,0.1,1.0,3,5,down,kz,560,84,0.641,-116.7,-0.14,0.491,-124.2,1/8,0.9,False
15min,4,0.618,0.1,1.0,3,5,off,all,2819,420,0.64,-586.4,-0.15,0.49,-600.1,0/8,0.9,False
15min,4,0.618,0.1,1.0,3,5,off,kz,1586,237,0.656,-311.6,-0.15,0.495,-321.2,0/8,0.9,False
15min,4,0.618,0.1,1.0,3,5,fade,all,1854,276,0.626,-403.3,-0.15,0.484,-408.3,0/8,0.9,False
15min,4,0.618,0.1,1.0,3,5,fade,kz,1026,154,0.664,-194.8,-0.15,0.497,-198.6,0/8,0.9,False
15min,4,0.618,0.1,1.0,6,3,down,all,1425,214,0.643,-292.8,-0.14,0.5,-319.8,1/8,0.89,False
15min,4,0.618,0.1,1.0,6,3,down,kz,790,119,0.633,-169.2,-0.14,0.499,-184.9,1/8,0.88,False
15min,4,0.618,0.1,1.0,6,3,off,all,4206,627,0.613,-952.1,-0.15,0.493,-977.9,1/8,0.88,False
15min,4,0.618,0.1,1.0,6,3,off,kz,2311,345,0.638,-482.5,-0.14,0.502,-501.7,1/8,0.88,False
15min,4,0.618,0.1,1.0,6,3,fade,all,2781,415,0.598,-659.3,-0.15,0.489,-666.1,0/8,0.87,False
15min,4,0.618,0.1,1.0,6,3,fade,kz,1521,227,0.64,-313.2,-0.14,0.503,-323.1,0/8,0.87,False
15min,4,0.618,0.1,1.0,6,4,down,all,1385,208,0.655,-271.3,-0.14,0.503,-298.6,1/8,0.89,False
15min,4,0.618,0.1,1.0,6,4,down,kz,765,115,0.649,-153.7,-0.14,0.501,-169.3,1/8,0.89,False
15min,4,0.618,0.1,1.0,6,4,off,all,4066,606,0.619,-899.8,-0.14,0.493,-928.4,1/8,0.88,False
15min,4,0.618,0.1,1.0,6,4,off,kz,2248,335,0.644,-457.8,-0.14,0.502,-475.6,1/8,0.88,False
15min,4,0.618,0.1,1.0,6,4,fade,all,2681,400,0.601,-628.6,-0.15,0.488,-637.8,0/8,0.88,False
15min,4,0.618,0.1,1.0,6,4,fade,kz,1483,221,0.641,-304.2,-0.15,0.502,-312.6,0/8,0.87,False
15min,4,0.618,0.1,1.0,6,5,down,all,1098,165,0.666,-208.4,-0.14,0.501,-225.0,1/8,0.9,False
15min,4,0.618,0.1,1.0,6,5,down,kz,621,93,0.639,-129.9,-0.14,0.491,-136.3,1/8,0.9,False
15min,4,0.618,0.1,1.0,6,5,off,all,3198,477,0.635,-674.9,-0.15,0.489,-693.5,0/8,0.9,False
15min,4,0.618,0.1,1.0,6,5,off,kz,1787,267,0.649,-358.8,-0.15,0.494,-367.9,0/8,0.9,False
15min,4,0.618,0.1,1.0,6,5,fade,all,2100,313,0.619,-466.5,-0.15,0.483,-472.0,0/8,0.9,False
15min,4,0.618,0.1,1.0,6,5,fade,kz,1166,175,0.655,-228.9,-0.15,0.496,-233.2,0/8,0.9,False
15min,4,0.618,0.1,1.0,10,3,down,all,1538,231,0.622,-340.4,-0.14,0.493,-364.1,1/8,0.89,False
15min,4,0.618,0.1,1.0,10,3,down,kz,845,127,0.628,-183.9,-0.14,0.497,-199.5,1/8,0.88,False
15min,4,0.618,0.1,1.0,10,3,off,all,4497,670,0.61,-1027.9,-0.15,0.493,-1053.6,1/8,0.88,False
15min,4,0.618,0.1,1.0,10,3,off,kz,2457,366,0.634,-520.4,-0.14,0.501,-541.3,1/8,0.88,False
15min,4,0.618,0.1,1.0,10,3,fade,all,2959,441,0.604,-687.5,-0.15,0.493,-696.1,0/8,0.87,False
15min,4,0.618,0.1,1.0,10,3,fade,kz,1612,240,0.638,-336.5,-0.14,0.503,-348.1,0/8,0.87,False
15min,4,0.618,0.1,1.0,10,4,down,all,1491,224,0.637,-311.6,-0.14,0.496,-337.7,1/8,0.89,False
15min,4,0.618,0.1,1.0,10,4,down,kz,817,123,0.649,-163.7,-0.14,0.501,-179.3,1/8,0.89,False
15min,4,0.618,0.1,1.0,10,4,off,all,4342,647,0.619,-962.5,-0.14,0.494,-992.9,1/8,0.88,False
15min,4,0.618,0.1,1.0,10,4,off,kz,2388,356,0.643,-488.7,-0.14,0.502,-508.1,1/8,0.88,False
15min,4,0.618,0.1,1.0,10,4,fade,all,2851,425,0.609,-650.9,-0.15,0.492,-661.9,0/8,0.88,False
15min,4,0.618,0.1,1.0,10,4,fade,kz,1571,234,0.64,-325.0,-0.14,0.503,-335.1,0/8,0.88,False
15min,4,0.618,0.1,1.0,10,5,down,all,1183,178,0.65,-238.6,-0.14,0.496,-255.1,1/8,0.9,False
15min,4,0.618,0.1,1.0,10,5,down,kz,659,99,0.645,-134.8,-0.14,0.495,-141.2,1/8,0.9,False
15min,4,0.618,0.1,1.0,10,5,off,all,3416,509,0.638,-712.8,-0.14,0.491,-733.4,0/8,0.9,False
15min,4,0.618,0.1,1.0,10,5,off,kz,1894,282,0.655,-373.3,-0.15,0.496,-383.2,0/8,0.9,False
15min,4,0.618,0.1,1.0,10,5,fade,all,2233,333,0.632,-474.2,-0.15,0.489,-480.5,0/8,0.9,False
15min,4,0.618,0.1,1.0,10,5,fade,kz,1235,184,0.66,-238.5,-0.15,0.497,-243.6,0/8,0.9,False
15min,4,0.618,0.1,1.5,3,3,down,all,1249,188,0.76,-200.6,-0.13,0.425,-236.6,1/8,1.35,False
15min,4,0.618,0.1,1.5,3,3,down,kz,708,106,0.782,-102.7,-0.12,0.432,-130.8,2/8,1.35,False
15min,4,0.618,0.1,1.5,3,3,off,all,3668,547,0.746,-623.8,-0.14,0.423,-676.3,1/8,1.35,False
15min,4,0.618,0.1,1.5,3,3,off,kz,2027,302,0.786,-284.9,-0.13,0.434,-328.8,1/8,1.34,False
15min,4,0.618,0.1,1.5,3,3,fade,all,2419,361,0.739,-423.2,-0.14,0.422,-449.0,1/8,1.34,False
15min,4,0.618,0.1,1.5,3,3,fade,kz,1319,197,0.788,-182.2,-0.13,0.435,-202.2,1/8,1.34,False
15min,4,0.618,0.1,1.5,3,4,down,all,1214,182,0.773,-182.4,-0.13,0.427,-218.3,1/8,1.36,False
15min,4,0.618,0.1,1.5,3,4,down,kz,687,103,0.803,-88.5,-0.11,0.435,-116.6,2/8,1.36,False
15min,4,0.618,0.1,1.5,3,4,off,all,3550,529,0.752,-585.2,-0.14,0.423,-637.6,1/8,1.35,False
15min,4,0.618,0.1,1.5,3,4,off,kz,1974,294,0.787,-275.0,-0.13,0.433,-315.1,1/8,1.35,False
15min,4,0.618,0.1,1.5,3,4,fade,all,2336,348,0.742,-402.8,-0.14,0.421,-428.5,1/8,1.35,False
15min,4,0.618,0.1,1.5,3,4,fade,kz,1287,192,0.779,-186.5,-0.14,0.431,-202.8,1/8,1.34,False
15min,4,0.618,0.1,1.5,3,5,down,all,965,145,0.808,-120.6,-0.13,0.429,-142.4,2/8,1.38,False
15min,4,0.618,0.1,1.5,3,5,down,kz,560,84,0.812,-68.7,-0.13,0.43,-82.6,2/8,1.38,False
15min,4,0.618,0.1,1.5,3,5,off,all,2819,420,0.764,-440.5,-0.14,0.417,-475.1,1/8,1.37,False
15min,4,0.618,0.1,1.5,3,5,off,kz,1586,237,0.793,-214.9,-0.14,0.426,-236.2,1/8,1.37,False
15min,4,0.618,0.1,1.5,3,5,fade,all,1854,276,0.742,-319.9,-0.14,0.411,-338.6,1/8,1.37,False
15min,4,0.618,0.1,1.5,3,5,fade,kz,1026,154,0.783,-146.2,-0.14,0.423,-155.6,1/8,1.37,False
15min,4,0.618,0.1,1.5,6,3,down,all,1425,214,0.773,-214.0,-0.13,0.43,-256.6,1/8,1.35,False
15min,4,0.618,0.1,1.5,6,3,down,kz,790,119,0.784,-112.5,-0.12,0.435,-144.7,1/8,1.35,False
15min,4,0.618,0.1,1.5,6,3,off,all,4206,627,0.739,-737.0,-0.14,0.423,-788.4,1/8,1.34,False
15min,4,0.618,0.1,1.5,6,3,off,kz,2311,345,0.768,-355.5,-0.13,0.431,-395.9,1/8,1.34,False
15min,4,0.618,0.1,1.5,6,3,fade,all,2781,415,0.722,-522.9,-0.14,0.42,-540.1,1/8,1.34,False
15min,4,0.618,0.1,1.5,6,3,fade,kz,1521,227,0.759,-243.0,-0.14,0.429,-259.8,0/8,1.33,False
15min,4,0.618,0.1,1.5,6,4,down,all,1385,208,0.788,-192.0,-0.12,0.432,-234.4,1/8,1.36,False
15min,4,0.618,0.1,1.5,6,4,down,kz,765,115,0.807,-95.7,-0.11,0.439,-127.8,1/8,1.35,False
15min,4,0.618,0.1,1.5,6,4,off,all,4066,606,0.743,-698.5,-0.14,0.422,-751.1,1/8,1.35,False
15min,4,0.618,0.1,1.5,6,4,off,kz,2248,335,0.772,-338.8,-0.13,0.431,-375.3,1/8,1.34,False
15min,4,0.618,0.1,1.5,6,4,fade,all,2681,400,0.721,-506.5,-0.14,0.417,-523.7,1/8,1.34,False
15min,4,0.618,0.1,1.5,6,4,fade,kz,1483,221,0.754,-243.1,-0.14,0.426,-257.5,0/8,1.34,False
15min,4,0.618,0.1,1.5,6,5,down,all,1098,165,0.805,-139.1,-0.13,0.431,-165.6,1/8,1.38,False
15min,4,0.618,0.1,1.5,6,5,down,kz,621,93,0.798,-81.8,-0.13,0.43,-94.6,2/8,1.38,False
15min,4,0.618,0.1,1.5,6,5,off,all,3198,477,0.757,-516.9,-0.14,0.417,-554.2,1/8,1.37,False
15min,4,0.618,0.1,1.5,6,5,off,kz,1787,267,0.781,-257.5,-0.14,0.424,-276.0,1/8,1.37,False
15min,4,0.618,0.1,1.5,6,5,fade,all,2100,313,0.732,-377.8,-0.14,0.41,-395.6,1/8,1.37,False
15min,4,0.618,0.1,1.5,6,5,fade,kz,1166,175,0.771,-175.7,-0.14,0.421,-184.9,1/8,1.37,False
15min,4,0.618,0.1,1.5,10,3,down,all,1538,231,0.754,-252.8,-0.13,0.426,-292.5,1/8,1.35,False
15min,4,0.618,0.1,1.5,10,3,down,kz,845,127,0.781,-122.7,-0.12,0.436,-155.0,2/8,1.35,False
15min,4,0.618,0.1,1.5,10,3,off,all,4497,670,0.734,-806.7,-0.14,0.422,-854.1,1/8,1.34,False
15min,4,0.618,0.1,1.5,10,3,off,kz,2457,366,0.76,-393.5,-0.14,0.43,-429.6,1/8,1.34,False
15min,4,0.618,0.1,1.5,10,3,fade,all,2959,441,0.723,-554.0,-0.15,0.42,-567.5,0/8,1.34,False
15min,4,0.618,0.1,1.5,10,3,fade,kz,1612,240,0.749,-270.8,-0.14,0.427,-286.7,0/8,1.34,False
15min,4,0.618,0.1,1.5,10,4,down,all,1491,224,0.772,-224.0,-0.13,0.429,-265.7,1/8,1.36,False
15min,4,0.618,0.1,1.5,10,4,down,kz,817,123,0.808,-101.4,-0.11,0.441,-133.6,2/8,1.35,False
15min,4,0.618,0.1,1.5,10,4,off,all,4342,647,0.74,-757.5,-0.14,0.422,-808.2,1/8,1.35,False
15min,4,0.618,0.1,1.5,10,4,off,kz,2388,356,0.766,-370.3,-0.14,0.43,-402.6,1/8,1.35,False
15min,4,0.618,0.1,1.5,10,4,fade,all,2851,425,0.723,-533.5,-0.15,0.418,-547.0,0/8,1.34,False
15min,4,0.618,0.1,1.5,10,4,fade,kz,1571,234,0.745,-268.9,-0.14,0.424,-282.4,0/8,1.34,False
15min,4,0.618,0.1,1.5,10,5,down,all,1183,178,0.789,-163.5,-0.13,0.428,-190.4,1/8,1.38,False
15min,4,0.618,0.1,1.5,10,5,down,kz,659,99,0.804,-84.0,-0.13,0.432,-96.8,2/8,1.38,False
15min,4,0.618,0.1,1.5,10,5,off,all,3416,509,0.757,-550.8,-0.14,0.417,-587.2,1/8,1.37,False
15min,4,0.618,0.1,1.5,10,5,off,kz,1894,282,0.78,-273.7,-0.14,0.424,-292.3,1/8,1.37,False
15min,4,0.618,0.1,1.5,10,5,fade,all,2233,333,0.741,-387.3,-0.14,0.412,-402.5,1/8,1.37,False
15min,4,0.618,0.1,1.5,10,5,fade,kz,1235,184,0.768,-189.7,-0.14,0.419,-199.1,1/8,1.37,False
15min,4,0.618,0.1,2.0,3,3,down,all,1249,188,0.839,-146.6,-0.12,0.37,-177.6,2/8,1.82,False
15min,4,0.618,0.1,2.0,3,3,down,kz,708,106,0.875,-63.8,-0.09,0.38,-104.7,3/8,1.82,False
15min,4,0.618,0.1,2.0,3,3,off,all,3668,547,0.823,-474.8,-0.14,0.37,-510.3,1/8,1.81,False
15min,4,0.618,0.1,2.0,3,3,off,kz,2027,302,0.873,-183.5,-0.13,0.383,-212.1,3/8,1.81,False
15min,4,0.618,0.1,2.0,3,3,fade,all,2419,361,0.815,-328.2,-0.14,0.37,-342.4,2/8,1.81,False
15min,4,0.618,0.1,2.0,3,3,fade,kz,1319,197,0.872,-119.7,-0.13,0.385,-135.8,1/8,1.81,False
15min,4,0.618,0.1,2.0,3,4,down,all,1214,182,0.85,-132.2,-0.12,0.371,-163.8,2/8,1.83,False
15min,4,0.618,0.1,2.0,3,4,down,kz,687,103,0.896,-50.7,-0.08,0.383,-100.2,3/8,1.83,False
15min,4,0.618,0.1,2.0,3,4,off,all,3550,529,0.826,-449.0,-0.14,0.369,-487.6,1/8,1.82,False
15min,4,0.618,0.1,2.0,3,4,off,kz,1974,294,0.875,-176.0,-0.13,0.381,-205.2,2/8,1.82,False
15min,4,0.618,0.1,2.0,3,4,fade,all,2336,348,0.814,-316.7,-0.14,0.368,-334.2,1/8,1.81,False
15min,4,0.618,0.1,2.0,3,4,fade,kz,1287,192,0.863,-125.2,-0.13,0.381,-142.0,1/8,1.81,False
15min,4,0.618,0.1,2.0,3,5,down,all,965,145,0.876,-85.7,-0.12,0.371,-107.2,2/8,1.86,False
15min,4,0.618,0.1,2.0,3,5,down,kz,560,84,0.886,-45.8,-0.1,0.373,-71.4,3/8,1.86,False
15min,4,0.618,0.1,2.0,3,5,off,all,2819,420,0.824,-361.0,-0.14,0.359,-385.4,0/8,1.85,False
15min,4,0.618,0.1,2.0,3,5,off,kz,1586,237,0.857,-162.8,-0.13,0.367,-180.7,1/8,1.85,False
15min,4,0.618,0.1,2.0,3,5,fade,all,1854,276,0.798,-275.3,-0.14,0.352,-284.1,0/8,1.85,False
15min,4,0.618,0.1,2.0,3,5,fade,kz,1026,154,0.841,-117.0,-0.14,0.364,-124.3,1/8,1.85,False
15min,4,0.618,0.1,2.0,6,3,down,all,1425,214,0.855,-149.8,-0.12,0.376,-185.6,2/8,1.82,False
15min,4,0.618,0.1,2.0,6,3,down,kz,790,119,0.881,-67.2,-0.1,0.385,-103.0,3/8,1.81,False
15min,4,0.618,0.1,2.0,6,3,off,all,4206,627,0.824,-542.1,-0.14,0.373,-580.3,1/8,1.81,False
15min,4,0.618,0.1,2.0,6,3,off,kz,2311,345,0.862,-228.9,-0.13,0.383,-257.9,2/8,1.8,False
15min,4,0.618,0.1,2.0,6,3,fade,all,2781,415,0.808,-392.4,-0.14,0.371,-405.5,0/8,1.8,False
15min,4,0.618,0.1,2.0,6,3,fade,kz,1521,227,0.852,-161.7,-0.14,0.381,-176.8,1/8,1.8,False
15min,4,0.618,0.1,2.0,6,4,down,all,1385,208,0.867,-132.0,-0.12,0.378,-168.0,2/8,1.83,False
15min,4,0.618,0.1,2.0,6,4,down,kz,765,115,0.904,-51.9,-0.08,0.388,-97.4,3/8,1.82,False
15min,4,0.618,0.1,2.0,6,4,off,all,4066,606,0.824,-522.5,-0.14,0.371,-563.8,1/8,1.82,False
15min,4,0.618,0.1,2.0,6,4,off,kz,2248,335,0.866,-216.3,-0.13,0.381,-247.3,2/8,1.81,False
15min,4,0.618,0.1,2.0,6,4,fade,all,2681,400,0.802,-390.5,-0.14,0.367,-407.4,0/8,1.81,False
15min,4,0.618,0.1,2.0,6,4,fade,kz,1483,221,0.846,-164.3,-0.14,0.378,-181.4,1/8,1.81,False
15min,4,0.618,0.1,2.0,6,5,down,all,1098,165,0.877,-97.1,-0.12,0.373,-121.8,2/8,1.86,False
15min,4,0.618,0.1,2.0,6,5,down,kz,621,93,0.887,-50.1,-0.11,0.377,-70.5,2/8,1.85,False
15min,4,0.618,0.1,2.0,6,5,off,all,3198,477,0.827,-403.0,-0.14,0.361,-431.5,1/8,1.85,False
15min,4,0.618,0.1,2.0,6,5,off,kz,1787,267,0.861,-177.9,-0.14,0.37,-196.1,1/8,1.85,False
15min,4,0.618,0.1,2.0,6,5,fade,all,2100,313,0.801,-306.0,-0.14,0.355,-315.9,0/8,1.84,False
15min,4,0.618,0.1,2.0,6,5,fade,kz,1166,175,0.847,-127.8,-0.14,0.366,-136.5,1/8,1.84,False
15min,4,0.618,0.1,2.0,10,3,down,all,1538,231,0.836,-183.3,-0.13,0.373,-216.7,2/8,1.82,False
15min,4,0.618,0.1,2.0,10,3,down,kz,845,127,0.874,-76.9,-0.11,0.385,-109.6,2/8,1.81,False
15min,4,0.618,0.1,2.0,10,3,off,all,4497,670,0.816,-606.6,-0.14,0.371,-642.7,1/8,1.81,False
15min,4,0.618,0.1,2.0,10,3,off,kz,2457,366,0.85,-266.9,-0.13,0.38,-295.5,1/8,1.8,False
15min,4,0.618,0.1,2.0,10,3,fade,all,2959,441,0.806,-423.4,-0.14,0.37,-435.7,0/8,1.8,False
15min,4,0.618,0.1,2.0,10,3,fade,kz,1612,240,0.838,-190.1,-0.14,0.378,-204.7,1/8,1.8,False
15min,4,0.618,0.1,2.0,10,4,down,all,1491,224,0.852,-159.4,-0.12,0.376,-194.3,2/8,1.83,False
15min,4,0.618,0.1,2.0,10,4,down,kz,817,123,0.901,-57.3,-0.09,0.389,-99.1,3/8,1.82,False
15min,4,0.618,0.1,2.0,10,4,off,all,4342,647,0.819,-575.8,-0.14,0.37,-617.1,1/8,1.82,False
15min,4,0.618,0.1,2.0,10,4,off,kz,2388,356,0.857,-245.6,-0.13,0.38,-276.2,2/8,1.81,False
15min,4,0.618,0.1,2.0,10,4,fade,all,2851,425,0.802,-416.4,-0.14,0.367,-432.5,0/8,1.81,False
15min,4,0.618,0.1,2.0,10,4,fade,kz,1571,234,0.835,-188.3,-0.14,0.375,-204.9,1/8,1.81,False
15min,4,0.618,0.1,2.0,10,5,down,all,1183,178,0.864,-115.4,-0.12,0.372,-140.2,2/8,1.86,False
15min,4,0.618,0.1,2.0,10,5,down,kz,659,99,0.889,-52.3,-0.11,0.378,-72.1,2/8,1.85,False
15min,4,0.618,0.1,2.0,10,5,off,all,3416,509,0.826,-433.8,-0.14,0.361,-463.7,1/8,1.85,False
15min,4,0.618,0.1,2.0,10,5,off,kz,1894,282,0.856,-195.5,-0.14,0.369,-214.3,1/8,1.85,False
15min,4,0.618,0.1,2.0,10,5,fade,all,2233,333,0.805,-318.5,-0.14,0.356,-329.0,0/8,1.84,False
15min,4,0.618,0.1,2.0,10,5,fade,kz,1235,184,0.839,-143.2,-0.14,0.364,-152.5,1/8,1.84,False
15min,4,0.618,0.1,3.0,3,3,down,all,1249,188,0.931,-70.2,-0.08,0.298,-140.2,3/8,2.76,False
15min,4,0.618,0.1,3.0,3,3,down,kz,708,106,0.994,-3.2,-0.01,0.312,-93.3,4/8,2.75,False
15min,4,0.618,0.1,3.0,3,3,off,all,3668,547,0.938,-183.2,-0.11,0.303,-254.3,3/8,2.75,False
15min,4,0.618,0.1,3.0,3,3,off,kz,2027,302,1.001,1.3,0.0,0.317,-94.0,4/8,2.75,False
15min,4,0.618,0.1,3.0,3,3,fade,all,2419,361,0.942,-113.0,-0.11,0.306,-150.0,3/8,2.74,False
15min,4,0.618,0.1,3.0,3,3,fade,kz,1319,197,1.004,4.5,0.01,0.32,-68.2,5/8,2.74,False
15min,4,0.618,0.1,3.0,3,4,down,all,1214,182,0.95,-49.4,-0.06,0.3,-133.2,3/8,2.77,False
15min,4,0.618,0.1,3.0,3,4,down,kz,687,103,1.033,18.0,0.03,0.317,-82.8,4/8,2.77,False
15min,4,0.618,0.1,3.0,3,4,off,all,3550,529,0.942,-166.7,-0.1,0.302,-240.8,3/8,2.76,False
15min,4,0.618,0.1,3.0,3,4,off,kz,1974,294,1.006,9.7,0.02,0.316,-90.4,4/8,2.76,False
15min,4,0.618,0.1,3.0,3,4,fade,all,2336,348,0.938,-117.3,-0.11,0.303,-158.0,3/8,2.75,False
15min,4,0.618,0.1,3.0,3,4,fade,kz,1287,192,0.992,-8.3,-0.02,0.315,-70.8,5/8,2.75,False
15min,4,0.618,0.1,3.0,3,5,down,all,965,145,0.99,-7.7,-0.01,0.302,-90.8,5/8,2.81,False
15min,4,0.618,0.1,3.0,3,5,down,kz,560,84,1.041,18.1,0.05,0.312,-59.6,5/8,2.81,False
15min,4,0.618,0.1,3.0,3,5,off,all,2819,420,0.932,-154.0,-0.12,0.291,-199.4,3/8,2.8,False
15min,4,0.618,0.1,3.0,3,5,off,kz,1586,237,0.975,-31.8,-0.05,0.3,-93.2,3/8,2.8,False
15min,4,0.618,0.1,3.0,3,5,fade,all,1854,276,0.903,-146.2,-0.13,0.286,-162.8,1/8,2.79,False
15min,4,0.618,0.1,3.0,3,5,fade,kz,1026,154,0.939,-49.9,-0.1,0.293,-74.5,2/8,2.8,False
15min,4,0.618,0.1,3.0,6,3,down,all,1425,214,0.947,-60.8,-0.06,0.302,-158.4,3/8,2.76,False
15min,4,0.618,0.1,3.0,6,3,down,kz,790,119,0.987,-8.2,-0.01,0.313,-101.3,4/8,2.75,False
15min,4,0.618,0.1,3.0,6,3,off,all,4206,627,0.939,-207.7,-0.11,0.305,-291.3,2/8,2.74,False
15min,4,0.618,0.1,3.0,6,3,off,kz,2311,345,0.98,-37.0,-0.04,0.314,-126.7,4/8,2.74,False
15min,4,0.618,0.1,3.0,6,3,fade,all,2781,415,0.935,-146.9,-0.11,0.306,-197.6,3/8,2.73,False
15min,4,0.618,0.1,3.0,6,3,fade,kz,1521,227,0.976,-28.8,-0.05,0.315,-89.5,4/8,2.73,False
