scenario,entry_zone,sl_buf_atr,min_sweep_atr,k,mss_look,tp_mode,wait_bars,n,per_yr,pf,mar,net,pos,d1_pf,c5_pf,oos_pf,pboot,passed
ny,fvg_ce,0.05,0.25,3,48,4R,96,512,76,1.79,1.92,263.2,8/8,1.32,1.69,1.55,0.0,False
ny,fvg_ce,0.1,0.0,3,12,range,48,324,49,1.449,0.67,57.6,7/8,2.51,1.29,1.09,0.0025,False
ny,fvg_ce,0.1,0.0,3,12,range,96,341,51,1.481,0.57,64.1,7/8,2.52,1.33,1.15,0.005,False
ny,fvg_ce,0.1,0.0,3,12,2R,48,342,51,1.457,0.88,89.3,7/8,0.84,1.35,1.05,0.0,False
ny,fvg_ce,0.1,0.0,3,12,2R,96,359,54,1.467,0.94,95.1,7/8,0.88,1.36,1.08,0.0013,False
ny,fvg_ce,0.1,0.0,3,12,3R,48,342,51,1.51,1.14,114.4,7/8,0.9,1.41,1.14,0.0,False
ny,fvg_ce,0.1,0.0,3,12,3R,96,359,54,1.543,1.25,126.4,7/8,0.96,1.44,1.21,0.0013,False
ny,fvg_ce,0.1,0.0,3,12,4R,48,342,51,1.584,1.48,139.7,7/8,1.01,1.48,1.29,0.0,False
ny,fvg_ce,0.1,0.0,3,12,4R,96,359,54,1.637,1.51,157.5,7/8,1.09,1.53,1.39,0.0,False
ny,fvg_ce,0.1,0.0,3,24,range,48,423,63,1.318,0.58,55.8,6/8,2.02,1.18,1.09,0.0075,False
ny,fvg_ce,0.1,0.0,3,24,range,96,456,68,1.305,0.6,57.7,6/8,1.99,1.17,1.13,0.0075,False
ny,fvg_ce,0.1,0.0,3,24,2R,48,442,66,1.426,0.7,108.4,6/8,0.88,1.32,1.0,0.0,False
ny,fvg_ce,0.1,0.0,3,24,2R,96,477,71,1.439,0.79,119.1,6/8,0.95,1.34,1.05,0.0,False
ny,fvg_ce,0.1,0.0,3,24,3R,48,442,66,1.512,0.97,146.7,7/8,0.96,1.41,1.25,0.0,False
ny,fvg_ce,0.1,0.0,3,24,3R,96,477,71,1.525,1.06,160.6,7/8,1.03,1.43,1.33,0.0,False
ny,fvg_ce,0.1,0.0,3,24,4R,48,442,66,1.657,1.35,196.2,7/8,1.07,1.55,1.4,0.0,False
ny,fvg_ce,0.1,0.0,3,24,4R,96,477,71,1.681,1.49,216.5,8/8,1.15,1.58,1.49,0.0,False
ny,fvg_ce,0.1,0.0,3,48,range,48,495,74,1.389,0.61,75.5,7/8,0.78,1.25,1.18,0.0025,False
ny,fvg_ce,0.1,0.0,3,48,range,96,527,79,1.369,0.67,77.0,7/8,0.82,1.23,1.2,0.0,False
ny,fvg_ce,0.1,0.0,3,48,2R,48,516,77,1.503,0.9,145.6,6/8,0.96,1.4,1.28,0.0,False
ny,fvg_ce,0.1,0.0,3,48,2R,96,549,82,1.503,0.98,154.8,6/8,1.01,1.4,1.3,0.0,False
ny,fvg_ce,0.1,0.0,3,48,3R,48,516,77,1.606,1.27,198.0,6/8,1.08,1.5,1.31,0.0,False
ny,fvg_ce,0.1,0.0,3,48,3R,96,549,82,1.615,1.47,212.7,7/8,1.14,1.51,1.37,0.0,False
ny,fvg_ce,0.1,0.0,3,48,4R,48,516,77,1.768,1.91,260.7,7/8,1.22,1.66,1.52,0.0,False
ny,fvg_ce,0.1,0.0,3,48,4R,96,549,82,1.786,2.37,281.8,7/8,1.29,1.68,1.59,0.0,False
ny,fvg_ce,0.1,0.1,3,12,range,48,311,47,1.405,0.65,51.0,7/8,2.54,1.26,1.09,0.005,False
ny,fvg_ce,0.1,0.1,3,12,range,96,327,49,1.438,0.54,57.4,7/8,2.55,1.29,1.16,0.0063,False
ny,fvg_ce,0.1,0.1,3,12,2R,48,328,49,1.451,0.9,84.6,7/8,0.83,1.34,1.0,0.0,False
ny,fvg_ce,0.1,0.1,3,12,2R,96,344,52,1.469,0.97,91.4,7/8,0.88,1.36,1.04,0.0,False
ny,fvg_ce,0.1,0.1,3,12,3R,48,328,49,1.475,1.02,102.9,7/8,0.88,1.38,1.12,0.0,False
ny,fvg_ce,0.1,0.1,3,12,3R,96,344,52,1.518,1.15,115.9,7/8,0.95,1.42,1.19,0.0,False
ny,fvg_ce,0.1,0.1,3,12,4R,48,328,49,1.549,1.14,126.3,7/8,0.98,1.45,1.24,0.0,False
ny,fvg_ce,0.1,0.1,3,12,4R,96,344,52,1.611,1.31,145.1,7/8,1.07,1.51,1.36,0.0,False
ny,fvg_ce,0.1,0.1,3,24,range,48,410,61,1.277,0.42,47.9,5/8,2.04,1.15,1.08,0.02,False
ny,fvg_ce,0.1,0.1,3,24,range,96,443,66,1.259,0.41,48.7,5/8,2.0,1.13,1.1,0.0163,False
ny,fvg_ce,0.1,0.1,3,24,2R,48,428,64,1.353,0.5,89.2,6/8,0.87,1.25,0.96,0.0013,False
ny,fvg_ce,0.1,0.1,3,24,2R,96,462,69,1.364,0.53,98.2,6/8,0.92,1.27,0.98,0.0013,False
ny,fvg_ce,0.1,0.1,3,24,3R,48,428,64,1.454,0.74,127.6,7/8,0.95,1.36,1.18,0.0,False
ny,fvg_ce,0.1,0.1,3,24,3R,96,462,69,1.462,0.81,138.6,7/8,1.01,1.37,1.22,0.0,False
ny,fvg_ce,0.1,0.1,3,24,4R,48,428,64,1.612,1.2,178.2,7/8,1.07,1.51,1.35,0.0,False
ny,fvg_ce,0.1,0.1,3,24,4R,96,462,69,1.632,1.32,196.1,7/8,1.14,1.53,1.4,0.0,False
ny,fvg_ce,0.1,0.1,3,48,range,48,481,72,1.35,0.55,67.4,7/8,1.52,1.21,1.2,0.0037,False
ny,fvg_ce,0.1,0.1,3,48,range,96,514,77,1.326,0.59,67.9,7/8,1.51,1.2,1.2,0.0037,False
ny,fvg_ce,0.1,0.1,3,48,2R,48,501,75,1.467,0.82,133.1,7/8,0.92,1.36,1.23,0.0,False
ny,fvg_ce,0.1,0.1,3,48,2R,96,534,80,1.464,0.89,140.5,6/8,0.97,1.36,1.22,0.0,False
ny,fvg_ce,0.1,0.1,3,48,3R,48,501,75,1.574,1.1,183.2,6/8,1.05,1.47,1.23,0.0,False
ny,fvg_ce,0.1,0.1,3,48,3R,96,534,80,1.577,1.26,195.1,6/8,1.1,1.48,1.27,0.0,False
ny,fvg_ce,0.1,0.1,3,48,4R,48,501,75,1.717,1.69,238.2,7/8,1.17,1.61,1.41,0.0,False
ny,fvg_ce,0.1,0.1,3,48,4R,96,534,80,1.732,2.09,256.8,7/8,1.23,1.63,1.46,0.0,False
ny,fvg_ce,0.1,0.25,3,12,range,48,290,44,1.385,0.58,45.4,7/8,0.78,1.25,1.07,0.005,False
ny,fvg_ce,0.1,0.25,3,12,range,96,303,46,1.38,0.47,46.8,7/8,0.83,1.24,1.04,0.0063,False
ny,fvg_ce,0.1,0.25,3,12,2R,48,307,46,1.418,0.75,74.1,7/8,0.86,1.32,1.04,0.0,False
ny,fvg_ce,0.1,0.25,3,12,2R,96,320,48,1.409,0.71,75.4,7/8,0.89,1.31,0.98,0.0013,False
ny,fvg_ce,0.1,0.25,3,12,3R,48,307,46,1.451,0.98,91.7,7/8,0.91,1.36,1.19,0.0,False
ny,fvg_ce,0.1,0.25,3,12,3R,96,320,48,1.458,0.97,96.3,7/8,0.95,1.37,1.14,0.0013,False
ny,fvg_ce,0.1,0.25,3,12,4R,48,307,46,1.507,1.14,109.3,6/8,0.98,1.42,1.23,0.0,False
ny,fvg_ce,0.1,0.25,3,12,4R,96,320,48,1.524,1.22,116.8,6/8,1.04,1.43,1.2,0.0,False
ny,fvg_ce,0.1,0.25,3,24,range,48,386,58,1.281,0.41,45.7,5/8,0.79,1.15,1.06,0.0163,False
ny,fvg_ce,0.1,0.25,3,24,range,96,417,63,1.256,0.41,45.2,5/8,0.84,1.13,1.06,0.0187,False
ny,fvg_ce,0.1,0.25,3,24,2R,48,405,61,1.385,0.52,91.1,6/8,0.95,1.29,1.03,0.0,False
ny,fvg_ce,0.1,0.25,3,24,2R,96,437,66,1.393,0.55,99.3,6/8,1.01,1.3,1.04,0.0,False
ny,fvg_ce,0.1,0.25,3,24,3R,48,405,61,1.487,0.76,128.2,7/8,1.04,1.39,1.27,0.0,False
ny,fvg_ce,0.1,0.25,3,24,3R,96,437,66,1.489,0.81,137.6,7/8,1.09,1.4,1.29,0.0,False
ny,fvg_ce,0.1,0.25,3,24,4R,48,405,61,1.647,1.2,176.5,7/8,1.16,1.55,1.46,0.0,False
ny,fvg_ce,0.1,0.25,3,24,4R,96,437,66,1.659,1.3,191.8,8/8,1.23,1.56,1.49,0.0,False
ny,fvg_ce,0.1,0.25,3,48,range,48,459,69,1.353,0.59,65.2,7/8,0.82,1.22,1.2,0.0025,False
ny,fvg_ce,0.1,0.25,3,48,range,96,491,74,1.324,0.62,64.5,7/8,0.86,1.2,1.19,0.0037,False
ny,fvg_ce,0.1,0.25,3,48,2R,48,481,72,1.465,0.76,127.1,6/8,0.96,1.37,1.21,0.0,False
ny,fvg_ce,0.1,0.25,3,48,2R,96,513,77,1.456,0.82,132.7,6/8,1.0,1.36,1.2,0.0,False
ny,fvg_ce,0.1,0.25,3,48,3R,48,481,72,1.6,1.02,182.0,7/8,1.1,1.5,1.3,0.0,False
ny,fvg_ce,0.1,0.25,3,48,3R,96,513,77,1.593,1.15,191.2,8/8,1.15,1.5,1.31,0.0,False
ny,fvg_ce,0.1,0.25,3,48,4R,48,481,72,1.727,1.45,230.8,8/8,1.2,1.63,1.48,0.0,False
ny,fvg_ce,0.1,0.25,3,48,4R,96,513,77,1.731,1.74,245.7,8/8,1.26,1.63,1.5,0.0,False
ny,fvg_ce,0.25,0.0,3,12,range,48,325,49,1.416,0.87,51.5,7/8,0.91,1.27,1.2,0.0025,False
ny,fvg_ce,0.25,0.0,3,12,range,96,342,51,1.441,0.73,57.0,7/8,0.97,1.3,1.24,0.0013,False
ny,fvg_ce,0.25,0.0,3,12,2R,48,343,52,1.454,1.1,89.0,7/8,0.96,1.35,1.16,0.0013,False
ny,fvg_ce,0.25,0.0,3,12,2R,96,360,54,1.465,1.17,94.9,7/8,1.0,1.36,1.18,0.0,False
ny,fvg_ce,0.25,0.0,3,12,3R,48,343,52,1.557,1.23,122.8,7/8,1.05,1.46,1.21,0.0,False
ny,fvg_ce,0.25,0.0,3,12,3R,96,360,54,1.589,1.35,134.6,7/8,1.11,1.49,1.27,0.0,False
ny,fvg_ce,0.25,0.0,3,12,4R,48,343,52,1.642,1.38,149.0,7/8,1.16,1.54,1.26,0.0,False
ny,fvg_ce,0.25,0.0,3,12,4R,96,360,54,1.693,1.55,166.6,7/8,1.24,1.59,1.37,0.0,False
ny,fvg_ce,0.25,0.0,3,24,range,48,423,63,1.348,0.77,56.8,7/8,0.85,1.21,1.27,0.0037,False
ny,fvg_ce,0.25,0.0,3,24,range,96,456,68,1.324,0.8,57.5,6/8,0.89,1.2,1.27,0.0025,False
ny,fvg_ce,0.25,0.0,3,24,2R,48,442,66,1.463,0.94,116.3,7/8,1.01,1.37,1.26,0.0,False
ny,fvg_ce,0.25,0.0,3,24,2R,96,477,71,1.462,0.96,124.3,7/8,1.06,1.37,1.29,0.0,False
ny,fvg_ce,0.25,0.0,3,24,3R,48,442,66,1.577,1.2,161.2,8/8,1.12,1.48,1.52,0.0,False
ny,fvg_ce,0.25,0.0,3,24,3R,96,477,71,1.582,1.3,173.9,8/8,1.17,1.49,1.56,0.0,False
ny,fvg_ce,0.25,0.0,3,24,4R,48,442,66,1.674,1.61,197.0,7/8,1.21,1.58,1.52,0.0,False
ny,fvg_ce,0.25,0.0,3,24,4R,96,477,71,1.695,1.77,216.4,8/8,1.28,1.6,1.6,0.0,False
ny,fvg_ce,0.25,0.0,3,48,range,48,496,74,1.456,0.65,80.9,8/8,0.96,1.31,1.34,0.0,False
ny,fvg_ce,0.25,0.0,3,48,range,96,528,79,1.421,0.69,81.0,8/8,0.98,1.28,1.33,0.0,False
ny,fvg_ce,0.25,0.0,3,48,2R,48,517,77,1.579,1.01,162.9,7/8,1.05,1.48,1.39,0.0,False
ny,fvg_ce,0.25,0.0,3,48,2R,96,550,82,1.574,1.1,171.8,7/8,1.1,1.47,1.4,0.0,False
ny,fvg_ce,0.25,0.0,3,48,3R,48,517,77,1.696,1.41,218.4,7/8,1.2,1.6,1.48,0.0,False
ny,fvg_ce,0.25,0.0,3,48,3R,96,550,82,1.696,1.62,231.8,8/8,1.25,1.6,1.52,0.0,False
ny,fvg_ce,0.25,0.0,3,48,4R,48,517,77,1.801,1.89,264.1,8/8,1.28,1.7,1.55,0.0,False
ny,fvg_ce,0.25,0.0,3,48,4R,96,550,82,1.815,2.27,284.2,8/8,1.35,1.71,1.61,0.0,False
ny,fvg_ce,0.25,0.1,3,12,range,48,312,47,1.381,0.78,46.4,6/8,0.91,1.24,1.23,0.0125,False
ny,fvg_ce,0.25,0.1,3,12,range,96,328,49,1.408,0.73,51.7,6/8,0.96,1.27,1.27,0.0037,False
ny,fvg_ce,0.25,0.1,3,12,2R,48,329,49,1.445,1.12,84.0,6/8,0.95,1.35,1.16,0.0,False
ny,fvg_ce,0.25,0.1,3,12,2R,96,345,52,1.465,1.21,90.9,6/8,1.0,1.37,1.18,0.0,False
ny,fvg_ce,0.25,0.1,3,12,3R,48,329,49,1.522,1.11,111.0,7/8,1.03,1.43,1.18,0.0,False
ny,fvg_ce,0.25,0.1,3,12,3R,96,345,52,1.563,1.24,123.9,7/8,1.09,1.47,1.26,0.0,False
ny,fvg_ce,0.25,0.1,3,12,4R,48,329,49,1.644,1.32,142.6,7/8,1.17,1.55,1.36,0.0,False
ny,fvg_ce,0.25,0.1,3,12,4R,96,345,52,1.706,1.49,161.3,7/8,1.26,1.61,1.47,0.0,False
ny,fvg_ce,0.25,0.1,3,24,range,48,410,61,1.299,0.54,48.5,5/8,0.83,1.17,1.2,0.0125,False
ny,fvg_ce,0.25,0.1,3,24,range,96,443,66,1.272,0.55,48.1,5/8,0.87,1.15,1.2,0.0138,False
ny,fvg_ce,0.25,0.1,3,24,2R,48,428,64,1.402,0.7,99.7,7/8,0.98,1.31,1.14,0.0013,False
ny,fvg_ce,0.25,0.1,3,24,2R,96,462,69,1.398,0.72,105.8,7/8,1.02,1.31,1.15,0.0,False
ny,fvg_ce,0.25,0.1,3,24,3R,48,428,64,1.516,1.06,141.6,7/8,1.08,1.42,1.39,0.0,False
ny,fvg_ce,0.25,0.1,3,24,3R,96,462,69,1.516,1.13,151.5,8/8,1.13,1.43,1.4,0.0,False
ny,fvg_ce,0.25,0.1,3,24,4R,48,428,64,1.627,1.46,178.6,7/8,1.18,1.53,1.53,0.0,False
ny,fvg_ce,0.25,0.1,3,24,4R,96,462,69,1.644,1.6,195.7,8/8,1.25,1.55,1.57,0.0,False
ny,fvg_ce,0.25,0.1,3,48,range,48,481,72,1.42,0.6,74.0,8/8,0.89,1.28,1.34,0.0013,False
ny,fvg_ce,0.25,0.1,3,48,range,96,514,77,1.381,0.63,73.0,8/8,0.92,1.25,1.31,0.0025,False
ny,fvg_ce,0.25,0.1,3,48,2R,48,501,75,1.56,0.94,153.8,7/8,1.06,1.46,1.32,0.0,False
ny,fvg_ce,0.25,0.1,3,48,2R,96,534,80,1.551,1.02,160.9,7/8,1.1,1.45,1.3,0.0,False
ny,fvg_ce,0.25,0.1,3,48,3R,48,501,75,1.651,1.29,199.5,7/8,1.19,1.55,1.37,0.0,False
ny,fvg_ce,0.25,0.1,3,48,3R,96,534,80,1.646,1.47,210.2,7/8,1.23,1.55,1.38,0.0,False
ny,fvg_ce,0.25,0.1,3,48,4R,48,501,75,1.786,1.8,250.9,8/8,1.29,1.69,1.55,0.0,False
ny,fvg_ce,0.25,0.1,3,48,4R,96,534,80,1.795,2.14,268.7,8/8,1.35,1.7,1.58,0.0,False
ny,fvg_ce,0.25,0.25,3,12,range,48,291,44,1.403,0.92,45.5,6/8,0.85,1.27,1.31,0.0013,False
ny,fvg_ce,0.25,0.25,3,12,range,96,304,46,1.392,0.75,46.3,6/8,0.89,1.26,1.25,0.0063,False
ny,fvg_ce,0.25,0.25,3,12,2R,48,308,46,1.447,0.94,78.8,7/8,0.94,1.35,1.27,0.0,False
ny,fvg_ce,0.25,0.25,3,12,2R,96,321,48,1.437,0.93,80.1,6/8,0.97,1.34,1.19,0.0,False
ny,fvg_ce,0.25,0.25,3,12,3R,48,308,46,1.476,1.03,95.3,6/8,0.98,1.39,1.27,0.0,False
ny,fvg_ce,0.25,0.25,3,12,3R,96,321,48,1.48,1.08,99.7,6/8,1.02,1.39,1.21,0.0,False
ny,fvg_ce,0.25,0.25,3,12,4R,48,308,46,1.589,1.31,122.5,6/8,1.1,1.5,1.35,0.0,False
ny,fvg_ce,0.25,0.25,3,12,4R,96,321,48,1.604,1.39,129.8,6/8,1.15,1.51,1.31,0.0,False
ny,fvg_ce,0.25,0.25,3,24,range,48,386,58,1.321,0.55,48.8,5/8,0.82,1.2,1.21,0.005,False
ny,fvg_ce,0.25,0.25,3,24,range,96,417,63,1.285,0.55,47.3,6/8,0.85,1.17,1.19,0.015,False
ny,fvg_ce,0.25,0.25,3,24,2R,48,405,61,1.435,0.72,101.0,7/8,1.01,1.34,1.24,0.0,False
ny,fvg_ce,0.25,0.25,3,24,2R,96,437,66,1.427,0.73,106.5,7/8,1.05,1.34,1.23,0.0,False
ny,fvg_ce,0.25,0.25,3,24,3R,48,405,61,1.536,1.04,137.9,8/8,1.11,1.45,1.45,0.0,False
ny,fvg_ce,0.25,0.25,3,24,3R,96,437,66,1.53,1.1,146.1,8/8,1.15,1.44,1.44,0.0,False
ny,fvg_ce,0.25,0.25,3,24,4R,48,405,61,1.645,1.43,172.9,8/8,1.2,1.55,1.54,0.0,False
ny,fvg_ce,0.25,0.25,3,24,4R,96,437,66,1.655,1.55,187.3,8/8,1.26,1.56,1.55,0.0,False
ny,fvg_ce,0.25,0.25,3,48,range,48,459,69,1.442,0.67,74.4,8/8,0.88,1.31,1.4,0.0,False
ny,fvg_ce,0.25,0.25,3,48,range,96,491,74,1.397,0.69,72.6,8/8,0.9,1.27,1.35,0.0,False
ny,fvg_ce,0.25,0.25,3,48,2R,48,481,72,1.567,0.89,149.0,7/8,1.07,1.47,1.4,0.0,False
ny,fvg_ce,0.25,0.25,3,48,2R,96,513,77,1.549,0.95,154.3,8/8,1.1,1.45,1.37,0.0,False
ny,fvg_ce,0.25,0.25,3,48,3R,48,481,72,1.643,1.14,189.2,7/8,1.2,1.55,1.43,0.0,False
ny,fvg_ce,0.25,0.25,3,48,3R,96,513,77,1.629,1.27,197.0,7/8,1.23,1.54,1.43,0.0,False
ny,fvg_ce,0.25,0.25,3,48,4R,48,481,72,1.807,1.56,245.8,8/8,1.31,1.71,1.61,0.0,False
ny,fvg_ce,0.25,0.25,3,48,4R,96,513,77,1.802,1.81,259.5,8/8,1.35,1.71,1.62,0.0,False
ny,fvg_ce,0.5,0.0,3,12,range,48,326,49,1.449,0.8,50.8,7/8,0.86,1.31,1.2,0.0,False
ny,fvg_ce,0.5,0.0,3,12,range,96,343,52,1.463,0.88,54.9,7/8,0.9,1.33,1.22,0.0,False
ny,fvg_ce,0.5,0.0,3,12,2R,48,344,52,1.541,1.35,102.9,8/8,1.03,1.45,1.26,0.0,False
ny,fvg_ce,0.5,0.0,3,12,2R,96,361,54,1.549,1.43,108.9,7/8,1.06,1.46,1.27,0.0,False
ny,fvg_ce,0.5,0.0,3,12,3R,48,344,52,1.589,1.46,127.3,6/8,1.11,1.5,1.33,0.0,False
ny,fvg_ce,0.5,0.0,3,12,3R,96,361,54,1.62,1.5,138.9,7/8,1.16,1.53,1.39,0.0,False
ny,fvg_ce,0.5,0.0,3,12,4R,48,344,52,1.669,1.59,150.5,7/8,1.19,1.58,1.43,0.0,False
ny,fvg_ce,0.5,0.0,3,12,4R,96,361,54,1.715,1.76,166.6,7/8,1.26,1.63,1.52,0.0,False
ny,fvg_ce,0.5,0.0,3,24,range,48,424,63,1.308,0.56,47.2,8/8,0.8,1.19,1.26,0.005,False
ny,fvg_ce,0.5,0.0,3,24,range,96,457,68,1.283,0.58,47.1,7/8,0.84,1.17,1.26,0.0112,False
ny,fvg_ce,0.5,0.0,3,24,2R,48,443,66,1.52,0.91,126.6,7/8,1.07,1.43,1.28,0.0,False
ny,fvg_ce,0.5,0.0,3,24,2R,96,478,71,1.521,0.94,135.8,7/8,1.12,1.43,1.32,0.0,False
ny,fvg_ce,0.5,0.0,3,24,3R,48,443,66,1.617,1.24,166.9,7/8,1.18,1.53,1.55,0.0,False
ny,fvg_ce,0.5,0.0,3,24,3R,96,478,71,1.624,1.34,180.1,8/8,1.23,1.54,1.61,0.0,False
ny,fvg_ce,0.5,0.0,3,24,4R,48,443,66,1.628,1.26,177.5,7/8,1.2,1.54,1.45,0.0,False
ny,fvg_ce,0.5,0.0,3,24,4R,96,478,71,1.65,1.39,195.3,8/8,1.26,1.56,1.53,0.0,False
ny,fvg_ce,0.5,0.0,3,48,range,48,498,74,1.382,0.59,64.5,8/8,0.83,1.25,1.38,0.0,False
ny,fvg_ce,0.5,0.0,3,48,range,96,530,79,1.342,0.6,62.7,8/8,0.85,1.22,1.34,0.0037,False
ny,fvg_ce,0.5,0.0,3,48,2R,48,519,77,1.613,1.22,168.4,8/8,1.11,1.52,1.48,0.0,False
ny,fvg_ce,0.5,0.0,3,48,2R,96,552,82,1.602,1.33,176.2,8/8,1.14,1.51,1.46,0.0,False
ny,fvg_ce,0.5,0.0,3,48,3R,48,519,77,1.709,1.71,215.9,8/8,1.23,1.62,1.58,0.0,False
ny,fvg_ce,0.5,0.0,3,48,3R,96,552,82,1.708,2.0,228.9,8/8,1.27,1.62,1.61,0.0,False
ny,fvg_ce,0.5,0.0,3,48,4R,48,519,77,1.69,1.8,221.6,8/8,1.24,1.6,1.48,0.0,False
ny,fvg_ce,0.5,0.0,3,48,4R,96,552,82,1.695,2.09,236.4,8/8,1.29,1.61,1.51,0.0,False
ny,fvg_ce,0.5,0.1,3,12,range,48,313,47,1.425,0.97,47.2,7/8,0.85,1.29,1.25,0.0063,False
ny,fvg_ce,0.5,0.1,3,12,range,96,329,49,1.44,0.92,51.1,7/8,0.9,1.31,1.26,0.0037,False
ny,fvg_ce,0.5,0.1,3,12,2R,48,330,50,1.553,1.46,100.5,8/8,1.05,1.46,1.26,0.0,False
ny,fvg_ce,0.5,0.1,3,12,2R,96,346,52,1.569,1.56,107.5,7/8,1.09,1.48,1.28,0.0,False
ny,fvg_ce,0.5,0.1,3,12,3R,48,330,50,1.564,1.25,117.1,6/8,1.1,1.48,1.31,0.0,False
ny,fvg_ce,0.5,0.1,3,12,3R,96,346,52,1.605,1.38,129.8,7/8,1.16,1.52,1.37,0.0,False
ny,fvg_ce,0.5,0.1,3,12,4R,48,330,50,1.695,1.84,148.1,7/8,1.22,1.61,1.55,0.0,False
ny,fvg_ce,0.5,0.1,3,12,4R,96,346,52,1.75,1.92,165.2,7/8,1.3,1.66,1.63,0.0,False
ny,fvg_ce,0.5,0.1,3,24,range,48,410,61,1.268,0.42,40.7,7/8,0.79,1.15,1.2,0.0175,False
ny,fvg_ce,0.5,0.1,3,24,range,96,443,66,1.238,0.42,39.5,6/8,0.82,1.13,1.2,0.0338,False
ny,fvg_ce,0.5,0.1,3,24,2R,48,428,64,1.477,0.81,113.6,7/8,1.05,1.39,1.19,0.0,False
ny,fvg_ce,0.5,0.1,3,24,2R,96,462,69,1.474,0.83,120.9,7/8,1.09,1.39,1.21,0.0,False
ny,fvg_ce,0.5,0.1,3,24,3R,48,428,64,1.561,1.03,148.3,7/8,1.14,1.48,1.42,0.0,False
ny,fvg_ce,0.5,0.1,3,24,3R,96,462,69,1.562,1.18,158.7,7/8,1.19,1.48,1.44,0.0,False
ny,fvg_ce,0.5,0.1,3,24,4R,48,428,64,1.586,1.02,160.7,7/8,1.18,1.5,1.45,0.0,False
ny,fvg_ce,0.5,0.1,3,24,4R,96,462,69,1.604,1.12,176.5,8/8,1.24,1.52,1.5,0.0,False
ny,fvg_ce,0.5,0.1,3,48,range,48,483,72,1.363,0.67,60.7,8/8,0.85,1.24,1.45,0.0013,False
ny,fvg_ce,0.5,0.1,3,48,range,96,516,77,1.317,0.68,58.0,8/8,0.86,1.2,1.38,0.0025,False
ny,fvg_ce,0.5,0.1,3,48,2R,48,503,75,1.606,1.31,161.8,8/8,1.13,1.51,1.44,0.0,False
ny,fvg_ce,0.5,0.1,3,48,2R,96,536,80,1.59,1.42,167.7,8/8,1.16,1.5,1.4,0.0,False
ny,fvg_ce,0.5,0.1,3,48,3R,48,503,75,1.647,1.53,193.2,8/8,1.2,1.56,1.46,0.0,False
ny,fvg_ce,0.5,0.1,3,48,3R,96,536,80,1.641,1.78,203.4,8/8,1.24,1.56,1.46,0.0,False
ny,fvg_ce,0.5,0.1,3,48,4R,48,503,75,1.657,1.67,205.2,8/8,1.24,1.57,1.49,0.0,False
ny,fvg_ce,0.5,0.1,3,48,4R,96,536,80,1.659,1.93,217.9,8/8,1.28,1.58,1.49,0.0,False
ny,fvg_ce,0.5,0.25,3,12,range,48,292,44,1.434,0.93,44.8,8/8,0.82,1.31,1.26,0.0025,False
ny,fvg_ce,0.5,0.25,3,12,range,96,305,46,1.43,0.84,46.2,7/8,0.86,1.3,1.22,0.0075,False
ny,fvg_ce,0.5,0.25,3,12,2R,48,309,47,1.518,1.29,88.9,8/8,1.01,1.43,1.32,0.0,False
ny,fvg_ce,0.5,0.25,3,12,2R,96,322,48,1.505,1.19,90.3,7/8,1.03,1.42,1.24,0.0013,False
ny,fvg_ce,0.5,0.25,3,12,3R,48,309,47,1.537,1.22,104.4,6/8,1.06,1.46,1.33,0.0,False
ny,fvg_ce,0.5,0.25,3,12,3R,96,322,48,1.539,1.17,108.5,6/8,1.09,1.46,1.27,0.0,False
ny,fvg_ce,0.5,0.25,3,12,4R,48,309,47,1.676,1.7,134.4,8/8,1.17,1.59,1.56,0.0,False
ny,fvg_ce,0.5,0.25,3,12,4R,96,322,48,1.687,1.64,141.5,7/8,1.21,1.6,1.5,0.0,False
ny,fvg_ce,0.5,0.25,3,24,range,48,386,58,1.275,0.41,39.4,6/8,0.8,1.16,1.16,0.0187,False
ny,fvg_ce,0.5,0.25,3,24,range,96,417,63,1.24,0.41,37.4,6/8,0.82,1.13,1.15,0.0213,False
ny,fvg_ce,0.5,0.25,3,24,2R,48,405,61,1.483,0.78,108.6,7/8,1.07,1.4,1.25,0.0,False
ny,fvg_ce,0.5,0.25,3,24,2R,96,437,66,1.478,0.8,115.1,8/8,1.1,1.39,1.26,0.0,False
ny,fvg_ce,0.5,0.25,3,24,3R,48,405,61,1.612,1.14,150.8,7/8,1.19,1.53,1.49,0.0,False
ny,fvg_ce,0.5,0.25,3,24,3R,96,437,66,1.605,1.2,159.5,6/8,1.23,1.52,1.49,0.0,False
ny,fvg_ce,0.5,0.25,3,24,4R,48,405,61,1.613,1.01,157.7,8/8,1.21,1.53,1.45,0.0,False
ny,fvg_ce,0.5,0.25,3,24,4R,96,437,66,1.622,1.09,170.7,8/8,1.26,1.54,1.48,0.0,False
ny,fvg_ce,0.5,0.25,3,48,range,48,460,69,1.387,0.77,61.5,7/8,0.86,1.27,1.52,0.0,False
ny,fvg_ce,0.5,0.25,3,48,range,96,492,74,1.336,0.79,58.2,7/8,0.87,1.22,1.44,0.0013,False
ny,fvg_ce,0.5,0.25,3,48,2R,48,482,72,1.615,1.22,156.7,8/8,1.16,1.52,1.59,0.0,False
ny,fvg_ce,0.5,0.25,3,48,2R,96,514,77,1.59,1.3,160.8,8/8,1.17,1.5,1.52,0.0,False
ny,fvg_ce,0.5,0.25,3,48,3R,48,482,72,1.676,1.38,191.5,8/8,1.23,1.59,1.58,0.0,False
